Model	Criterion_Type	Criterion_Value	Mean_Accuracy (10 runs)	StdDev_Accuracy (10 runs)	Mean_Unparsable_Percent	Mean_Model_Error_Percent	Sum_Total_Time_s	Sum_Total_Price
google/gemini-2.0-flash-lite-001	OVERALL	ALL	37.137	1.9869	0.0	0.0	3211.07	0.8091
google/gemini-2.0-flash-lite-001	submodality	audio.mastermix.wav	35.717	3.477	0.0	0.0	1458.85	0.0374
google/gemini-2.0-flash-lite-001	submodality	symbolic.musicxml	39.384	4.6129	0.0	0.0	1014.13	0.7281
google/gemini-2.0-flash-lite-001	submodality	visual.short.png	36.423	6.2686	0.0	0.0	738.05	0.0436
google/gemini-2.0-flash-lite-001	is_nota_correct	0	38.889	3.0084	0.0	0.0	2536.59	0.6354
google/gemini-2.0-flash-lite-001	is_nota_correct	1	29.391	10.5892	0.0	0.0	674.46	0.1737
google/gemini-2.0-flash-lite-001	meta-question_id	0	19.125	9.8396	0.0	0.0	339.44	0.0846
google/gemini-2.0-flash-lite-001	meta-question_id	1	60.424	21.1981	0.0	0.0	196.37	0.0508
google/gemini-2.0-flash-lite-001	meta-question_id	2	20.095	10.0252	0.0	0.0	336.49	0.0739
google/gemini-2.0-flash-lite-001	meta-question_id	3	64.444	22.9317	0.0	0.0	247.71	0.0614
google/gemini-2.0-flash-lite-001	meta-question_id	4	28.305	14.0255	0.0	0.0	500.55	0.1378
google/gemini-2.0-flash-lite-001	meta-question_id	5	50.385	14.5781	0.0	0.0	306.99	0.0751
google/gemini-2.0-flash-lite-001	meta-question_id	6	10.398	10.027	0.0	0.0	217.04	0.0548
google/gemini-2.0-flash-lite-001	meta-question_id	7	42.908	23.6065	0.0	0.0	270.33	0.0711
google/gemini-2.0-flash-lite-001	meta-question_id	8	54.336	13.7633	0.0	0.0	567.58	0.1405
google/gemini-2.0-flash-lite-001	meta-question_id	9	10.397	12.929	0.0	0.0	228.55	0.0591
google/gemini-2.0-flash-lite-001	category	harmony	42.418	8.5122	0.0	0.0	1066.49	0.2707
google/gemini-2.0-flash-lite-001	category	pitch	37.11	6.8836	0.0	0.0	1120.02	0.2707
google/gemini-2.0-flash-lite-001	category	rhythm	32.323	8.7408	0.0	0.0	1024.56	0.2678
google/gemini-2.0-flash-lite-001	subcategory	harmony-absolute	54.336	13.7633	0.0	0.0	567.58	0.1405
google/gemini-2.0-flash-lite-001	subcategory	harmony-relative	30.106	15.4078	0.0	0.0	498.88	0.1302
google/gemini-2.0-flash-lite-001	subcategory	pitch-absolute	34.992	8.7851	0.0	0.0	535.83	0.1354
google/gemini-2.0-flash-lite-001	subcategory	pitch-relative	39.046	11.8118	0.0	0.0	584.18	0.1353
google/gemini-2.0-flash-lite-001	subcategory	rhythm-absolute	28.305	14.0255	0.0	0.0	500.55	0.1378
google/gemini-2.0-flash-lite-001	subcategory	rhythm-relative	35.527	9.9258	0.0	0.0	524.0	0.13
google/gemini-2.0-flash-lite-001	skill	cadence recognition	10.397	12.929	0.0	0.0	228.55	0.0591
google/gemini-2.0-flash-lite-001	skill	chord recognition	54.336	13.7633	0.0	0.0	567.58	0.1405
google/gemini-2.0-flash-lite-001	skill	interval recognition	20.095	10.0252	0.0	0.0	336.49	0.0739
google/gemini-2.0-flash-lite-001	skill	interval statistics	64.444	22.9317	0.0	0.0	247.71	0.0614
google/gemini-2.0-flash-lite-001	skill	note length	28.305	14.0255	0.0	0.0	500.55	0.1378
google/gemini-2.0-flash-lite-001	skill	pitch recognition	19.125	9.8396	0.0	0.0	339.44	0.0846
google/gemini-2.0-flash-lite-001	skill	pitch statistics	60.424	21.1981	0.0	0.0	196.37	0.0508
google/gemini-2.0-flash-lite-001	skill	rhythm pattern	10.398	10.027	0.0	0.0	217.04	0.0548
google/gemini-2.0-flash-lite-001	skill	time signature	50.385	14.5781	0.0	0.0	306.99	0.0751
google/gemini-2.0-flash-lite-001	skill	tonality recognition	42.908	23.6065	0.0	0.0	270.33	0.0711
google/gemini-2.0-flash-lite-001	rel/abs	absolute	39.385	4.1579	0.0	0.0	1603.96	0.4137
google/gemini-2.0-flash-lite-001	rel/abs	relative	34.641	5.5385	0.0	0.0	1607.1	0.3955
