Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	150	32.0	0.98	0.0	693.71	0.190813	24.0	0.0	0.0	546.83	0.044085
submodality	audio.mastermix.wav	50	42.0	0.0	0.0	259.47	0.04472	18.0	0.0	0.0	255.61	0.006656
submodality	symbolic.abc.txt	50	26.0	2.7	0.0	242.81	0.12367	28.0	0.0	0.0	146.68	0.031384
submodality	visual.short.png	50	28.0	0.0	0.0	191.43	0.022423	26.0	0.0	0.0	144.55	0.006045
piece_id	Anonymous_AusMeinesHerzensGrunde	6	16.67	0.0	0.0	22.89	0.007359	33.33	0.0	0.0	30.32	0.001764
piece_id	Bach_IchStehAnDeinerKrippe	15	33.33	0.0	0.0	88.48	0.018606	0.0	0.0	0.0	53.91	0.004421
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	38.89	0.0	0.0	88.83	0.023894	27.78	0.0	0.0	59.5	0.005312
piece_id	Drese_JesuGehVoran	21	47.62	0.0	0.0	96.81	0.027436	42.86	0.0	0.0	107.26	0.006148
piece_id	Gesius_BefiehlDuDeineWege	12	50.0	0.0	0.0	34.58	0.016176	41.67	0.0	0.0	40.54	0.003499
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	12	8.33	9.09	0.0	56.66	0.013164	25.0	0.0	0.0	44.4	0.003694
piece_id	Jan_DuGrosserSchmerzensmann	18	22.22	0.0	0.0	65.04	0.023197	27.78	0.0	0.0	54.79	0.005267
piece_id	Telemann_DerLiebenSonneLichtUndPracht	15	33.33	0.0	0.0	57.4	0.019364	26.67	0.0	0.0	51.08	0.004337
piece_id	Vulpius_ChristusDerIstMeinLeben	21	33.33	0.0	0.0	96.75	0.026184	14.29	0.0	0.0	70.5	0.006105
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	16.67	0.0	0.0	86.28	0.015434	0.0	0.0	0.0	34.53	0.003539
is_nota_correct	0	120	28.33	1.16	0.0	544.78	0.152655	13.33	0.0	0.0	401.61	0.035175
is_nota_correct	1	30	46.67	0.0	0.0	148.93	0.038158	66.67	0.0	0.0	145.22	0.008909
meta-question_id	1	15	20.0	0.0	0.0	89.42	0.019784	13.33	0.0	0.0	59.41	0.004552
meta-question_id	10	9	33.33	16.67	0.0	57.18	0.009339	11.11	0.0	0.0	37.97	0.002666
meta-question_id	11	9	22.22	0.0	0.0	28.61	0.011226	11.11	0.0	0.0	33.57	0.002634
meta-question_id	2	15	33.33	0.0	0.0	82.6	0.020311	33.33	0.0	0.0	52.67	0.004364
meta-question_id	3	15	26.67	0.0	0.0	59.1	0.01862	20.0	0.0	0.0	63.84	0.004443
meta-question_id	4	15	33.33	0.0	0.0	83.44	0.01876	6.67	0.0	0.0	52.96	0.004343
meta-question_id	5	15	60.0	0.0	0.0	84.47	0.020157	40.0	0.0	0.0	48.14	0.004354
meta-question_id	6	15	46.67	0.0	0.0	42.25	0.019402	60.0	0.0	0.0	72.44	0.004412
meta-question_id	7	15	40.0	0.0	0.0	79.87	0.019277	26.67	0.0	0.0	45.49	0.004411
meta-question_id	8	15	20.0	0.0	0.0	56.31	0.019494	6.67	0.0	0.0	47.16	0.004399
meta-question_id	9	12	8.33	0.0	0.0	30.45	0.014444	25.0	0.0	0.0	33.19	0.003507
category	harmony	30	20.0	4.17	0.0	116.25	0.035009	16.67	0.0	0.0	104.73	0.008807
category	pitch	60	28.33	0.0	0.0	314.56	0.077475	18.33	0.0	0.0	228.88	0.017702
category	rhythm	60	41.67	0.0	0.0	262.9	0.07833	33.33	0.0	0.0	213.23	0.017576
subcategory	harmonic-recognition	30	20.0	4.17	0.0	116.25	0.035009	16.67	0.0	0.0	104.73	0.008807
subcategory	interval-recognition	30	30.0	0.0	0.0	142.54	0.03738	13.33	0.0	0.0	116.8	0.008785
subcategory	pitch-recognition	30	26.67	0.0	0.0	172.02	0.040095	23.33	0.0	0.0	112.08	0.008916
subcategory	proportion-recognition	30	30.0	0.0	0.0	136.18	0.038771	16.67	0.0	0.0	92.64	0.00881
subcategory	rhythmic-recognition	30	53.33	0.0	0.0	126.71	0.039558	50.0	0.0	0.0	120.58	0.008766
skill	cadence recognition	9	22.22	0.0	0.0	28.61	0.011226	11.11	0.0	0.0	33.57	0.002634
skill	chord recognition	9	33.33	16.67	0.0	57.18	0.009339	11.11	0.0	0.0	37.97	0.002666
skill	interval recognition	15	26.67	0.0	0.0	59.1	0.01862	20.0	0.0	0.0	63.84	0.004443
