Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	OVERALL	ALL	150	42	108	0	0	28.0	0.0	0.0	2035.69	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	submodality	audio.mastermix.wav	50	14	36	0	0	28.0	0.0	0.0	72.61	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	submodality	symbolic.abc.txt	50	17	33	0	0	34.0	0.0	0.0	1935.84	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	submodality	visual.short.png	50	11	39	0	0	22.0	0.0	0.0	27.25	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Anonymous_AusMeinesHerzensGrunde	15	3	12	0	0	20.0	0.0	0.0	197.84	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Bach_IchStehAnDeinerKrippe	24	10	14	0	0	41.67	0.0	0.0	593.27	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Crueger_AufAufMeinHerzMitFreuden	24	4	20	0	0	16.67	0.0	0.0	483.09	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Drese_JesuGehVoran	3	3	0	0	0	100.0	0.0	0.0	7.38	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Gesius_BefiehlDuDeineWege	9	2	7	0	0	22.22	0.0	0.0	52.42	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	30	12	18	0	0	40.0	0.0	0.0	407.62	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Jan_DuGrosserSchmerzensmann	12	2	10	0	0	16.67	0.0	0.0	46.94	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	1	11	0	0	8.33	0.0	0.0	64.56	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Vulpius_ChristusDerIstMeinLeben	15	4	11	0	0	26.67	0.0	0.0	79.03	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	1	5	0	0	16.67	0.0	0.0	103.55	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	is_nota_correct	0	120	16	104	0	0	13.33	0.0	0.0	1521.46	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	is_nota_correct	1	30	26	4	0	0	86.67	0.0	0.0	514.24	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	1	15	3	12	0	0	20.0	0.0	0.0	364.91	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	10	9	1	8	0	0	11.11	0.0	0.0	50.8	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	11	9	2	7	0	0	22.22	0.0	0.0	32.04	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	2	15	2	13	0	0	13.33	0.0	0.0	144.13	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	3	15	6	9	0	0	40.0	0.0	0.0	204.21	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	4	15	5	10	0	0	33.33	0.0	0.0	375.47	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	5	15	2	13	0	0	13.33	0.0	0.0	361.59	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	6	15	8	7	0	0	53.33	0.0	0.0	233.96	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	7	15	1	14	0	0	6.67	0.0	0.0	114.95	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	8	15	8	7	0	0	53.33	0.0	0.0	79.83	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	9	12	4	8	0	0	33.33	0.0	0.0	73.81	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	category	harmony	30	7	23	0	0	23.33	0.0	0.0	156.64	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	category	pitch	60	16	44	0	0	26.67	0.0	0.0	1088.71	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	category	rhythm	60	19	41	0	0	31.67	0.0	0.0	790.34	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	harmonic-recognition	30	7	23	0	0	23.33	0.0	0.0	156.64	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	interval-recognition	30	11	19	0	0	36.67	0.0	0.0	579.68	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	pitch-recognition	30	5	25	0	0	16.67	0.0	0.0	509.03	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	proportion-recognition	30	9	21	0	0	30.0	0.0	0.0	194.79	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	rhythmic-recognition	30	10	20	0	0	33.33	0.0	0.0	595.55	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	cadence recognition	9	2	7	0	0	22.22	0.0	0.0	32.04	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	chord recognition	9	1	8	0	0	11.11	0.0	0.0	50.8	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	interval recognition	15	6	9	0	0	40.0	0.0	0.0	204.21	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	interval statistics	15	5	10	0	0	33.33	0.0	0.0	375.47	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	note length	15	2	13	0	0	13.33	0.0	0.0	361.59	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	note length statistics	15	8	7	0	0	53.33	0.0	0.0	233.96	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	pitch recognition	15	3	12	0	0	20.0	0.0	0.0	364.91	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	pitch statistics	15	2	13	0	0	13.33	0.0	0.0	144.13	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	rhythm pattern	15	1	14	0	0	6.67	0.0	0.0	114.95	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	rhythm pattern statistics	15	8	7	0	0	53.33	0.0	0.0	79.83	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	tonality recognition	12	4	8	0	0	33.33	0.0	0.0	73.81	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	rel/abs	absolute	69	16	53	0	0	23.19	0.0	0.0	1155.38	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	rel/abs	relative	81	26	55	0	0	32.1	0.0	0.0	880.31	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	harmony-absolute	9	1	8	0	0	11.11	0.0	0.0	50.8	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	harmony-relative	21	6	15	0	0	28.57	0.0	0.0	105.85	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	pitch-absolute	30	5	25	0	0	16.67	0.0	0.0	509.03	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	pitch-relative	30	11	19	0	0	36.67	0.0	0.0	579.68	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	rhythm-absolute	30	10	20	0	0	33.33	0.0	0.0	595.55	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	rhythm-relative	30	9	21	0	0	30.0	0.0	0.0	194.79	0.0
