Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	300	31.67	0.0	0.0	749.51	0.155774	23.0	0.0	0.0	4184.51	0.0	18.67	11.07	0.0	805.62	0.027247
submodality	audio.mastermix.wav	100	28.0	0.0	0.0	223.82	0.040882	26.0	0.0	0.0	541.94	0.0	9.0	6.59	0.0	255.13	0.008274
submodality	symbolic.abc.txt	100	29.0	0.0	0.0	274.58	0.056529	21.0	0.0	0.0	2538.36	0.0	20.0	17.5	0.0	321.62	0.011264
submodality	visual.short.png	100	38.0	0.0	0.0	251.12	0.058363	22.0	0.0	0.0	1104.21	0.0	27.0	9.59	0.0	228.86	0.007708
piece_id	Anonymous_AusMeinesHerzensGrunde	33	12.12	0.0	0.0	84.21	0.016382	12.12	0.0	0.0	337.73	0.0	6.06	9.68	0.0	83.34	0.002788
piece_id	Bach_IchStehAnDeinerKrippe	45	42.22	0.0	0.0	112.33	0.023375	22.22	0.0	0.0	772.21	0.0	22.22	17.14	0.0	103.42	0.003629
piece_id	Crueger_AufAufMeinHerzMitFreuden	12	16.67	0.0	0.0	31.91	0.007237	33.33	0.0	0.0	298.28	0.0	8.33	36.36	0.0	29.01	0.000864
piece_id	Drese_JesuGehVoran	30	30.0	0.0	0.0	72.68	0.015839	36.67	0.0	0.0	352.72	0.0	20.0	0.0	0.0	95.45	0.002513
piece_id	Gesius_BefiehlDuDeineWege	24	20.83	0.0	0.0	64.57	0.01366	8.33	0.0	0.0	244.48	0.0	20.83	5.26	0.0	74.16	0.002866
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	27	40.74	0.0	0.0	66.15	0.014483	25.93	0.0	0.0	423.19	0.0	22.22	19.05	0.0	75.18	0.002572
piece_id	Jan_DuGrosserSchmerzensmann	51	27.45	0.0	0.0	129.97	0.025569	9.8	0.0	0.0	1037.6	0.0	13.73	6.82	0.0	133.8	0.004525
piece_id	Telemann_DerLiebenSonneLichtUndPracht	33	36.36	0.0	0.0	80.47	0.018097	24.24	0.0	0.0	283.86	0.0	21.21	15.38	0.0	96.41	0.003227
piece_id	Vulpius_ChristusDerIstMeinLeben	18	44.44	0.0	0.0	40.24	0.007718	33.33	0.0	0.0	181.41	0.0	33.33	0.0	0.0	52.52	0.002026
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	40.74	0.0	0.0	66.97	0.013415	44.44	0.0	0.0	253.01	0.0	22.22	9.52	0.0	62.33	0.002237
is_nota_correct	0	240	33.75	0.0	0.0	594.58	0.12349	20.83	0.0	0.0	3304.33	0.0	17.5	9.6	0.0	637.8	0.021325
is_nota_correct	1	60	23.33	0.0	0.0	154.93	0.032283	31.67	0.0	0.0	880.19	0.0	23.33	17.39	0.0	167.81	0.005922
meta-question_id	1	30	10.0	0.0	0.0	77.39	0.016001	10.0	0.0	0.0	245.63	0.0	13.33	0.0	0.0	81.33	0.002309
