Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	75	25.33	0.0	0.0	237.22	0.039354	24.0	0.0	0.0	842.09	0.0	32.0	11.76	0.0	215.96	0.007398
submodality	audio.mastermix.wav	25	28.0	0.0	0.0	70.93	0.009866	20.0	0.0	0.0	145.53	0.0	24.0	5.26	0.0	62.86	0.002067
submodality	symbolic.abc.txt	25	24.0	0.0	0.0	82.19	0.013953	32.0	0.0	0.0	361.2	0.0	36.0	18.75	0.0	76.49	0.002687
submodality	visual.short.png	25	24.0	0.0	0.0	84.09	0.015535	20.0	0.0	0.0	335.35	0.0	36.0	12.5	0.0	76.6	0.002644
piece_id	Anonymous_AusMeinesHerzensGrunde	9	44.44	0.0	0.0	26.19	0.005463	33.33	0.0	0.0	74.91	0.0	55.56	25.0	0.0	27.36	0.000966
piece_id	Bach_IchStehAnDeinerKrippe	9	0.0	0.0	0.0	32.9	0.005069	22.22	0.0	0.0	113.2	0.0	11.11	0.0	0.0	23.47	0.000831
piece_id	Drese_JesuGehVoran	12	50.0	0.0	0.0	31.99	0.006132	33.33	0.0	0.0	90.7	0.0	25.0	0.0	0.0	32.88	0.00112
piece_id	Gesius_BefiehlDuDeineWege	3	0.0	0.0	0.0	13.53	0.001558	0.0	0.0	0.0	19.76	0.0	0.0	0.0	0.0	6.55	0.000173
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	0.0	0.0	0.0	7.8	0.001577	33.33	0.0	0.0	23.42	0.0	33.33	50.0	0.0	5.98	0.000191
piece_id	Jan_DuGrosserSchmerzensmann	15	26.67	0.0	0.0	56.3	0.008086	20.0	0.0	0.0	254.54	0.0	46.67	25.0	0.0	45.53	0.001556
piece_id	Telemann_DerLiebenSonneLichtUndPracht	9	22.22	0.0	0.0	30.31	0.003897	22.22	0.0	0.0	66.23	0.0	33.33	0.0	0.0	28.68	0.000957
piece_id	Vulpius_ChristusDerIstMeinLeben	3	33.33	0.0	0.0	6.07	0.000938	33.33	0.0	0.0	39.12	0.0	33.33	0.0	0.0	6.6	0.00024
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	16.67	0.0	0.0	32.13	0.006634	16.67	0.0	0.0	160.21	0.0	25.0	22.22	0.0	38.9	0.001364
is_nota_correct	0	60	28.33	0.0	0.0	198.23	0.031569	18.33	0.0	0.0	645.84	0.0	28.33	13.95	0.0	172.83	0.005851
is_nota_correct	1	15	13.33	0.0	0.0	39.0	0.007785	46.67	0.0	0.0	196.25	0.0	46.67	0.0	0.0	43.13	0.001546
meta-question_id	1	9	0.0	0.0	0.0	35.65	0.004494	22.22	0.0	0.0	120.84	0.0	11.11	0.0	0.0	23.97	0.00073
meta-question_id	10	6	33.33	0.0	0.0	16.68	0.003651	0.0	0.0	0.0	68.66	0.0	50.0	66.67	0.0	18.59	0.000648
meta-question_id	11	3	33.33	0.0	0.0	8.0	0.00164	33.33	0.0	0.0	25.02	0.0	100.0	0.0	0.0	9.51	0.000304
meta-question_id	2	6	66.67	0.0	0.0	17.26	0.003142	66.67	0.0	0.0	28.81	0.0	66.67	0.0	0.0	12.05	0.000343
meta-question_id	3	9	11.11	0.0	0.0	25.83	0.005635	11.11	0.0	0.0	97.43	0.0	44.44	20.0	0.0	25.08	0.000881
meta-question_id	4	6	33.33	0.0	0.0	16.24	0.003189	0.0	0.0	0.0	98.78	0.0	33.33	0.0	0.0	22.56	0.00081
meta-question_id	5	9	33.33	0.0	0.0	40.62	0.004606	11.11	0.0	0.0	95.22	0.0	22.22	42.86	0.0	20.59	0.000671
meta-question_id	6	6	33.33	0.0	0.0	15.65	0.003155	50.0	0.0	0.0	63.91	0.0	16.67	0.0	0.0	19.78	0.000734
meta-question_id	7	9	0.0	0.0	0.0	33.61	0.005111	22.22	0.0	0.0	112.21	0.0	11.11	0.0	0.0	33.78	0.001258
meta-question_id	8	6	16.67	0.0	0.0	14.46	0.002641	16.67	0.0	0.0	85.1	0.0	16.67	0.0	0.0	13.16	0.00046
meta-question_id	9	6	50.0	0.0	0.0	13.23	0.002089	50.0	0.0	0.0	46.11	0.0	33.33	0.0	0.0	16.88	0.000561
category	harmony	15	40.0	0.0	0.0	37.9	0.00738	26.67	0.0	0.0	139.79	0.0	53.33	28.57	0.0	44.98	0.001513
category	pitch	30	23.33	0.0	0.0	94.99	0.016461	23.33	0.0	0.0	345.86	0.0	36.67	5.26	0.0	83.66	0.002763
category	rhythm	30	20.0	0.0	0.0	104.33	0.015513	23.33	0.0	0.0	356.44	0.0	16.67	12.0	0.0	87.31	0.003122
subcategory	harmonic-recognition	15	40.0	0.0	0.0	37.9	0.00738	26.67	0.0	0.0	139.79	0.0	53.33	28.57	0.0	44.98	0.001513
subcategory	interval-recognition	15	20.0	0.0	0.0	42.07	0.008825	6.67	0.0	0.0	196.21	0.0	40.0	11.11	0.0	47.64	0.001691
subcategory	pitch-recognition	15	26.67	0.0	0.0	52.91	0.007636	40.0	0.0	0.0	149.65	0.0	33.33	0.0	0.0	36.02	0.001073
subcategory	proportion-recognition	15	6.67	0.0	0.0	48.06	0.007752	20.0	0.0	0.0	197.32	0.0	13.33	0.0	0.0	46.94	0.001718
subcategory	rhythmic-recognition	15	33.33	0.0	0.0	56.27	0.007761	26.67	0.0	0.0	159.13	0.0	20.0	25.0	0.0	40.37	0.001404
skill	cadence recognition	3	33.33	0.0	0.0	8.0	0.00164	33.33	0.0	0.0	25.02	0.0	100.0	0.0	0.0	9.51	0.000304
skill	chord recognition	6	33.33	0.0	0.0	16.68	0.003651	0.0	0.0	0.0	68.66	0.0	50.0	66.67	0.0	18.59	0.000648
skill	interval recognition	9	11.11	0.0	0.0	25.83	0.005635	11.11	0.0	0.0	97.43	0.0	44.44	20.0	0.0	25.08	0.000881
skill	interval statistics	6	33.33	0.0	0.0	16.24	0.003189	0.0	0.0	0.0	98.78	0.0	33.33	0.0	0.0	22.56	0.00081
skill	note length	9	33.33	0.0	0.0	40.62	0.004606	11.11	0.0	0.0	95.22	0.0	22.22	42.86	0.0	20.59	0.000671
skill	note length statistics	6	33.33	0.0	0.0	15.65	0.003155	50.0	0.0	0.0	63.91	0.0	16.67	0.0	0.0	19.78	0.000734
skill	pitch recognition	9	0.0	0.0	0.0	35.65	0.004494	22.22	0.0	0.0	120.84	0.0	11.11	0.0	0.0	23.97	0.00073
skill	pitch statistics	6	66.67	0.0	0.0	17.26	0.003142	66.67	0.0	0.0	28.81	0.0	66.67	0.0	0.0	12.05	0.000343
skill	rhythm pattern	9	0.0	0.0	0.0	33.61	0.005111	22.22	0.0	0.0	112.21	0.0	11.11	0.0	0.0	33.78	0.001258
skill	rhythm pattern statistics	6	16.67	0.0	0.0	14.46	0.002641	16.67	0.0	0.0	85.1	0.0	16.67	0.0	0.0	13.16	0.00046
skill	tonality recognition	6	50.0	0.0	0.0	13.23	0.002089	50.0	0.0	0.0	46.11	0.0	33.33	0.0	0.0	16.88	0.000561
rel/abs	absolute	36	30.56	0.0	0.0	125.86	0.019048	27.78	0.0	0.0	377.44	0.0	30.56	20.0	0.0	94.98	0.003125
rel/abs	relative	39	20.51	0.0	0.0	111.36	0.020306	20.51	0.0	0.0	464.65	0.0	33.33	3.85	0.0	120.97	0.004273
specification	harmony-absolute	6	33.33	0.0	0.0	16.68	0.003651	0.0	0.0	0.0	68.66	0.0	50.0	66.67	0.0	18.59	0.000648
specification	harmony-relative	9	44.44	0.0	0.0	21.23	0.003729	44.44	0.0	0.0	71.12	0.0	55.56	0.0	0.0	26.39	0.000865
specification	pitch-absolute	15	26.67	0.0	0.0	52.91	0.007636	40.0	0.0	0.0	149.65	0.0	33.33	0.0	0.0	36.02	0.001073
specification	pitch-relative	15	20.0	0.0	0.0	42.07	0.008825	6.67	0.0	0.0	196.21	0.0	40.0	11.11	0.0	47.64	0.001691
specification	rhythm-absolute	15	33.33	0.0	0.0	56.27	0.007761	26.67	0.0	0.0	159.13	0.0	20.0	25.0	0.0	40.37	0.001404
specification	rhythm-relative	15	6.67	0.0	0.0	48.06	0.007752	20.0	0.0	0.0	197.32	0.0	13.33	0.0	0.0	46.94	0.001718
