Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	150	22.0	23.33
submodality	audio.mastermix.wav	50	26.0	20.0
submodality	symbolic.abc.txt	50	16.0	28.0
submodality	visual.short.png	50	24.0	22.0
piece_id	Anonymous_AusMeinesHerzensGrunde	12	25.0	25.0
piece_id	Bach_IchStehAnDeinerKrippe	18	22.22	33.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	24	20.83	29.17
piece_id	Drese_JesuGehVoran	6	50.0	33.33
piece_id	Gesius_BefiehlDuDeineWege	24	16.67	25.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	20.0	33.33
piece_id	Jan_DuGrosserSchmerzensmann	15	26.67	13.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	25.0	16.67
piece_id	Vulpius_ChristusDerIstMeinLeben	15	20.0	6.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	9	11.11	11.11
is_nota_correct	0	120	20.0	17.5
is_nota_correct	1	30	30.0	46.67
meta-question_id	1	15	6.67	6.67
meta-question_id	10	9	33.33	33.33
meta-question_id	11	9	0.0	0.0
meta-question_id	2	15	46.67	46.67
meta-question_id	3	15	20.0	20.0
meta-question_id	4	15	46.67	40.0
meta-question_id	5	15	26.67	6.67
meta-question_id	6	15	6.67	20.0
meta-question_id	7	15	13.33	20.0
meta-question_id	8	15	13.33	26.67
meta-question_id	9	12	25.0	33.33
category	harmony	30	20.0	23.33
category	pitch	60	30.0	28.33
category	rhythm	60	15.0	18.33
subcategory	harmonic-recognition	30	20.0	23.33
subcategory	interval-recognition	30	33.33	30.0
subcategory	pitch-recognition	30	26.67	26.67
subcategory	proportion-recognition	30	13.33	23.33
subcategory	rhythmic-recognition	30	16.67	13.33
skill	cadence recognition	9	0.0	0.0
skill	chord recognition	9	33.33	33.33
skill	interval recognition	15	20.0	20.0
skill	interval statistics	15	46.67	40.0
skill	note length	15	26.67	6.67
skill	note length statistics	15	6.67	20.0
skill	pitch recognition	15	6.67	6.67
skill	pitch statistics	15	46.67	46.67
skill	rhythm pattern	15	13.33	20.0
skill	rhythm pattern statistics	15	13.33	26.67
skill	tonality recognition	12	25.0	33.33
rel/abs	absolute	69	23.19	21.74
rel/abs	relative	81	20.99	24.69
specification	harmony-absolute	9	33.33	33.33
specification	harmony-relative	21	14.29	19.05
specification	pitch-absolute	30	26.67	26.67
specification	pitch-relative	30	33.33	30.0
specification	rhythm-absolute	30	16.67	13.33
specification	rhythm-relative	30	13.33	23.33
