Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-google/gemini-2.5-flash-lite	OVERALL	ALL	119	36	83	0	0	30.25	0.0	0.0	677.88	0.056927
text-only-google/gemini-2.5-flash-lite	submodality	audio.mastermix.wav	44	14	30	0	0	31.82	0.0	0.0	176.72	0.013447
text-only-google/gemini-2.5-flash-lite	submodality	symbolic.musicxml	38	11	27	0	0	28.95	0.0	0.0	232.85	0.019409
text-only-google/gemini-2.5-flash-lite	submodality	visual.short.png	37	11	26	0	0	29.73	0.0	0.0	268.32	0.02407
text-only-google/gemini-2.5-flash-lite	is_nota_correct	0	90	24	66	0	0	26.67	0.0	0.0	553.08	0.045802
text-only-google/gemini-2.5-flash-lite	is_nota_correct	1	29	12	17	0	0	41.38	0.0	0.0	124.81	0.011124
text-only-google/gemini-2.5-flash-lite	meta-question_id	0	11	2	9	0	0	18.18	0.0	0.0	48.66	0.003886
text-only-google/gemini-2.5-flash-lite	meta-question_id	1	9	2	7	0	0	22.22	0.0	0.0	28.15	0.001393
text-only-google/gemini-2.5-flash-lite	meta-question_id	2	12	2	10	0	0	16.67	0.0	0.0	129.42	0.010126
text-only-google/gemini-2.5-flash-lite	meta-question_id	3	9	4	5	0	0	44.44	0.0	0.0	82.35	0.005928
text-only-google/gemini-2.5-flash-lite	meta-question_id	4	19	8	11	0	0	42.11	0.0	0.0	47.68	0.00411
text-only-google/gemini-2.5-flash-lite	meta-question_id	5	13	4	9	0	0	30.77	0.0	0.0	36.28	0.002866
text-only-google/gemini-2.5-flash-lite	meta-question_id	6	8	2	6	0	0	25.0	0.0	0.0	46.09	0.003391
text-only-google/gemini-2.5-flash-lite	meta-question_id	7	10	2	8	0	0	20.0	0.0	0.0	30.0	0.00305
text-only-google/gemini-2.5-flash-lite	meta-question_id	8	20	6	14	0	0	30.0	0.0	0.0	144.11	0.013655
text-only-google/gemini-2.5-flash-lite	meta-question_id	9	8	4	4	0	0	50.0	0.0	0.0	85.15	0.008523
text-only-google/gemini-2.5-flash-lite	category	harmony	38	12	26	0	0	31.58	0.0	0.0	259.26	0.025228
text-only-google/gemini-2.5-flash-lite	category	pitch	41	10	31	0	0	24.39	0.0	0.0	288.58	0.021332
text-only-google/gemini-2.5-flash-lite	category	rhythm	40	14	26	0	0	35.0	0.0	0.0	130.05	0.010367
text-only-google/gemini-2.5-flash-lite	subcategory	harmony-absolute	20	6	14	0	0	30.0	0.0	0.0	144.11	0.013655
text-only-google/gemini-2.5-flash-lite	subcategory	harmony-relative	18	6	12	0	0	33.33	0.0	0.0	115.15	0.011573
text-only-google/gemini-2.5-flash-lite	subcategory	pitch-absolute	20	4	16	0	0	20.0	0.0	0.0	76.8	0.005279
text-only-google/gemini-2.5-flash-lite	subcategory	pitch-relative	21	6	15	0	0	28.57	0.0	0.0	211.77	0.016054
text-only-google/gemini-2.5-flash-lite	subcategory	rhythm-absolute	19	8	11	0	0	42.11	0.0	0.0	47.68	0.00411
text-only-google/gemini-2.5-flash-lite	subcategory	rhythm-relative	21	6	15	0	0	28.57	0.0	0.0	82.36	0.006257
text-only-google/gemini-2.5-flash-lite	skill	cadence recognition	8	4	4	0	0	50.0	0.0	0.0	85.15	0.008523
text-only-google/gemini-2.5-flash-lite	skill	chord recognition	20	6	14	0	0	30.0	0.0	0.0	144.11	0.013655
text-only-google/gemini-2.5-flash-lite	skill	interval recognition	12	2	10	0	0	16.67	0.0	0.0	129.42	0.010126
text-only-google/gemini-2.5-flash-lite	skill	interval statistics	9	4	5	0	0	44.44	0.0	0.0	82.35	0.005928
text-only-google/gemini-2.5-flash-lite	skill	note length	19	8	11	0	0	42.11	0.0	0.0	47.68	0.00411
text-only-google/gemini-2.5-flash-lite	skill	pitch recognition	11	2	9	0	0	18.18	0.0	0.0	48.66	0.003886
text-only-google/gemini-2.5-flash-lite	skill	pitch statistics	9	2	7	0	0	22.22	0.0	0.0	28.15	0.001393
text-only-google/gemini-2.5-flash-lite	skill	rhythm pattern	8	2	6	0	0	25.0	0.0	0.0	46.09	0.003391
text-only-google/gemini-2.5-flash-lite	skill	time signature	13	4	9	0	0	30.77	0.0	0.0	36.28	0.002866
text-only-google/gemini-2.5-flash-lite	skill	tonality recognition	10	2	8	0	0	20.0	0.0	0.0	30.0	0.00305
text-only-google/gemini-2.5-flash-lite	rel/abs	absolute	59	18	41	0	0	30.51	0.0	0.0	268.6	0.023043
text-only-google/gemini-2.5-flash-lite	rel/abs	relative	60	18	42	0	0	30.0	0.0	0.0	409.29	0.033883
