Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	38.67	25.33
submodality	audio.mastermix.wav	25	48.0	20.0
submodality	symbolic.abc.txt	25	40.0	32.0
submodality	visual.short.png	25	28.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	6	33.33	33.33
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	66.67
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	44.44	11.11
piece_id	Drese_JesuGehVoran	6	33.33	0.0
piece_id	Gesius_BefiehlDuDeineWege	9	33.33	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	46.67	33.33
piece_id	Jan_DuGrosserSchmerzensmann	9	44.44	33.33
piece_id	Vulpius_ChristusDerIstMeinLeben	3	0.0	66.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	33.33	0.0
is_nota_correct	0	60	40.0	18.33
is_nota_correct	1	15	33.33	53.33
meta-question_id	1	9	33.33	22.22
meta-question_id	10	6	50.0	50.0
meta-question_id	11	3	0.0	0.0
meta-question_id	2	6	83.33	50.0
meta-question_id	3	9	11.11	0.0
meta-question_id	4	6	83.33	66.67
meta-question_id	5	9	44.44	11.11
meta-question_id	6	6	16.67	16.67
meta-question_id	7	9	44.44	0.0
meta-question_id	8	6	33.33	33.33
meta-question_id	9	6	16.67	50.0
category	harmony	15	26.67	40.0
category	pitch	30	46.67	30.0
category	rhythm	30	36.67	13.33
subcategory	harmonic-recognition	15	26.67	40.0
subcategory	interval-recognition	15	40.0	26.67
subcategory	pitch-recognition	15	53.33	33.33
subcategory	proportion-recognition	15	40.0	13.33
subcategory	rhythmic-recognition	15	33.33	13.33
skill	cadence recognition	3	0.0	0.0
skill	chord recognition	6	50.0	50.0
skill	interval recognition	9	11.11	0.0
skill	interval statistics	6	83.33	66.67
skill	note length	9	44.44	11.11
skill	note length statistics	6	16.67	16.67
skill	pitch recognition	9	33.33	22.22
skill	pitch statistics	6	83.33	50.0
skill	rhythm pattern	9	44.44	0.0
skill	rhythm pattern statistics	6	33.33	33.33
skill	tonality recognition	6	16.67	50.0
rel/abs	absolute	36	44.44	27.78
rel/abs	relative	39	33.33	23.08
specification	harmony-absolute	6	50.0	50.0
specification	harmony-relative	9	11.11	33.33
specification	pitch-absolute	15	53.33	33.33
specification	pitch-relative	15	40.0	26.67
specification	rhythm-absolute	15	33.33	13.33
specification	rhythm-relative	15	40.0	13.33
