Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	75	49.33	0.0	0.0	278.87	0.075387	29.33	1.89	1.89	1066.36	0.122935	52.0	0.0	0.0	1652.26	0.0	38.67	0.0	0.0	241.49	0.011235	40.0	0.0	0.0	1155.35	0.163014	36.0	2.08	0.0	275.51	0.689972
submodality	audio.mastermix.wav	25	32.0	0.0	0.0	100.87	0.019876	20.0	0.0	5.0	505.5	0.110873	44.0	0.0	0.0	206.24	0.0	32.0	0.0	0.0	97.27	0.002777	24.0	0.0	0.0	287.03	0.032463	32.0	0.0	0.0	129.31	0.501335
submodality	symbolic.abc.txt	25	68.0	0.0	0.0	92.28	0.029097	44.0	0.0	0.0	199.86	0.004658	76.0	0.0	0.0	836.34	0.0	52.0	0.0	0.0	85.26	0.004826	60.0	0.0	0.0	454.92	0.06947	44.0	0.0	0.0	84.51	0.134272
submodality	visual.short.png	25	48.0	0.0	0.0	85.73	0.026414	24.0	5.26	0.0	361.0	0.007404	36.0	0.0	0.0	609.68	0.0	32.0	0.0	0.0	58.97	0.003632	36.0	0.0	0.0	413.4	0.061081	32.0	5.88	0.0	61.69	0.054365
piece_id	Anonymous_AusMeinesHerzensGrunde	12	41.67	0.0	0.0	42.41	0.013012	25.0	0.0	11.11	225.41	0.018585	50.0	0.0	0.0	299.02	0.0	41.67	0.0	0.0	40.96	0.001977	33.33	0.0	0.0	215.71	0.031987	41.67	0.0	0.0	48.56	0.13025
piece_id	Bach_IchStehAnDeinerKrippe	15	46.67	0.0	0.0	67.59	0.016358	40.0	11.11	0.0	350.61	0.027722	73.33	0.0	0.0	231.87	0.0	46.67	0.0	0.0	50.53	0.002309	40.0	0.0	0.0	219.51	0.032595	40.0	0.0	0.0	52.59	0.134708
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	33.33	0.0	0.0	20.81	0.006435	0.0	0.0	0.0	132.12	0.011881	33.33	0.0	0.0	103.7	0.0	0.0	0.0	0.0	20.76	0.00098	16.67	0.0	0.0	111.36	0.014155	16.67	0.0	0.0	27.24	0.06019
piece_id	Gesius_BefiehlDuDeineWege	3	66.67	0.0	0.0	12.25	0.003886	33.33	0.0	0.0	15.22	0.005005	33.33	0.0	0.0	211.09	0.0	0.0	0.0	0.0	10.69	0.000515	100.0	0.0	0.0	50.27	0.009617	0.0	0.0	0.0	13.1	0.03156
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	66.67	0.0	0.0	7.76	0.001881	100.0	0.0	0.0	21.33	0.003842	33.33	0.0	0.0	36.65	0.0	100.0	0.0	0.0	6.53	0.000267	66.67	0.0	0.0	21.9	0.002885	100.0	0.0	0.0	9.77	0.02169
piece_id	Jan_DuGrosserSchmerzensmann	18	44.44	0.0	0.0	71.37	0.01812	27.78	0.0	0.0	207.47	0.026804	33.33	0.0	0.0	393.67	0.0	22.22	0.0	0.0	64.55	0.003037	44.44	0.0	0.0	312.91	0.041119	22.22	7.14	0.0	61.65	0.152605
