Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	150	42.67	28.67	34.67	33.33	36.0	16.0	31.33	22.67	25.33	36.67	30.67
submodality	audio.mastermix.wav	50	28.0	26.0	40.0	22.0	34.0	18.0	26.0	14.0	24.0	32.0	26.0
submodality	symbolic.abc.txt	50	54.0	26.0	32.0	46.0	52.0	18.0	44.0	22.0	20.0	46.0	44.0
submodality	visual.short.png	50	46.0	34.0	32.0	32.0	22.0	12.0	24.0	32.0	32.0	32.0	22.0
piece_id	Anonymous_AusMeinesHerzensGrunde	39	46.15	28.21	46.15	30.77	35.9	15.38	30.77	17.95	30.77	23.08	30.77
piece_id	Bach_IchStehAnDeinerKrippe	12	25.0	41.67	50.0	41.67	33.33	0.0	58.33	33.33	25.0	33.33	25.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	9	11.11	44.44	33.33	33.33	33.33	22.22	11.11	22.22	0.0	33.33	33.33
piece_id	Drese_JesuGehVoran	9	55.56	22.22	44.44	44.44	44.44	44.44	44.44	44.44	44.44	44.44	22.22
piece_id	Gesius_BefiehlDuDeineWege	9	22.22	22.22	33.33	22.22	22.22	11.11	22.22	11.11	33.33	33.33	0.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	9	55.56	11.11	33.33	55.56	55.56	33.33	22.22	22.22	44.44	44.44	11.11
piece_id	Jan_DuGrosserSchmerzensmann	18	33.33	11.11	16.67	11.11	33.33	16.67	27.78	33.33	22.22	33.33	44.44
piece_id	Telemann_DerLiebenSonneLichtUndPracht	18	50.0	44.44	27.78	33.33	33.33	5.56	38.89	11.11	16.67	61.11	44.44
piece_id	Vulpius_ChristusDerIstMeinLeben	9	66.67	66.67	44.44	55.56	66.67	11.11	55.56	22.22	22.22	33.33	55.56
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	18	50.0	11.11	16.67	33.33	22.22	16.67	11.11	22.22	16.67	44.44	22.22
is_nota_correct	0	120	42.5	31.67	30.0	32.5	33.33	15.0	33.33	20.0	13.33	40.0	31.67
is_nota_correct	1	30	43.33	16.67	53.33	36.67	46.67	20.0	23.33	33.33	73.33	23.33	26.67
meta-question_id	1	15	33.33	20.0	20.0	40.0	40.0	26.67	20.0	26.67	26.67	46.67	13.33
meta-question_id	10	9	66.67	11.11	44.44	22.22	33.33	11.11	55.56	22.22	11.11	44.44	66.67
meta-question_id	11	9	22.22	11.11	44.44	44.44	22.22	11.11	33.33	11.11	22.22	33.33	33.33
meta-question_id	2	15	46.67	6.67	33.33	20.0	46.67	13.33	13.33	33.33	33.33	33.33	33.33
meta-question_id	3	15	33.33	33.33	26.67	26.67	20.0	6.67	40.0	13.33	6.67	33.33	26.67
meta-question_id	4	15	86.67	40.0	53.33	26.67	26.67	13.33	33.33	26.67	33.33	40.0	26.67
meta-question_id	5	15	40.0	46.67	33.33	46.67	46.67	0.0	33.33	20.0	33.33	40.0	40.0
meta-question_id	6	15	26.67	46.67	40.0	33.33	40.0	20.0	40.0	13.33	40.0	20.0	33.33
meta-question_id	7	15	46.67	40.0	26.67	40.0	40.0	20.0	46.67	33.33	33.33	26.67	26.67
meta-question_id	8	15	13.33	6.67	6.67	26.67	20.0	6.67	6.67	6.67	6.67	40.0	20.0
meta-question_id	9	12	58.33	41.67	66.67	41.67	58.33	50.0	33.33	41.67	25.0	50.0	33.33
category	harmony	30	50.0	23.33	53.33	36.67	40.0	26.67	40.0	26.67	20.0	43.33	43.33
category	pitch	60	50.0	25.0	33.33	28.33	33.33	15.0	26.67	25.0	25.0	38.33	25.0
category	rhythm	60	31.67	35.0	26.67	36.67	36.67	11.67	31.67	18.33	28.33	31.67	30.0
subcategory	harmonic-recognition	30	50.0	23.33	53.33	36.67	40.0	26.67	40.0	26.67	20.0	43.33	43.33
subcategory	interval-recognition	30	60.0	36.67	40.0	26.67	23.33	10.0	36.67	20.0	20.0	36.67	26.67
subcategory	pitch-recognition	30	40.0	13.33	26.67	30.0	43.33	20.0	16.67	30.0	30.0	40.0	23.33
subcategory	proportion-recognition	30	30.0	23.33	16.67	33.33	30.0	13.33	26.67	20.0	20.0	33.33	23.33
subcategory	rhythmic-recognition	30	33.33	46.67	36.67	40.0	43.33	10.0	36.67	16.67	36.67	30.0	36.67
skill	cadence recognition	9	22.22	11.11	44.44	44.44	22.22	11.11	33.33	11.11	22.22	33.33	33.33
skill	chord recognition	9	66.67	11.11	44.44	22.22	33.33	11.11	55.56	22.22	11.11	44.44	66.67
skill	interval recognition	15	33.33	33.33	26.67	26.67	20.0	6.67	40.0	13.33	6.67	33.33	26.67
skill	interval statistics	15	86.67	40.0	53.33	26.67	26.67	13.33	33.33	26.67	33.33	40.0	26.67
skill	note length	15	40.0	46.67	33.33	46.67	46.67	0.0	33.33	20.0	33.33	40.0	40.0
skill	note length statistics	15	26.67	46.67	40.0	33.33	40.0	20.0	40.0	13.33	40.0	20.0	33.33
skill	pitch recognition	15	33.33	20.0	20.0	40.0	40.0	26.67	20.0	26.67	26.67	46.67	13.33
skill	pitch statistics	15	46.67	6.67	33.33	20.0	46.67	13.33	13.33	33.33	33.33	33.33	33.33
skill	rhythm pattern	15	46.67	40.0	26.67	40.0	40.0	20.0	46.67	33.33	33.33	26.67	26.67
skill	rhythm pattern statistics	15	13.33	6.67	6.67	26.67	20.0	6.67	6.67	6.67	6.67	40.0	20.0
skill	tonality recognition	12	58.33	41.67	66.67	41.67	58.33	50.0	33.33	41.67	25.0	50.0	33.33
rel/abs	absolute	69	40.58	27.54	33.33	33.33	42.03	14.49	30.43	23.19	30.43	36.23	34.78
rel/abs	relative	81	44.44	29.63	35.8	33.33	30.86	17.28	32.1	22.22	20.99	37.04	27.16
specification	harmony-absolute	9	66.67	11.11	44.44	22.22	33.33	11.11	55.56	22.22	11.11	44.44	66.67
specification	harmony-relative	21	42.86	28.57	57.14	42.86	42.86	33.33	33.33	28.57	23.81	42.86	33.33
specification	pitch-absolute	30	40.0	13.33	26.67	30.0	43.33	20.0	16.67	30.0	30.0	40.0	23.33
specification	pitch-relative	30	60.0	36.67	40.0	26.67	23.33	10.0	36.67	20.0	20.0	36.67	26.67
specification	rhythm-absolute	30	33.33	46.67	36.67	40.0	43.33	10.0	36.67	16.67	36.67	30.0	36.67
specification	rhythm-relative	30	30.0	23.33	16.67	33.33	30.0	13.33	26.67	20.0	20.0	33.33	23.33
