Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	75	25.33	0.0	0.0	190.0	0.03981	18.67	0.0	0.0	1159.1	0.0	17.33	9.68	0.0	214.95	0.00737
submodality	audio.mastermix.wav	25	20.0	0.0	0.0	54.91	0.010365	16.0	0.0	0.0	132.64	0.0	20.0	5.0	0.0	62.39	0.002084
submodality	symbolic.abc.txt	25	28.0	0.0	0.0	67.71	0.014448	20.0	0.0	0.0	705.37	0.0	12.0	13.64	0.0	78.73	0.002764
submodality	visual.short.png	25	28.0	0.0	0.0	67.38	0.014997	20.0	0.0	0.0	321.1	0.0	20.0	10.0	0.0	73.83	0.002523
piece_id	Anonymous_AusMeinesHerzensGrunde	3	33.33	0.0	0.0	6.93	0.001322	33.33	0.0	0.0	33.94	0.0	100.0	0.0	0.0	8.49	0.000266
piece_id	Bach_IchStehAnDeinerKrippe	12	8.33	0.0	0.0	29.94	0.006096	8.33	0.0	0.0	136.39	0.0	8.33	0.0	0.0	39.89	0.001396
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	16.67	0.0	0.0	15.01	0.003005	16.67	0.0	0.0	55.7	0.0	0.0	16.67	0.0	14.91	0.000517
piece_id	Drese_JesuGehVoran	3	0.0	0.0	0.0	9.15	0.001626	0.0	0.0	0.0	50.52	0.0	33.33	0.0	0.0	7.59	0.000265
piece_id	Gesius_BefiehlDuDeineWege	3	33.33	0.0	0.0	7.66	0.001292	33.33	0.0	0.0	35.42	0.0	33.33	0.0	0.0	11.49	0.000413
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	33.33	0.0	0.0	13.96	0.003172	0.0	0.0	0.0	87.05	0.0	16.67	0.0	0.0	16.74	0.000599
piece_id	Jan_DuGrosserSchmerzensmann	6	50.0	0.0	0.0	17.05	0.003967	33.33	0.0	0.0	62.28	0.0	50.0	0.0	0.0	20.52	0.000718
piece_id	Telemann_DerLiebenSonneLichtUndPracht	18	33.33	0.0	0.0	45.84	0.009618	11.11	0.0	0.0	156.76	0.0	11.11	18.75	0.0	44.79	0.001543
piece_id	Vulpius_ChristusDerIstMeinLeben	9	22.22	0.0	0.0	21.78	0.005387	33.33	0.0	0.0	283.31	0.0	11.11	0.0	0.0	26.21	0.00089
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	9	22.22	0.0	0.0	22.67	0.004325	33.33	0.0	0.0	257.74	0.0	0.0	22.22	0.0	24.32	0.000763
is_nota_correct	0	60	25.0	0.0	0.0	150.48	0.031602	13.33	0.0	0.0	984.33	0.0	15.0	9.8	0.0	173.78	0.00593
