Criterion_Type	Criterion_Value	google_gemini-2.0-flash-lite-001_Mean_Accuracy_(10_runs)	google_gemini-2.0-flash-lite-001_Mean_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Mean_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Sum_Total_Time_s	google_gemini-2.0-flash-lite-001_Sum_Total_Price	google_gemini-3.1-flash-lite-preview_Mean_Accuracy_(10_runs)	google_gemini-3.1-flash-lite-preview_Mean_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Mean_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Sum_Total_Time_s	google_gemini-3.1-flash-lite-preview_Sum_Total_Price	aggregate-mistral_Mean_Accuracy_(10_runs)	aggregate-mistral_Mean_Unparsable_Percent	aggregate-mistral_Mean_Model_Error_Percent	aggregate-mistral_Sum_Total_Time_s	aggregate-mistral_Sum_Total_Price	google_gemini-2.5-flash-lite_Mean_Accuracy_(10_runs)	google_gemini-2.5-flash-lite_Mean_Unparsable_Percent	google_gemini-2.5-flash-lite_Mean_Model_Error_Percent	google_gemini-2.5-flash-lite_Sum_Total_Time_s	google_gemini-2.5-flash-lite_Sum_Total_Price	aggregate-gpt-4o_Mean_Accuracy_(10_runs)	aggregate-gpt-4o_Mean_Unparsable_Percent	aggregate-gpt-4o_Mean_Model_Error_Percent	aggregate-gpt-4o_Sum_Total_Time_s	aggregate-gpt-4o_Sum_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Accuracy_(10_runs)	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Mean_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Sum_Total_Price
OVERALL	ALL	34.132	0.0	0.095	4823.5	0.2087	45.0	0.0	0.0	5369.18	1.4963	32.134	1.669	2.307	18984.49	2.2783	38.535	0.0	0.0	20914.47	2.9626	36.134	1.065	0.0	5752.57	13.1067	39.4	0.0	0.0	30945.81	0.0
submodality	audio.mastermix.wav	27.6	0.0	0.25	2019.48	0.0515	33.8	0.0	0.0	1632.78	0.3575	24.4	0.53	6.163	7789.57	2.0	27.4	0.0	0.0	3901.66	0.4476	32.2	0.27	0.0	2381.61	9.0275	32.6	0.0	0.0	5848.36	0.0
submodality	symbolic.abc.txt	42.6	0.0	0.0	1640.43	0.0899	57.8	0.0	0.0	1856.6	0.5872	40.8	0.0	0.0	3230.1	0.0915	54.6	0.0	0.0	8666.42	1.3119	45.2	0.0	0.0	1983.01	2.9739	56.4	0.0	0.0	17281.95	0.0
submodality	visual.short.png	32.2	0.0	0.0	1163.57	0.0673	43.4	0.0	0.0	1879.79	0.5515	31.2	4.351	0.0	7964.84	0.1868	33.6	0.0	0.0	8346.37	1.2031	31.0	2.763	0.0	1387.95	1.1053	29.2	0.0	0.0	7815.49	0.0
piece_id	Anonymous_AusMeinesHerzensGrunde	33.91	0.0	0.0	455.46	0.0219	44.505	0.0	0.0	478.52	0.1406	33.188	0.0	3.429	1814.92	0.2686	35.253	0.0	0.0	1983.85	0.2881	31.076	0.0	0.0	588.75	1.469	44.479	0.0	0.0	3758.55	0.0
piece_id	Bach_IchStehAnDeinerKrippe	32.391	0.0	0.0	562.48	0.0244	39.24	0.0	0.0	665.21	0.1855	32.792	0.909	0.833	2438.06	0.2971	41.503	0.0	0.0	2429.04	0.3434	37.123	0.909	0.0	693.56	1.64	41.193	0.0	0.0	3281.09	0.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	26.661	0.0	1.111	747.19	0.0317	43.758	0.0	0.0	762.37	0.2166	28.765	1.667	4.714	3137.87	0.3504	37.741	0.0	0.0	3103.26	0.4473	37.57	2.992	0.0	852.6	2.0311	42.991	0.0	0.0	4747.97	0.0
piece_id	Gesius_BefiehlDuDeineWege	40.0	0.0	0.0	459.39	0.0195	45.723	0.0	0.0	490.05	0.1472	33.694	0.833	4.525	1658.04	0.2262	44.388	0.0	0.0	1821.25	0.2526	30.805	2.111	0.0	583.01	1.3641	39.694	0.0	0.0	2490.49	0.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	40.89	0.0	0.0	324.28	0.0141	51.057	0.0	0.0	370.78	0.1016	37.056	2.929	0.0	880.34	0.1422	39.778	0.0	0.0	1526.14	0.2152	39.11	0.0	0.0	392.59	0.8534	46.333	0.0	0.0	2327.6	0.0
piece_id	Jan_DuGrosserSchmerzensmann	23.33	0.0	0.0	555.56	0.0257	41.753	0.0	0.0	606.28	0.1719	23.77	2.111	3.847	2816.83	0.2736	28.793	0.0	0.0	2357.89	0.3428	25.543	2.436	0.0	638.1	1.5052	25.516	0.0	0.0	3274.68	0.0
piece_id	Telemann_DerLiebenSonneLichtUndPracht	43.16	0.0	0.0	428.79	0.0194	56.984	0.0	0.0	532.43	0.1499	41.595	3.5	2.5	1579.92	0.2949	39.595	0.0	0.0	1925.79	0.2719	36.874	2.0	0.0	566.72	1.5059	41.825	0.0	0.0	2989.44	0.0
piece_id	Vulpius_ChristusDerIstMeinLeben	38.556	0.0	0.0	474.36	0.0186	46.659	0.0	0.0	546.53	0.1381	36.22	2.0	1.964	1492.93	0.1645	39.278	0.0	0.0	2017.97	0.2834	44.786	0.0	0.0	533.69	1.0397	40.437	0.0	0.0	3169.63	0.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	33.334	0.0	0.0	387.98	0.016	45.554	0.0	0.0	458.97	0.1183	25.634	1.429	0.714	1350.03	0.0923	40.039	0.0	0.0	1827.04	0.2483	41.349	0.0	0.0	412.45	0.687	41.15	0.0	0.0	2417.79	0.0
is_nota_correct	0	36.583	0.0	0.125	3827.46	0.1652	44.499	0.0	0.0	4271.74	1.1921	30.833	1.449	2.177	14268.27	1.7734	42.418	0.0	0.0	16410.36	2.3236	38.416	1.131	0.0	4572.15	10.364	38.333	0.0	0.0	24862.01	0.0
is_nota_correct	1	24.333	0.0	0.0	996.02	0.0435	47.0	0.0	0.0	1097.44	0.3041	37.332	2.634	2.609	4716.22	0.5049	23.0	0.0	0.0	4504.11	0.639	27.0	1.181	0.0	1180.39	2.7426	43.667	0.0	0.0	6083.77	0.0
meta-question_id	1	29.332	0.0	0.0	436.39	0.0194	32.666	0.0	0.0	545.29	0.1504	26.666	0.0	0.833	1104.82	0.2275	26.665	0.0	0.0	1645.71	0.2292	25.332	0.0	0.0	506.85	1.2575	39.999	0.0	0.0	2875.48	0.0
meta-question_id	10	41.11	0.0	0.0	276.15	0.0113	43.333	0.0	0.0	318.23	0.084	26.664	2.679	3.667	1130.24	0.1195	36.664	0.0	0.0	1204.43	0.1646	40.0	1.25	0.0	308.23	0.6971	31.11	0.0	0.0	1965.78	0.0
meta-question_id	11	25.553	0.0	0.0	272.95	0.0121	29.998	0.0	0.0	321.88	0.0863	21.109	1.25	2.5	805.25	0.1284	32.22	0.0	0.0	1593.77	0.2131	22.22	6.707	0.0	372.17	0.8038	18.887	0.0	0.0	1714.43	0.0
meta-question_id	2	38.0	0.0	0.0	460.77	0.0202	50.667	0.0	0.0	550.39	0.1522	28.665	0.0	0.833	1738.82	0.2282	44.665	0.0	0.0	1411.48	0.1964	45.333	0.0	0.0	490.97	1.2172	45.333	0.0	0.0	2247.88	0.0
meta-question_id	3	24.0	0.0	0.0	532.67	0.024	42.666	0.0	0.0	549.46	0.1632	24.667	2.916	0.769	2027.42	0.2523	33.334	0.0	0.0	2579.26	0.3827	25.333	1.714	0.0	602.36	1.3516	23.333	0.0	0.0	4039.4	0.0
meta-question_id	4	33.998	0.0	1.0	592.95	0.0229	54.666	0.0	0.0	586.38	0.1744	24.667	0.0	4.123	2941.71	0.2401	40.664	0.0	0.0	3297.69	0.4908	46.667	0.0	0.0	593.26	1.3236	40.001	0.0	0.0	4886.93	0.0
meta-question_id	5	29.998	0.0	0.0	461.83	0.0202	51.999	0.0	0.0	546.99	0.1578	43.334	5.088	6.818	2856.25	0.231	50.001	0.0	0.0	1621.66	0.2319	44.667	0.0	0.0	590.9	1.3841	49.334	0.0	0.0	2892.5	0.0
meta-question_id	6	53.998	0.0	0.0	502.69	0.0228	49.333	0.0	0.0	538.28	0.1525	40.0	0.0	1.429	1365.38	0.2198	40.0	0.0	0.0	2443.29	0.3487	39.999	0.0	0.0	687.53	1.4353	50.667	0.0	0.0	2609.25	0.0
meta-question_id	7	42.001	0.0	0.0	514.14	0.0233	50.667	0.0	0.0	540.89	0.1563	46.668	4.361	3.409	1848.3	0.2363	42.667	0.0	0.0	1995.96	0.2847	36.667	1.0	0.0	630.99	1.4582	49.334	0.0	0.0	3309.56	0.0
meta-question_id	8	17.334	0.0	0.0	490.38	0.0212	24.666	0.0	0.0	544.47	0.1437	22.001	1.666	0.667	1866.39	0.2313	29.999	0.0	0.0	2432.44	0.3378	19.999	0.833	0.0	627.08	1.3352	23.334	0.0	0.0	3596.46	0.0
meta-question_id	9	40.833	0.0	0.0	282.56	0.0114	60.833	0.0	0.0	326.92	0.0754	45.001	1.111	1.111	1299.89	0.1639	45.001	0.0	0.0	688.73	0.0828	49.999	0.0	0.0	342.25	0.8429	53.334	0.0	0.0	808.16	0.0
category	harmony	36.334	0.0	0.0	831.65	0.0348	46.333	0.0	0.0	967.02	0.2458	32.332	1.975	2.256	3235.39	0.4118	38.666	0.0	0.0	3486.95	0.4605	38.666	3.266	0.0	1022.66	2.3438	36.333	0.0	0.0	4488.37	0.0
category	pitch	31.333	0.0	0.238	2022.79	0.0865	45.167	0.0	0.0	2231.5	0.6402	26.165	0.732	1.751	7812.76	0.948	36.333	0.0	0.0	8934.17	1.2991	35.667	0.472	0.0	2193.44	5.15	37.169	0.0	0.0	14049.68	0.0
category	rhythm	35.833	0.0	0.0	1969.05	0.0875	44.167	0.0	0.0	2170.64	0.6102	38.0	2.572	3.045	7936.36	0.9185	40.667	0.0	0.0	8493.35	1.2031	35.332	0.503	0.0	2536.49	5.6129	43.166	0.0	0.0	12407.73	0.0
subcategory	harmonic-recognition	36.334	0.0	0.0	831.65	0.0348	46.333	0.0	0.0	967.02	0.2458	32.332	1.975	2.256	3235.39	0.4118	38.666	0.0	0.0	3486.95	0.4605	38.666	3.266	0.0	1022.66	2.3438	36.333	0.0	0.0	4488.37	0.0
subcategory	interval-recognition	29.001	0.0	0.556	1125.62	0.0469	48.666	0.0	0.0	1135.84	0.3376	24.668	1.431	2.696	4969.13	0.4924	37.0	0.0	0.0	5876.95	0.8735	35.999	0.911	0.0	1195.6	2.6752	31.668	0.0	0.0	8926.34	0.0
subcategory	pitch-recognition	33.667	0.0	0.0	897.15	0.0396	41.667	0.0	0.0	1095.66	0.3026	27.667	0.0	0.893	2843.64	0.4557	35.666	0.0	0.0	3057.21	0.4256	35.334	0.0	0.0	997.84	2.4747	42.667	0.0	0.0	5123.35	0.0
subcategory	proportion-recognition	29.666	0.0	0.0	1004.51	0.0444	37.667	0.0	0.0	1085.36	0.3	34.333	2.666	1.97	3714.73	0.4677	36.333	0.0	0.0	4428.39	0.6225	28.332	0.89	0.0	1258.04	2.7934	36.334	0.0	0.0	6906.01	0.0
subcategory	rhythmic-recognition	42.0	0.0	0.0	964.54	0.0431	50.667	0.0	0.0	1085.27	0.3102	41.668	2.51	4.246	4221.63	0.4508	45.001	0.0	0.0	4064.96	0.5806	42.334	0.0	0.0	1278.44	2.8195	49.999	0.0	0.0	5501.72	0.0
skill	cadence recognition	25.553	0.0	0.0	272.95	0.0121	29.998	0.0	0.0	321.88	0.0863	21.109	1.25	2.5	805.25	0.1284	32.22	0.0	0.0	1593.77	0.2131	22.22	6.707	0.0	372.17	0.8038	18.887	0.0	0.0	1714.43	0.0
skill	chord recognition	41.11	0.0	0.0	276.15	0.0113	43.333	0.0	0.0	318.23	0.084	26.664	2.679	3.667	1130.24	0.1195	36.664	0.0	0.0	1204.43	0.1646	40.0	1.25	0.0	308.23	0.6971	31.11	0.0	0.0	1965.78	0.0
skill	interval recognition	24.0	0.0	0.0	532.67	0.024	42.666	0.0	0.0	549.46	0.1632	24.667	2.916	0.769	2027.42	0.2523	33.334	0.0	0.0	2579.26	0.3827	25.333	1.714	0.0	602.36	1.3516	23.333	0.0	0.0	4039.4	0.0
skill	interval statistics	33.998	0.0	1.0	592.95	0.0229	54.666	0.0	0.0	586.38	0.1744	24.667	0.0	4.123	2941.71	0.2401	40.664	0.0	0.0	3297.69	0.4908	46.667	0.0	0.0	593.26	1.3236	40.001	0.0	0.0	4886.93	0.0
skill	note length	29.998	0.0	0.0	461.83	0.0202	51.999	0.0	0.0	546.99	0.1578	43.334	5.088	6.818	2856.25	0.231	50.001	0.0	0.0	1621.66	0.2319	44.667	0.0	0.0	590.9	1.3841	49.334	0.0	0.0	2892.5	0.0
