Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-google/gemini-2.0-flash-lite-001	OVERALL	ALL	1137	308	829	87	7	27.09	10.49	0.84	3405.41	0.102213
text-only-google/gemini-2.0-flash-lite-001	submodality	audio.mastermix.wav	385	108	277	18	6	28.05	6.5	2.17	1166.28	0.030572
text-only-google/gemini-2.0-flash-lite-001	submodality	symbolic.musicxml	374	108	266	43	1	28.88	16.17	0.38	1143.27	0.038737
text-only-google/gemini-2.0-flash-lite-001	submodality	visual.short.png	378	92	286	26	0	24.34	9.09	0.0	1095.86	0.032904
text-only-google/gemini-2.0-flash-lite-001	piece_id	Anonymous_AusMeinesHerzensGrunde	116	35	81	9	1	30.17	11.11	1.23	377.1	0.011156
text-only-google/gemini-2.0-flash-lite-001	piece_id	Bach_IchStehAnDeinerKrippe	129	31	98	12	0	24.03	12.24	0.0	350.92	0.011468
text-only-google/gemini-2.0-flash-lite-001	piece_id	Crueger_AufAufMeinHerzMitFreuden	108	32	76	14	0	29.63	18.42	0.0	283.63	0.009597
text-only-google/gemini-2.0-flash-lite-001	piece_id	Drese_JesuGehVoran	99	29	70	10	3	29.29	14.29	4.29	379.3	0.008125
text-only-google/gemini-2.0-flash-lite-001	piece_id	Gesius_BefiehlDuDeineWege	114	27	87	3	0	23.68	3.45	0.0	336.3	0.010401
text-only-google/gemini-2.0-flash-lite-001	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	124	34	90	6	1	27.42	6.67	1.11	356.99	0.011533
text-only-google/gemini-2.0-flash-lite-001	piece_id	Jan_DuGrosserSchmerzensmann	124	29	95	12	0	23.39	12.63	0.0	411.49	0.011629
text-only-google/gemini-2.0-flash-lite-001	piece_id	Telemann_DerLiebenSonneLichtUndPracht	83	30	53	5	0	36.14	9.43	0.0	219.87	0.007173
text-only-google/gemini-2.0-flash-lite-001	piece_id	Vulpius_ChristusDerIstMeinLeben	116	24	92	9	1	20.69	9.78	1.09	347.28	0.010335
text-only-google/gemini-2.0-flash-lite-001	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	124	37	87	7	1	29.84	8.05	1.15	342.54	0.010796
