Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	28.0	32.0
submodality	audio.mastermix.wav	25	32.0	32.0
submodality	symbolic.abc.txt	25	28.0	40.0
submodality	visual.short.png	25	24.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	12	25.0	41.67
piece_id	Bach_IchStehAnDeinerKrippe	15	20.0	46.67
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	16.67	16.67
piece_id	Gesius_BefiehlDuDeineWege	3	0.0	0.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	66.67	33.33
piece_id	Jan_DuGrosserSchmerzensmann	18	27.78	16.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	50.0	41.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	16.67	33.33
is_nota_correct	0	60	23.33	21.67
is_nota_correct	1	15	46.67	73.33
meta-question_id	1	9	44.44	11.11
meta-question_id	10	6	16.67	33.33
meta-question_id	11	3	0.0	0.0
meta-question_id	2	6	0.0	33.33
meta-question_id	3	9	0.0	11.11
meta-question_id	4	6	100.0	83.33
meta-question_id	5	9	44.44	55.56
meta-question_id	6	6	50.0	83.33
meta-question_id	7	9	33.33	22.22
meta-question_id	8	6	0.0	0.0
meta-question_id	9	6	0.0	16.67
category	harmony	15	6.67	20.0
category	pitch	30	33.33	30.0
category	rhythm	30	33.33	40.0
subcategory	harmonic-recognition	15	6.67	20.0
subcategory	interval-recognition	15	40.0	40.0
subcategory	pitch-recognition	15	26.67	20.0
subcategory	proportion-recognition	15	20.0	13.33
subcategory	rhythmic-recognition	15	46.67	66.67
skill	cadence recognition	3	0.0	0.0
skill	chord recognition	6	16.67	33.33
skill	interval recognition	9	0.0	11.11
skill	interval statistics	6	100.0	83.33
skill	note length	9	44.44	55.56
skill	note length statistics	6	50.0	83.33
skill	pitch recognition	9	44.44	11.11
skill	pitch statistics	6	0.0	33.33
skill	rhythm pattern	9	33.33	22.22
skill	rhythm pattern statistics	6	0.0	0.0
skill	tonality recognition	6	0.0	16.67
rel/abs	absolute	36	33.33	41.67
rel/abs	relative	39	23.08	23.08
specification	harmony-absolute	6	16.67	33.33
specification	harmony-relative	9	0.0	11.11
specification	pitch-absolute	15	26.67	20.0
specification	pitch-relative	15	40.0	40.0
specification	rhythm-absolute	15	46.67	66.67
specification	rhythm-relative	15	20.0	13.33
