Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	33.33	0.0	0.0	35.86	0.007144	20.0	0.0	0.0	130.46	0.0	53.33	28.57	0.0	37.49	0.001317
submodality	audio.mastermix.wav	5	20.0	0.0	0.0	9.8	0.001845	0.0	0.0	0.0	15.36	0.0	40.0	0.0	0.0	11.84	0.00038
submodality	symbolic.abc.txt	5	20.0	0.0	0.0	13.97	0.002816	40.0	0.0	0.0	55.18	0.0	60.0	50.0	0.0	14.83	0.000574
submodality	visual.short.png	5	60.0	0.0	0.0	12.1	0.002483	20.0	0.0	0.0	59.92	0.0	60.0	50.0	0.0	10.81	0.000362
piece_id	Anonymous_AusMeinesHerzensGrunde	3	0.0	0.0	0.0	6.06	0.00116	0.0	0.0	0.0	27.6	0.0	33.33	100.0	0.0	4.17	0.000129
piece_id	Drese_JesuGehVoran	3	66.67	0.0	0.0	7.27	0.001318	66.67	0.0	0.0	19.32	0.0	100.0	0.0	0.0	6.48	0.000215
piece_id	Gesius_BefiehlDuDeineWege	3	33.33	0.0	0.0	7.99	0.00174	33.33	0.0	0.0	22.87	0.0	0.0	0.0	0.0	7.24	0.000271
piece_id	Jan_DuGrosserSchmerzensmann	3	33.33	0.0	0.0	7.37	0.001737	0.0	0.0	0.0	29.67	0.0	66.67	0.0	0.0	13.77	0.00051
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	3	33.33	0.0	0.0	7.17	0.001189	0.0	0.0	0.0	31.0	0.0	66.67	0.0	0.0	5.83	0.000191
is_nota_correct	0	12	41.67	0.0	0.0	27.99	0.005589	8.33	0.0	0.0	112.85	0.0	50.0	33.33	0.0	30.22	0.001057
is_nota_correct	1	3	0.0	0.0	0.0	7.87	0.001555	66.67	0.0	0.0	17.61	0.0	66.67	0.0	0.0	7.27	0.000259
meta-question_id	1	3	66.67	0.0	0.0	7.27	0.001318	66.67	0.0	0.0	19.32	0.0	100.0	0.0	0.0	6.48	0.000215
meta-question_id	3	3	33.33	0.0	0.0	7.99	0.00174	33.33	0.0	0.0	22.87	0.0	0.0	0.0	0.0	7.24	0.000271
meta-question_id	5	3	0.0	0.0	0.0	6.06	0.00116	0.0	0.0	0.0	27.6	0.0	33.33	100.0	0.0	4.17	0.000129
meta-question_id	7	3	33.33	0.0	0.0	7.37	0.001737	0.0	0.0	0.0	29.67	0.0	66.67	0.0	0.0	13.77	0.00051
meta-question_id	9	3	33.33	0.0	0.0	7.17	0.001189	0.0	0.0	0.0	31.0	0.0	66.67	0.0	0.0	5.83	0.000191
