Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
aggregate-gpt-4o	OVERALL	ALL	225	85	140	5	0	37.78	3.57	0.0	1475.03	5.317012
aggregate-gpt-4o	submodality	audio.mastermix.wav	77	29	48	0	0	37.66	0.0	0.0	599.51	1.30896
aggregate-gpt-4o	submodality	symbolic.musicxml	73	29	44	0	0	39.73	0.0	0.0	678.71	3.85705
aggregate-gpt-4o	submodality	visual.short.png	75	27	48	5	0	36.0	10.42	0.0	196.82	0.151003
aggregate-gpt-4o	piece_id	Anonymous_AusMeinesHerzensGrunde	28	14	14	0	0	50.0	0.0	0.0	213.54	0.865103
aggregate-gpt-4o	piece_id	Bach_IchStehAnDeinerKrippe	14	8	6	0	0	57.14	0.0	0.0	90.83	0.398273
aggregate-gpt-4o	piece_id	Crueger_AufAufMeinHerzMitFreuden	16	3	13	2	0	18.75	15.38	0.0	140.31	0.50102
aggregate-gpt-4o	piece_id	Drese_JesuGehVoran	41	14	27	0	0	34.15	0.0	0.0	266.18	0.78577
aggregate-gpt-4o	piece_id	Gesius_BefiehlDuDeineWege	21	11	10	1	0	52.38	10.0	0.0	141.53	0.560658
aggregate-gpt-4o	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	12	5	7	0	0	41.67	0.0	0.0	67.07	0.276198
aggregate-gpt-4o	piece_id	Jan_DuGrosserSchmerzensmann	27	7	20	1	0	25.93	5.0	0.0	195.39	0.737565
aggregate-gpt-4o	piece_id	Telemann_DerLiebenSonneLichtUndPracht	11	1	10	1	0	9.09	10.0	0.0	77.05	0.29977
aggregate-gpt-4o	piece_id	Vulpius_ChristusDerIstMeinLeben	29	10	19	0	0	34.48	0.0	0.0	161.3	0.46763
aggregate-gpt-4o	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	26	12	14	0	0	46.15	0.0	0.0	121.83	0.425027
aggregate-gpt-4o	is_nota_correct	0	180	76	104	4	0	42.22	3.85	0.0	1187.69	4.332087
aggregate-gpt-4o	is_nota_correct	1	45	9	36	1	0	20.0	2.78	0.0	287.35	0.984925
aggregate-gpt-4o	meta-question_id	0	19	5	14	0	0	26.32	0.0	0.0	101.57	0.407515
aggregate-gpt-4o	meta-question_id	1	19	10	9	0	0	52.63	0.0	0.0	94.82	0.486793
aggregate-gpt-4o	meta-question_id	2	16	5	11	1	0	31.25	9.09	0.0	94.89	0.428442
aggregate-gpt-4o	meta-question_id	3	17	13	4	0	0	76.47	0.0	0.0	113.36	0.38145
aggregate-gpt-4o	meta-question_id	4	41	10	31	2	0	24.39	6.45	0.0	265.55	0.988507
aggregate-gpt-4o	meta-question_id	5	17	11	6	0	0	64.71	0.0	0.0	79.13	0.356235
aggregate-gpt-4o	meta-question_id	6	18	3	15	1	0	16.67	6.67	0.0	135.75	0.414782
aggregate-gpt-4o	meta-question_id	7	21	10	11	0	0	47.62	0.0	0.0	141.28	0.430727
aggregate-gpt-4o	meta-question_id	8	36	17	19	1	0	47.22	5.26	0.0	254.92	0.80489
aggregate-gpt-4o	meta-question_id	9	21	1	20	0	0	4.76	0.0	0.0	193.76	0.61767
aggregate-gpt-4o	category	harmony	78	28	50	1	0	35.9	2.0	0.0	589.96	1.853288
aggregate-gpt-4o	category	pitch	71	33	38	1	0	46.48	2.63	0.0	404.64	1.7042
aggregate-gpt-4o	category	rhythm	76	24	52	3	0	31.58	5.77	0.0	480.44	1.759525
aggregate-gpt-4o	subcategory	harmony-absolute	36	17	19	1	0	47.22	5.26	0.0	254.92	0.80489
aggregate-gpt-4o	subcategory	harmony-relative	42	11	31	0	0	26.19	0.0	0.0	335.04	1.048398
aggregate-gpt-4o	subcategory	pitch-absolute	38	15	23	0	0	39.47	0.0	0.0	196.39	0.894308
aggregate-gpt-4o	subcategory	pitch-relative	33	18	15	1	0	54.55	6.67	0.0	208.25	0.809892
aggregate-gpt-4o	subcategory	rhythm-absolute	41	10	31	2	0	24.39	6.45	0.0	265.55	0.988507
aggregate-gpt-4o	subcategory	rhythm-relative	35	14	21	1	0	40.0	4.76	0.0	214.88	0.771018
aggregate-gpt-4o	skill	cadence recognition	21	1	20	0	0	4.76	0.0	0.0	193.76	0.61767
aggregate-gpt-4o	skill	chord recognition	36	17	19	1	0	47.22	5.26	0.0	254.92	0.80489
aggregate-gpt-4o	skill	interval recognition	16	5	11	1	0	31.25	9.09	0.0	94.89	0.428442
aggregate-gpt-4o	skill	interval statistics	17	13	4	0	0	76.47	0.0	0.0	113.36	0.38145
aggregate-gpt-4o	skill	note length	41	10	31	2	0	24.39	6.45	0.0	265.55	0.988507
aggregate-gpt-4o	skill	pitch recognition	19	5	14	0	0	26.32	0.0	0.0	101.57	0.407515
aggregate-gpt-4o	skill	pitch statistics	19	10	9	0	0	52.63	0.0	0.0	94.82	0.486793
aggregate-gpt-4o	skill	rhythm pattern	18	3	15	1	0	16.67	6.67	0.0	135.75	0.414782
aggregate-gpt-4o	skill	time signature	17	11	6	0	0	64.71	0.0	0.0	79.13	0.356235
aggregate-gpt-4o	skill	tonality recognition	21	10	11	0	0	47.62	0.0	0.0	141.28	0.430727
aggregate-gpt-4o	rel/abs	absolute	115	42	73	3	0	36.52	4.11	0.0	716.86	2.687705
aggregate-gpt-4o	rel/abs	relative	110	43	67	2	0	39.09	2.99	0.0	758.17	2.629307
