Source_Result_Files	Model	Criterion_Type	Criterion_Value	Mean_Accuracy (10 runs)	StdDev_Accuracy (10 runs)	Mean_Unparsable_Percent	Mean_Model_Error_Percent	Sum_Total_Time_s	Sum_Total_Price
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	OVERALL	ALL	33.998	18.4453	0.0	0.0	532.04	1.2152
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	submodality	audio.mastermix.wav	22.0	19.8886	0.0	0.0	224.63	0.8473
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	submodality	symbolic.abc.txt	46.0	31.3404	0.0	0.0	169.45	0.2584
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	submodality	visual.short.png	34.0	23.19	0.0	0.0	137.98	0.1095
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	is_nota_correct	0	35.0	17.4796	0.0	0.0	428.1	0.9522
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	is_nota_correct	1	29.999	24.5963	0.0	0.0	103.95	0.263
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	meta-question_id	1	36.665	29.1871	0.0	0.0	97.86	0.2317
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	meta-question_id	3	20.0	28.11	0.0	0.0	123.74	0.2691
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	meta-question_id	5	39.999	21.084	0.0	0.0	117.77	0.2587
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	meta-question_id	7	33.333	35.1371	0.0	0.0	108.77	0.2518
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	meta-question_id	9	40.001	37.8442	0.0	0.0	83.92	0.2039
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	category	harmony	40.001	37.8442	0.0	0.0	83.92	0.2039
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	category	pitch	28.335	24.9076	0.0	0.0	221.57	0.5008
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	category	rhythm	36.666	20.4862	0.0	0.0	226.55	0.5105
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	subcategory	harmonic-recognition	40.001	37.8442	0.0	0.0	83.92	0.2039
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	subcategory	interval-recognition	20.0	28.11	0.0	0.0	123.74	0.2691
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	subcategory	pitch-recognition	36.665	29.1871	0.0	0.0	97.86	0.2317
results/aggregate-gpt-4o/1/normal/jobid_6387273.rs42.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs43.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs44.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs45.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs46.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs47.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs48.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs49.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs50.rep1.res.tsv;results/aggregate-gpt-4o/1/normal/jobid_6387273.rs51.rep1.res.tsv	aggregate-gpt-4o	subcategory	proportion-recognition	33.333	35.1371	0.0	0.0	108.77	0.2518
