Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	75	26.67	0.0	0.0	216.53	0.036948	28.0	0.0	0.0	805.24	0.0	30.67	15.38	0.0	201.22	0.006716
submodality	audio.mastermix.wav	25	16.0	0.0	0.0	74.8	0.009565	20.0	0.0	0.0	114.19	0.0	40.0	6.67	0.0	57.68	0.001798
submodality	symbolic.abc.txt	25	28.0	0.0	0.0	75.89	0.013356	36.0	0.0	0.0	357.78	0.0	24.0	21.05	0.0	77.14	0.002722
submodality	visual.short.png	25	36.0	0.0	0.0	65.84	0.014028	28.0	0.0	0.0	333.27	0.0	28.0	16.67	0.0	66.4	0.002197
piece_id	Anonymous_AusMeinesHerzensGrunde	18	22.22	0.0	0.0	66.12	0.009258	16.67	0.0	0.0	172.32	0.0	16.67	0.0	0.0	45.28	0.001526
piece_id	Bach_IchStehAnDeinerKrippe	3	66.67	0.0	0.0	8.68	0.00176	66.67	0.0	0.0	34.53	0.0	33.33	50.0	0.0	6.97	0.000214
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	33.33	0.0	0.0	13.85	0.002352	33.33	0.0	0.0	41.3	0.0	33.33	25.0	0.0	12.84	0.000407
piece_id	Drese_JesuGehVoran	3	33.33	0.0	0.0	8.63	0.00171	33.33	0.0	0.0	27.96	0.0	33.33	0.0	0.0	8.81	0.000273
piece_id	Gesius_BefiehlDuDeineWege	12	8.33	0.0	0.0	30.7	0.00597	25.0	0.0	0.0	145.84	0.0	16.67	50.0	0.0	27.57	0.000894
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	33.33	0.0	0.0	17.6	0.002577	16.67	0.0	0.0	89.03	0.0	50.0	0.0	0.0	16.57	0.00058
piece_id	Jan_DuGrosserSchmerzensmann	6	50.0	0.0	0.0	16.19	0.003133	50.0	0.0	0.0	51.06	0.0	33.33	0.0	0.0	16.18	0.000534
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	0.0	0.0	0.0	7.21	0.001536	33.33	0.0	0.0	29.31	0.0	66.67	0.0	0.0	6.26	0.00021
piece_id	Vulpius_ChristusDerIstMeinLeben	3	0.0	0.0	0.0	7.39	0.001473	0.0	0.0	0.0	34.37	0.0	66.67	0.0	0.0	6.67	0.000211
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	15	33.33	0.0	0.0	40.15	0.007179	33.33	0.0	0.0	179.51	0.0	33.33	10.0	0.0	54.08	0.001865
is_nota_correct	0	60	31.67	0.0	0.0	168.87	0.028543	23.33	0.0	0.0	651.26	0.0	33.33	15.0	0.0	166.1	0.005645
is_nota_correct	1	15	6.67	0.0	0.0	47.66	0.008405	46.67	0.0	0.0	153.98	0.0	20.0	16.67	0.0	35.12	0.001071
meta-question_id	1	9	33.33	0.0	0.0	25.22	0.005339	22.22	0.0	0.0	83.48	0.0	11.11	0.0	0.0	23.09	0.000753
meta-question_id	10	6	50.0	0.0	0.0	16.02	0.003106	16.67	0.0	0.0	102.75	0.0	50.0	33.33	0.0	22.83	0.000838
meta-question_id	11	3	33.33	0.0	0.0	6.32	0.001368	33.33	0.0	0.0	12.35	0.0	33.33	50.0	0.0	7.9	0.000258
meta-question_id	2	6	16.67	0.0	0.0	23.42	0.002638	0.0	0.0	0.0	43.6	0.0	0.0	0.0	0.0	13.33	0.000408
meta-question_id	3	9	0.0	0.0	0.0	21.32	0.004072	22.22	0.0	0.0	113.03	0.0	33.33	66.67	0.0	18.67	0.000583
meta-question_id	4	6	50.0	0.0	0.0	28.04	0.002983	50.0	0.0	0.0	55.92	0.0	50.0	0.0	0.0	15.54	0.00051
meta-question_id	5	9	44.44	0.0	0.0	23.11	0.004808	44.44	0.0	0.0	82.11	0.0	22.22	28.57	0.0	21.46	0.000681
meta-question_id	6	6	16.67	0.0	0.0	15.72	0.003473	33.33	0.0	0.0	65.25	0.0	16.67	0.0	0.0	16.8	0.000569
meta-question_id	7	9	0.0	0.0	0.0	20.45	0.003567	22.22	0.0	0.0	88.45	0.0	22.22	0.0	0.0	28.3	0.001055
meta-question_id	8	6	66.67	0.0	0.0	17.5	0.002779	16.67	0.0	0.0	105.46	0.0	83.33	0.0	0.0	15.51	0.000486
meta-question_id	9	6	0.0	0.0	0.0	19.4	0.002815	50.0	0.0	0.0	52.85	0.0	33.33	0.0	0.0	17.8	0.000576
category	harmony	15	26.67	0.0	0.0	41.74	0.007289	33.33	0.0	0.0	167.96	0.0	40.0	22.22	0.0	48.53	0.001673
category	pitch	30	23.33	0.0	0.0	98.01	0.015032	23.33	0.0	0.0	296.02	0.0	23.33	17.39	0.0	70.63	0.002253
category	rhythm	30	30.0	0.0	0.0	76.78	0.014628	30.0	0.0	0.0	341.27	0.0	33.33	10.0	0.0	82.06	0.002791
subcategory	harmonic-recognition	15	26.67	0.0	0.0	41.74	0.007289	33.33	0.0	0.0	167.96	0.0	40.0	22.22	0.0	48.53	0.001673
subcategory	interval-recognition	15	20.0	0.0	0.0	49.36	0.007055	33.33	0.0	0.0	168.95	0.0	40.0	44.44	0.0	34.21	0.001092
subcategory	pitch-recognition	15	26.67	0.0	0.0	48.65	0.007977	13.33	0.0	0.0	127.07	0.0	6.67	0.0	0.0	36.41	0.001161
subcategory	proportion-recognition	15	26.67	0.0	0.0	37.95	0.006347	20.0	0.0	0.0	193.91	0.0	46.67	0.0	0.0	43.81	0.001541
subcategory	rhythmic-recognition	15	33.33	0.0	0.0	38.83	0.008281	40.0	0.0	0.0	147.36	0.0	20.0	16.67	0.0	38.26	0.00125
skill	cadence recognition	3	33.33	0.0	0.0	6.32	0.001368	33.33	0.0	0.0	12.35	0.0	33.33	50.0	0.0	7.9	0.000258
skill	chord recognition	6	50.0	0.0	0.0	16.02	0.003106	16.67	0.0	0.0	102.75	0.0	50.0	33.33	0.0	22.83	0.000838
skill	interval recognition	9	0.0	0.0	0.0	21.32	0.004072	22.22	0.0	0.0	113.03	0.0	33.33	66.67	0.0	18.67	0.000583
skill	interval statistics	6	50.0	0.0	0.0	28.04	0.002983	50.0	0.0	0.0	55.92	0.0	50.0	0.0	0.0	15.54	0.00051
skill	note length	9	44.44	0.0	0.0	23.11	0.004808	44.44	0.0	0.0	82.11	0.0	22.22	28.57	0.0	21.46	0.000681
skill	note length statistics	6	16.67	0.0	0.0	15.72	0.003473	33.33	0.0	0.0	65.25	0.0	16.67	0.0	0.0	16.8	0.000569
skill	pitch recognition	9	33.33	0.0	0.0	25.22	0.005339	22.22	0.0	0.0	83.48	0.0	11.11	0.0	0.0	23.09	0.000753
skill	pitch statistics	6	16.67	0.0	0.0	23.42	0.002638	0.0	0.0	0.0	43.6	0.0	0.0	0.0	0.0	13.33	0.000408
skill	rhythm pattern	9	0.0	0.0	0.0	20.45	0.003567	22.22	0.0	0.0	88.45	0.0	22.22	0.0	0.0	28.3	0.001055
skill	rhythm pattern statistics	6	66.67	0.0	0.0	17.5	0.002779	16.67	0.0	0.0	105.46	0.0	83.33	0.0	0.0	15.51	0.000486
skill	tonality recognition	6	0.0	0.0	0.0	19.4	0.002815	50.0	0.0	0.0	52.85	0.0	33.33	0.0	0.0	17.8	0.000576
rel/abs	absolute	36	33.33	0.0	0.0	103.49	0.019363	25.0	0.0	0.0	377.18	0.0	19.44	10.34	0.0	97.5	0.003249
rel/abs	relative	39	20.51	0.0	0.0	113.03	0.017585	30.77	0.0	0.0	428.06	0.0	41.03	21.74	0.0	103.73	0.003468
specification	harmony-absolute	6	50.0	0.0	0.0	16.02	0.003106	16.67	0.0	0.0	102.75	0.0	50.0	33.33	0.0	22.83	0.000838
specification	harmony-relative	9	11.11	0.0	0.0	25.72	0.004183	44.44	0.0	0.0	65.2	0.0	33.33	16.67	0.0	25.71	0.000835
specification	pitch-absolute	15	26.67	0.0	0.0	48.65	0.007977	13.33	0.0	0.0	127.07	0.0	6.67	0.0	0.0	36.41	0.001161
specification	pitch-relative	15	20.0	0.0	0.0	49.36	0.007055	33.33	0.0	0.0	168.95	0.0	40.0	44.44	0.0	34.21	0.001092
specification	rhythm-absolute	15	33.33	0.0	0.0	38.83	0.008281	40.0	0.0	0.0	147.36	0.0	20.0	16.67	0.0	38.26	0.00125
specification	rhythm-relative	15	26.67	0.0	0.0	37.95	0.006347	20.0	0.0	0.0	193.91	0.0	46.67	0.0	0.0	43.81	0.001541
