Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	75	44.0	34.67	18.67	36.0	45.33	24.0	37.33	25.33	29.33	36.0	41.33
submodality	audio.mastermix.wav	25	32.0	44.0	24.0	28.0	40.0	32.0	32.0	12.0	28.0	28.0	32.0
submodality	symbolic.abc.txt	25	64.0	24.0	12.0	40.0	68.0	20.0	56.0	24.0	28.0	48.0	56.0
submodality	visual.short.png	25	36.0	36.0	20.0	40.0	28.0	20.0	24.0	40.0	32.0	32.0	36.0
piece_id	Anonymous_AusMeinesHerzensGrunde	21	33.33	33.33	9.52	28.57	23.81	23.81	33.33	19.05	28.57	28.57	33.33
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	66.67	0.0	33.33	100.0	0.0	66.67	33.33	33.33	0.0	33.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	9	22.22	11.11	0.0	0.0	33.33	33.33	44.44	22.22	33.33	0.0	11.11
piece_id	Drese_JesuGehVoran	3	66.67	100.0	66.67	0.0	33.33	0.0	0.0	66.67	33.33	100.0	33.33
piece_id	Gesius_BefiehlDuDeineWege	6	33.33	16.67	16.67	66.67	50.0	50.0	0.0	33.33	16.67	50.0	66.67
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	100.0	50.0	66.67	50.0	100.0	33.33	50.0	0.0	50.0	66.67	66.67
piece_id	Jan_DuGrosserSchmerzensmann	3	33.33	33.33	33.33	66.67	66.67	33.33	33.33	66.67	66.67	33.33	66.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	58.33	25.0	25.0	50.0	41.67	16.67	33.33	33.33	33.33	25.0	33.33
piece_id	Vulpius_ChristusDerIstMeinLeben	3	100.0	100.0	33.33	33.33	100.0	33.33	66.67	0.0	0.0	100.0	100.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	9	22.22	22.22	0.0	44.44	33.33	11.11	55.56	22.22	11.11	44.44	44.44
is_nota_correct	0	60	45.0	35.0	15.0	31.67	50.0	21.67	41.67	16.67	20.0	40.0	43.33
is_nota_correct	1	15	40.0	33.33	33.33	53.33	26.67	33.33	20.0	60.0	66.67	20.0	33.33
meta-question_id	1	9	22.22	0.0	0.0	0.0	44.44	33.33	33.33	33.33	11.11	0.0	22.22
meta-question_id	10	6	33.33	33.33	16.67	66.67	50.0	16.67	50.0	33.33	33.33	16.67	50.0
meta-question_id	11	3	33.33	0.0	33.33	0.0	0.0	0.0	33.33	33.33	33.33	0.0	0.0
meta-question_id	2	6	50.0	16.67	50.0	50.0	33.33	0.0	16.67	50.0	33.33	33.33	50.0
meta-question_id	3	9	44.44	55.56	33.33	22.22	33.33	11.11	11.11	33.33	22.22	55.56	33.33
meta-question_id	4	6	50.0	33.33	50.0	33.33	66.67	50.0	50.0	0.0	33.33	66.67	50.0
meta-question_id	5	9	66.67	44.44	11.11	55.56	55.56	0.0	55.56	22.22	44.44	44.44	55.56
meta-question_id	6	6	50.0	50.0	0.0	33.33	33.33	66.67	50.0	16.67	66.67	33.33	50.0
meta-question_id	7	9	44.44	44.44	11.11	55.56	66.67	44.44	33.33	33.33	33.33	33.33	44.44
meta-question_id	8	6	0.0	16.67	0.0	16.67	0.0	0.0	16.67	0.0	0.0	33.33	0.0
meta-question_id	9	6	83.33	66.67	16.67	50.0	83.33	33.33	66.67	16.67	16.67	66.67	83.33
category	harmony	15	53.33	40.0	20.0	46.67	53.33	20.0	53.33	26.67	26.67	33.33	53.33
category	pitch	30	40.0	26.67	30.0	23.33	43.33	23.33	26.67	30.0	23.33	36.67	36.67
category	rhythm	30	43.33	40.0	6.67	43.33	43.33	26.67	40.0	20.0	36.67	36.67	40.0
subcategory	harmonic-recognition	15	53.33	40.0	20.0	46.67	53.33	20.0	53.33	26.67	26.67	33.33	53.33
subcategory	interval-recognition	15	46.67	46.67	40.0	26.67	46.67	26.67	26.67	20.0	26.67	60.0	40.0
subcategory	pitch-recognition	15	33.33	6.67	20.0	20.0	40.0	20.0	26.67	40.0	20.0	13.33	33.33
subcategory	proportion-recognition	15	26.67	33.33	6.67	40.0	40.0	26.67	26.67	20.0	20.0	33.33	26.67
subcategory	rhythmic-recognition	15	60.0	46.67	6.67	46.67	46.67	26.67	53.33	20.0	53.33	40.0	53.33
skill	cadence recognition	3	33.33	0.0	33.33	0.0	0.0	0.0	33.33	33.33	33.33	0.0	0.0
skill	chord recognition	6	33.33	33.33	16.67	66.67	50.0	16.67	50.0	33.33	33.33	16.67	50.0
skill	interval recognition	9	44.44	55.56	33.33	22.22	33.33	11.11	11.11	33.33	22.22	55.56	33.33
skill	interval statistics	6	50.0	33.33	50.0	33.33	66.67	50.0	50.0	0.0	33.33	66.67	50.0
skill	note length	9	66.67	44.44	11.11	55.56	55.56	0.0	55.56	22.22	44.44	44.44	55.56
skill	note length statistics	6	50.0	50.0	0.0	33.33	33.33	66.67	50.0	16.67	66.67	33.33	50.0
skill	pitch recognition	9	22.22	0.0	0.0	0.0	44.44	33.33	33.33	33.33	11.11	0.0	22.22
skill	pitch statistics	6	50.0	16.67	50.0	50.0	33.33	0.0	16.67	50.0	33.33	33.33	50.0
skill	rhythm pattern	9	44.44	44.44	11.11	55.56	66.67	44.44	33.33	33.33	33.33	33.33	44.44
skill	rhythm pattern statistics	6	0.0	16.67	0.0	16.67	0.0	0.0	16.67	0.0	0.0	33.33	0.0
skill	tonality recognition	6	83.33	66.67	16.67	50.0	83.33	33.33	66.67	16.67	16.67	66.67	83.33
rel/abs	absolute	36	44.44	27.78	13.89	38.89	44.44	22.22	41.67	30.56	36.11	25.0	44.44
rel/abs	relative	39	43.59	41.03	23.08	33.33	46.15	25.64	33.33	20.51	23.08	46.15	38.46
specification	harmony-absolute	6	33.33	33.33	16.67	66.67	50.0	16.67	50.0	33.33	33.33	16.67	50.0
specification	harmony-relative	9	66.67	44.44	22.22	33.33	55.56	22.22	55.56	22.22	22.22	44.44	55.56
specification	pitch-absolute	15	33.33	6.67	20.0	20.0	40.0	20.0	26.67	40.0	20.0	13.33	33.33
specification	pitch-relative	15	46.67	46.67	40.0	26.67	46.67	26.67	26.67	20.0	26.67	60.0	40.0
specification	rhythm-absolute	15	60.0	46.67	6.67	46.67	46.67	26.67	53.33	20.0	53.33	40.0	53.33
specification	rhythm-relative	15	26.67	33.33	6.67	40.0	40.0	26.67	26.67	20.0	20.0	33.33	26.67
