Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	300	44.33	0.0	0.0	1016.21	0.298564	31.67	4.39	0.49	4094.84	0.520502	42.33	0.0	0.0	5852.16	0.0	34.0	0.0	0.0	1121.99	0.042325	39.33	0.0	0.0	4454.39	0.62573	37.33	0.0	0.0	1131.15	2.653942
submodality	audio.mastermix.wav	100	33.0	0.0	0.0	330.57	0.076343	36.0	1.56	1.56	1133.85	0.438248	36.0	0.0	0.0	1033.08	0.0	27.0	0.0	0.0	444.14	0.010486	33.0	0.0	0.0	815.8	0.098583	36.0	0.0	0.0	500.2	1.84534
submodality	symbolic.abc.txt	100	59.0	0.0	0.0	341.85	0.112457	37.0	0.0	0.0	978.34	0.037668	59.0	0.0	0.0	3556.66	0.0	39.0	0.0	0.0	375.22	0.018236	51.0	0.0	0.0	1864.63	0.283602	40.0	0.0	0.0	387.23	0.588795
submodality	visual.short.png	100	41.0	0.0	0.0	343.79	0.109764	22.0	10.26	0.0	1982.65	0.044586	32.0	0.0	0.0	1262.42	0.0	36.0	0.0	0.0	302.63	0.013603	34.0	0.0	0.0	1773.96	0.243544	36.0	0.0	0.0	243.72	0.219808
piece_id	Anonymous_AusMeinesHerzensGrunde	39	46.15	0.0	0.0	130.5	0.041285	28.21	0.0	0.0	327.76	0.082306	53.85	0.0	0.0	776.01	0.0	41.03	0.0	0.0	141.46	0.006088	48.72	0.0	0.0	633.64	0.087049	33.33	0.0	0.0	173.22	0.439777
piece_id	Bach_IchStehAnDeinerKrippe	15	20.0	0.0	0.0	48.02	0.013116	13.33	0.0	0.0	88.03	0.024022	26.67	0.0	0.0	219.18	0.0	26.67	0.0	0.0	40.64	0.001859	20.0	0.0	0.0	165.41	0.022657	20.0	0.0	0.0	55.15	0.135152
piece_id	Crueger_AufAufMeinHerzMitFreuden	33	36.36	0.0	0.0	117.02	0.037131	39.39	5.0	0.0	524.44	0.063912	54.55	0.0	0.0	829.64	0.0	39.39	0.0	0.0	139.64	0.005873	42.42	0.0	0.0	569.01	0.078893	30.3	0.0	0.0	135.86	0.337988
piece_id	Drese_JesuGehVoran	21	47.62	0.0	0.0	71.15	0.019335	33.33	14.29	0.0	359.24	0.031346	47.62	0.0	0.0	413.59	0.0	28.57	0.0	0.0	87.96	0.002776	23.81	0.0	0.0	291.54	0.042089	57.14	0.0	0.0	75.6	0.158765
piece_id	Gesius_BefiehlDuDeineWege	33	54.55	0.0	0.0	132.78	0.037111	30.3	8.7	0.0	293.78	0.057136	36.36	0.0	0.0	569.82	0.0	30.3	0.0	0.0	134.36	0.004767	39.39	0.0	0.0	496.72	0.073576	36.36	0.0	0.0	121.68	0.306445
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	33	51.52	0.0	0.0	97.34	0.027693	33.33	0.0	0.0	311.91	0.04977	33.33	0.0	0.0	631.81	0.0	36.36	0.0	0.0	108.64	0.003868	45.45	0.0	0.0	396.54	0.051511	48.48	0.0	0.0	115.92	0.25366
piece_id	Jan_DuGrosserSchmerzensmann	33	48.48	0.0	0.0	111.63	0.031869	36.36	0.0	0.0	357.62	0.052245	42.42	0.0	0.0	811.67	0.0	30.3	0.0	0.0	122.93	0.004882	39.39	0.0	0.0	486.19	0.069961	33.33	0.0	0.0	133.67	0.292597
piece_id	Telemann_DerLiebenSonneLichtUndPracht	36	50.0	0.0	0.0	124.62	0.039156	41.67	14.29	4.76	1231.3	0.100798	36.11	0.0	0.0	653.56	0.0	41.67	0.0	0.0	152.84	0.005461	36.11	0.0	0.0	490.93	0.067315	44.44	0.0	0.0	150.02	0.40126
piece_id	Vulpius_ChristusDerIstMeinLeben	33	51.52	0.0	0.0	111.87	0.031165	18.18	0.0	0.0	161.61	0.033161	51.52	0.0	0.0	587.67	0.0	33.33	0.0	0.0	107.59	0.003795	42.42	0.0	0.0	534.88	0.07801	39.39	0.0	0.0	103.7	0.209828
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	24	16.67	0.0	0.0	71.26	0.020704	33.33	6.25	0.0	439.15	0.025807	29.17	0.0	0.0	359.22	0.0	20.83	0.0	0.0	85.92	0.002955	37.5	0.0	0.0	389.53	0.054669	25.0	0.0	0.0	66.32	0.11847
is_nota_correct	0	240	44.58	0.0	0.0	809.75	0.238081	28.75	4.09	0.0	3339.23	0.40299	39.17	0.0	0.0	4630.42	0.0	34.17	0.0	0.0	879.52	0.033672	42.92	0.0	0.0	3494.85	0.487562	40.83	0.0	0.0	881.88	2.015717
is_nota_correct	1	60	43.33	0.0	0.0	206.46	0.060483	43.33	5.88	2.94	755.61	0.117512	55.0	0.0	0.0	1221.74	0.0	33.33	0.0	0.0	242.47	0.008652	25.0	0.0	0.0	959.54	0.138168	23.33	0.0	0.0	249.27	0.638225
meta-question_id	1	30	33.33	0.0	0.0	92.82	0.026695	33.33	0.0	0.0	130.11	0.045492	43.33	0.0	0.0	502.23	0.0	33.33	0.0	0.0	108.72	0.0035	40.0	0.0	0.0	274.88	0.03873	33.33	0.0	0.0	97.56	0.254175
meta-question_id	10	21	42.86	0.0	0.0	68.11	0.019313	23.81	12.5	0.0	356.21	0.033697	42.86	0.0	0.0	491.43	0.0	38.1	0.0	0.0	61.6	0.002652	42.86	0.0	0.0	273.81	0.038722	33.33	0.0	0.0	66.57	0.160915
meta-question_id	11	18	33.33	0.0	0.0	62.05	0.016973	38.89	0.0	0.0	103.6	0.024874	27.78	0.0	0.0	311.55	0.0	44.44	0.0	0.0	67.57	0.002601	50.0	0.0	0.0	271.35	0.038808	27.78	0.0	0.0	72.66	0.153035
meta-question_id	2	30	33.33	0.0	0.0	101.36	0.030863	30.0	0.0	0.0	482.75	0.059032	40.0	0.0	0.0	366.03	0.0	33.33	0.0	0.0	97.87	0.004317	40.0	0.0	0.0	323.69	0.044778	26.67	0.0	0.0	99.06	0.244235
meta-question_id	3	30	23.33	0.0	0.0	112.16	0.033986	13.33	0.0	0.0	297.35	0.046825	26.67	0.0	0.0	821.97	0.0	6.67	0.0	0.0	108.11	0.004912	26.67	0.0	0.0	628.18	0.099983	20.0	0.0	0.0	117.22	0.260783
meta-question_id	4	30	40.0	0.0	0.0	114.46	0.036533	16.67	8.0	4.0	610.36	0.045943	33.33	0.0	0.0	846.23	0.0	50.0	0.0	0.0	103.49	0.00455	30.0	0.0	0.0	761.35	0.104896	36.67	0.0	0.0	111.65	0.254155
meta-question_id	5	30	70.0	0.0	0.0	96.46	0.032455	43.33	11.76	0.0	1005.02	0.079194	50.0	0.0	0.0	548.63	0.0	33.33	0.0	0.0	99.13	0.003987	43.33	0.0	0.0	408.16	0.053715	56.67	0.0	0.0	131.58	0.29922
meta-question_id	6	30	56.67	0.0	0.0	115.15	0.032294	60.0	8.33	0.0	414.15	0.051597	63.33	0.0	0.0	625.08	0.0	66.67	0.0	0.0	134.35	0.004865	56.67	0.0	0.0	434.12	0.060483	50.0	0.0	0.0	133.28	0.292098
meta-question_id	7	30	56.67	0.0	0.0	88.88	0.028184	30.0	0.0	0.0	211.96	0.049619	56.67	0.0	0.0	614.05	0.0	30.0	0.0	0.0	143.2	0.004364	43.33	0.0	0.0	483.31	0.06556	46.67	0.0	0.0	122.73	0.294355
meta-question_id	8	30	36.67	0.0	0.0	109.65	0.027856	23.33	0.0	0.0	253.95	0.050782	30.0	0.0	0.0	603.41	0.0	16.67	0.0	0.0	147.46	0.004508	23.33	0.0	0.0	435.32	0.060828	26.67	0.0	0.0	114.61	0.27879
meta-question_id	9	21	61.9	0.0	0.0	55.1	0.013412	38.1	15.38	0.0	229.38	0.033447	47.62	0.0	0.0	121.56	0.0	23.81	0.0	0.0	50.48	0.002069	42.86	0.0	0.0	160.24	0.019227	52.38	0.0	0.0	64.23	0.162183
category	harmony	60	46.67	0.0	0.0	185.26	0.049698	33.33	10.0	0.0	689.19	0.092018	40.0	0.0	0.0	924.54	0.0	35.0	0.0	0.0	179.65	0.007321	45.0	0.0	0.0	705.4	0.096757	38.33	0.0	0.0	203.46	0.476133
category	pitch	120	32.5	0.0	0.0	420.81	0.128077	23.33	2.17	1.09	1520.57	0.197292	35.83	0.0	0.0	2536.45	0.0	30.83	0.0	0.0	418.19	0.017279	34.17	0.0	0.0	1988.09	0.288386	29.17	0.0	0.0	425.48	1.013348
category	rhythm	120	55.0	0.0	0.0	410.14	0.12079	39.17	4.11	0.0	1885.08	0.231192	50.0	0.0	0.0	2391.17	0.0	36.67	0.0	0.0	524.15	0.017724	41.67	0.0	0.0	1760.89	0.240586	45.0	0.0	0.0	502.21	1.164462
subcategory	harmonic-recognition	60	46.67	0.0	0.0	185.26	0.049698	33.33	10.0	0.0	689.19	0.092018	40.0	0.0	0.0	924.54	0.0	35.0	0.0	0.0	179.65	0.007321	45.0	0.0	0.0	705.4	0.096757	38.33	0.0	0.0	203.46	0.476133
subcategory	interval-recognition	60	31.67	0.0	0.0	226.62	0.070519	15.0	3.92	1.96	907.71	0.092768	30.0	0.0	0.0	1668.19	0.0	28.33	0.0	0.0	211.6	0.009462	28.33	0.0	0.0	1389.53	0.204879	28.33	0.0	0.0	228.87	0.514938
subcategory	pitch-recognition	60	33.33	0.0	0.0	194.18	0.057558	31.67	0.0	0.0	612.86	0.104524	41.67	0.0	0.0	868.26	0.0	33.33	0.0	0.0	206.59	0.007817	40.0	0.0	0.0	598.56	0.083508	30.0	0.0	0.0	196.62	0.49841
subcategory	proportion-recognition	60	46.67	0.0	0.0	198.53	0.056041	26.67	0.0	0.0	465.91	0.100402	43.33	0.0	0.0	1217.46	0.0	23.33	0.0	0.0	290.67	0.008872	33.33	0.0	0.0	918.62	0.126388	36.67	0.0	0.0	237.35	0.573145
subcategory	rhythmic-recognition	60	63.33	0.0	0.0	211.61	0.064749	51.67	10.34	0.0	1419.17	0.130791	56.67	0.0	0.0	1173.71	0.0	50.0	0.0	0.0	233.48	0.008852	50.0	0.0	0.0	842.27	0.114198	53.33	0.0	0.0	264.86	0.591317
skill	cadence recognition	18	33.33	0.0	0.0	62.05	0.016973	38.89	0.0	0.0	103.6	0.024874	27.78	0.0	0.0	311.55	0.0	44.44	0.0	0.0	67.57	0.002601	50.0	0.0	0.0	271.35	0.038808	27.78	0.0	0.0	72.66	0.153035
skill	chord recognition	21	42.86	0.0	0.0	68.11	0.019313	23.81	12.5	0.0	356.21	0.033697	42.86	0.0	0.0	491.43	0.0	38.1	0.0	0.0	61.6	0.002652	42.86	0.0	0.0	273.81	0.038722	33.33	0.0	0.0	66.57	0.160915
skill	interval recognition	30	23.33	0.0	0.0	112.16	0.033986	13.33	0.0	0.0	297.35	0.046825	26.67	0.0	0.0	821.97	0.0	6.67	0.0	0.0	108.11	0.004912	26.67	0.0	0.0	628.18	0.099983	20.0	0.0	0.0	117.22	0.260783
skill	interval statistics	30	40.0	0.0	0.0	114.46	0.036533	16.67	8.0	4.0	610.36	0.045943	33.33	0.0	0.0	846.23	0.0	50.0	0.0	0.0	103.49	0.00455	30.0	0.0	0.0	761.35	0.104896	36.67	0.0	0.0	111.65	0.254155
skill	note length	30	70.0	0.0	0.0	96.46	0.032455	43.33	11.76	0.0	1005.02	0.079194	50.0	0.0	0.0	548.63	0.0	33.33	0.0	0.0	99.13	0.003987	43.33	0.0	0.0	408.16	0.053715	56.67	0.0	0.0	131.58	0.29922
skill	note length statistics	30	56.67	0.0	0.0	115.15	0.032294	60.0	8.33	0.0	414.15	0.051597	63.33	0.0	0.0	625.08	0.0	66.67	0.0	0.0	134.35	0.004865	56.67	0.0	0.0	434.12	0.060483	50.0	0.0	0.0	133.28	0.292098
skill	pitch recognition	30	33.33	0.0	0.0	92.82	0.026695	33.33	0.0	0.0	130.11	0.045492	43.33	0.0	0.0	502.23	0.0	33.33	0.0	0.0	108.72	0.0035	40.0	0.0	0.0	274.88	0.03873	33.33	0.0	0.0	97.56	0.254175
skill	pitch statistics	30	33.33	0.0	0.0	101.36	0.030863	30.0	0.0	0.0	482.75	0.059032	40.0	0.0	0.0	366.03	0.0	33.33	0.0	0.0	97.87	0.004317	40.0	0.0	0.0	323.69	0.044778	26.67	0.0	0.0	99.06	0.244235
skill	rhythm pattern	30	56.67	0.0	0.0	88.88	0.028184	30.0	0.0	0.0	211.96	0.049619	56.67	0.0	0.0	614.05	0.0	30.0	0.0	0.0	143.2	0.004364	43.33	0.0	0.0	483.31	0.06556	46.67	0.0	0.0	122.73	0.294355
skill	rhythm pattern statistics	30	36.67	0.0	0.0	109.65	0.027856	23.33	0.0	0.0	253.95	0.050782	30.0	0.0	0.0	603.41	0.0	16.67	0.0	0.0	147.46	0.004508	23.33	0.0	0.0	435.32	0.060828	26.67	0.0	0.0	114.61	0.27879
skill	tonality recognition	21	61.9	0.0	0.0	55.1	0.013412	38.1	15.38	0.0	229.38	0.033447	47.62	0.0	0.0	121.56	0.0	23.81	0.0	0.0	50.48	0.002069	42.86	0.0	0.0	160.24	0.019227	52.38	0.0	0.0	64.23	0.162183
rel/abs	absolute	141	47.52	0.0	0.0	473.91	0.14162	39.01	5.81	0.0	2388.24	0.269012	48.23	0.0	0.0	2533.39	0.0	41.13	0.0	0.0	501.67	0.019321	44.68	0.0	0.0	1714.65	0.236427	40.43	0.0	0.0	528.05	1.250643
rel/abs	relative	159	41.51	0.0	0.0	542.3	0.156945	25.16	3.36	0.84	1706.6	0.25149	37.11	0.0	0.0	3318.77	0.0	27.67	0.0	0.0	620.31	0.023003	34.59	0.0	0.0	2739.74	0.389302	34.59	0.0	0.0	603.1	1.4033
specification	harmony-absolute	21	42.86	0.0	0.0	68.11	0.019313	23.81	12.5	0.0	356.21	0.033697	42.86	0.0	0.0	491.43	0.0	38.1	0.0	0.0	61.6	0.002652	42.86	0.0	0.0	273.81	0.038722	33.33	0.0	0.0	66.57	0.160915
specification	harmony-relative	39	48.72	0.0	0.0	117.14	0.030385	38.46	8.33	0.0	332.98	0.058321	38.46	0.0	0.0	433.11	0.0	33.33	0.0	0.0	118.04	0.00467	46.15	0.0	0.0	431.59	0.058035	41.03	0.0	0.0	136.89	0.315218
specification	pitch-absolute	60	33.33	0.0	0.0	194.18	0.057558	31.67	0.0	0.0	612.86	0.104524	41.67	0.0	0.0	868.26	0.0	33.33	0.0	0.0	206.59	0.007817	40.0	0.0	0.0	598.56	0.083508	30.0	0.0	0.0	196.62	0.49841
specification	pitch-relative	60	31.67	0.0	0.0	226.62	0.070519	15.0	3.92	1.96	907.71	0.092768	30.0	0.0	0.0	1668.19	0.0	28.33	0.0	0.0	211.6	0.009462	28.33	0.0	0.0	1389.53	0.204879	28.33	0.0	0.0	228.87	0.514938
specification	rhythm-absolute	60	63.33	0.0	0.0	211.61	0.064749	51.67	10.34	0.0	1419.17	0.130791	56.67	0.0	0.0	1173.71	0.0	50.0	0.0	0.0	233.48	0.008852	50.0	0.0	0.0	842.27	0.114198	53.33	0.0	0.0	264.86	0.591317
specification	rhythm-relative	60	46.67	0.0	0.0	198.53	0.056041	26.67	0.0	0.0	465.91	0.100402	43.33	0.0	0.0	1217.46	0.0	23.33	0.0	0.0	290.67	0.008872	33.33	0.0	0.0	918.62	0.126388	36.67	0.0	0.0	237.35	0.573145
