Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	75	41.33	40.0	38.67	34.67	36.0	24.0	40.0	21.33	25.33	38.67	37.33
submodality	audio.mastermix.wav	25	28.0	36.0	48.0	28.0	36.0	36.0	24.0	16.0	20.0	24.0	32.0
submodality	symbolic.abc.txt	25	60.0	40.0	40.0	48.0	48.0	20.0	56.0	36.0	32.0	56.0	48.0
submodality	visual.short.png	25	36.0	44.0	28.0	28.0	24.0	16.0	40.0	12.0	24.0	36.0	32.0
piece_id	Anonymous_AusMeinesHerzensGrunde	6	33.33	0.0	33.33	16.67	33.33	0.0	33.33	16.67	33.33	16.67	33.33
piece_id	Bach_IchStehAnDeinerKrippe	3	66.67	100.0	33.33	0.0	33.33	33.33	33.33	66.67	66.67	66.67	0.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	27.78	33.33	44.44	33.33	44.44	22.22	33.33	27.78	11.11	44.44	27.78
piece_id	Drese_JesuGehVoran	6	16.67	16.67	33.33	33.33	33.33	16.67	16.67	16.67	0.0	66.67	33.33
piece_id	Gesius_BefiehlDuDeineWege	9	55.56	33.33	33.33	22.22	22.22	33.33	33.33	22.22	33.33	22.22	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	66.67	66.67	46.67	60.0	60.0	53.33	60.0	20.0	33.33	53.33	60.0
piece_id	Jan_DuGrosserSchmerzensmann	9	11.11	22.22	44.44	22.22	11.11	11.11	44.44	11.11	33.33	11.11	33.33
piece_id	Vulpius_ChristusDerIstMeinLeben	3	66.67	100.0	0.0	0.0	0.0	0.0	66.67	33.33	66.67	33.33	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	50.0	33.33	33.33	66.67	33.33	0.0	33.33	0.0	0.0	33.33	50.0
is_nota_correct	0	60	43.33	45.0	40.0	33.33	35.0	18.33	45.0	18.33	18.33	45.0	40.0
is_nota_correct	1	15	33.33	20.0	33.33	40.0	40.0	46.67	20.0	33.33	53.33	13.33	26.67
meta-question_id	1	9	33.33	33.33	33.33	0.0	22.22	22.22	44.44	33.33	22.22	66.67	22.22
meta-question_id	10	6	83.33	50.0	50.0	16.67	33.33	33.33	33.33	33.33	50.0	33.33	33.33
meta-question_id	11	3	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0
meta-question_id	2	6	66.67	50.0	83.33	66.67	83.33	50.0	66.67	50.0	50.0	50.0	50.0
meta-question_id	3	9	11.11	22.22	11.11	22.22	22.22	22.22	33.33	0.0	0.0	33.33	22.22
meta-question_id	4	6	100.0	100.0	83.33	83.33	83.33	83.33	100.0	50.0	66.67	83.33	83.33
meta-question_id	5	9	55.56	55.56	44.44	77.78	44.44	0.0	33.33	0.0	11.11	44.44	33.33
meta-question_id	6	6	50.0	33.33	16.67	50.0	33.33	33.33	16.67	0.0	16.67	0.0	66.67
meta-question_id	7	9	22.22	33.33	44.44	22.22	44.44	0.0	33.33	22.22	0.0	33.33	66.67
meta-question_id	8	6	0.0	0.0	33.33	33.33	0.0	0.0	33.33	16.67	33.33	16.67	0.0
meta-question_id	9	6	33.33	50.0	16.67	0.0	16.67	33.33	16.67	33.33	50.0	33.33	16.67
