Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	6.67	0.0	0.0	51.4	0.007674	40.0	0.0	0.0	145.92	0.0	20.0	16.67	0.0	31.68	0.001104
submodality	audio.mastermix.wav	5	0.0	0.0	0.0	18.06	0.002141	40.0	0.0	0.0	16.47	0.0	20.0	0.0	0.0	9.17	0.000317
submodality	symbolic.abc.txt	5	20.0	0.0	0.0	20.0	0.003006	40.0	0.0	0.0	78.05	0.0	0.0	40.0	0.0	13.09	0.000475
submodality	visual.short.png	5	0.0	0.0	0.0	13.34	0.002528	40.0	0.0	0.0	51.41	0.0	40.0	0.0	0.0	9.42	0.000313
piece_id	Crueger_AufAufMeinHerzMitFreuden	3	0.0	0.0	0.0	7.46	0.001236	100.0	0.0	0.0	29.46	0.0	0.0	0.0	0.0	7.25	0.00026
piece_id	Drese_JesuGehVoran	3	0.0	0.0	0.0	14.71	0.002104	0.0	0.0	0.0	37.34	0.0	0.0	33.33	0.0	3.98	0.000119
piece_id	Jan_DuGrosserSchmerzensmann	3	33.33	0.0	0.0	9.24	0.001842	0.0	0.0	0.0	15.92	0.0	33.33	50.0	0.0	4.44	0.000139
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	0.0	0.0	0.0	12.62	0.001299	33.33	0.0	0.0	33.87	0.0	33.33	0.0	0.0	7.44	0.000257
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	3	0.0	0.0	0.0	7.37	0.001193	66.67	0.0	0.0	29.33	0.0	33.33	0.0	0.0	8.57	0.00033
is_nota_correct	0	12	8.33	0.0	0.0	43.72	0.006218	50.0	0.0	0.0	111.16	0.0	8.33	18.18	0.0	27.51	0.000965
is_nota_correct	1	3	0.0	0.0	0.0	7.67	0.001456	0.0	0.0	0.0	34.77	0.0	66.67	0.0	0.0	4.17	0.00014
meta-question_id	1	3	0.0	0.0	0.0	12.62	0.001299	33.33	0.0	0.0	33.87	0.0	33.33	0.0	0.0	7.44	0.000257
meta-question_id	3	3	33.33	0.0	0.0	9.24	0.001842	0.0	0.0	0.0	15.92	0.0	33.33	50.0	0.0	4.44	0.000139
meta-question_id	5	3	0.0	0.0	0.0	14.71	0.002104	0.0	0.0	0.0	37.34	0.0	0.0	33.33	0.0	3.98	0.000119
meta-question_id	7	3	0.0	0.0	0.0	7.37	0.001193	66.67	0.0	0.0	29.33	0.0	33.33	0.0	0.0	8.57	0.00033
meta-question_id	9	3	0.0	0.0	0.0	7.46	0.001236	100.0	0.0	0.0	29.46	0.0	0.0	0.0	0.0	7.25	0.00026
category	harmony	3	0.0	0.0	0.0	7.46	0.001236	100.0	0.0	0.0	29.46	0.0	0.0	0.0	0.0	7.25	0.00026
category	pitch	6	16.67	0.0	0.0	21.86	0.003141	16.67	0.0	0.0	49.79	0.0	33.33	25.0	0.0	11.88	0.000396
category	rhythm	6	0.0	0.0	0.0	22.08	0.003297	33.33	0.0	0.0	66.67	0.0	16.67	20.0	0.0	12.55	0.000449
subcategory	harmonic-recognition	3	0.0	0.0	0.0	7.46	0.001236	100.0	0.0	0.0	29.46	0.0	0.0	0.0	0.0	7.25	0.00026
subcategory	interval-recognition	3	33.33	0.0	0.0	9.24	0.001842	0.0	0.0	0.0	15.92	0.0	33.33	50.0	0.0	4.44	0.000139
subcategory	pitch-recognition	3	0.0	0.0	0.0	12.62	0.001299	33.33	0.0	0.0	33.87	0.0	33.33	0.0	0.0	7.44	0.000257
subcategory	proportion-recognition	3	0.0	0.0	0.0	7.37	0.001193	66.67	0.0	0.0	29.33	0.0	33.33	0.0	0.0	8.57	0.00033
subcategory	rhythmic-recognition	3	0.0	0.0	0.0	14.71	0.002104	0.0	0.0	0.0	37.34	0.0	0.0	33.33	0.0	3.98	0.000119
skill	interval recognition	3	33.33	0.0	0.0	9.24	0.001842	0.0	0.0	0.0	15.92	0.0	33.33	50.0	0.0	4.44	0.000139
skill	note length	3	0.0	0.0	0.0	14.71	0.002104	0.0	0.0	0.0	37.34	0.0	0.0	33.33	0.0	3.98	0.000119
skill	pitch recognition	3	0.0	0.0	0.0	12.62	0.001299	33.33	0.0	0.0	33.87	0.0	33.33	0.0	0.0	7.44	0.000257
skill	rhythm pattern	3	0.0	0.0	0.0	7.37	0.001193	66.67	0.0	0.0	29.33	0.0	33.33	0.0	0.0	8.57	0.00033
skill	tonality recognition	3	0.0	0.0	0.0	7.46	0.001236	100.0	0.0	0.0	29.46	0.0	0.0	0.0	0.0	7.25	0.00026
rel/abs	absolute	6	0.0	0.0	0.0	27.33	0.003403	16.67	0.0	0.0	71.21	0.0	16.67	20.0	0.0	11.42	0.000376
rel/abs	relative	9	11.11	0.0	0.0	24.06	0.004271	55.56	0.0	0.0	74.71	0.0	22.22	14.29	0.0	20.26	0.000729
specification	harmony-relative	3	0.0	0.0	0.0	7.46	0.001236	100.0	0.0	0.0	29.46	0.0	0.0	0.0	0.0	7.25	0.00026
specification	pitch-absolute	3	0.0	0.0	0.0	12.62	0.001299	33.33	0.0	0.0	33.87	0.0	33.33	0.0	0.0	7.44	0.000257
specification	pitch-relative	3	33.33	0.0	0.0	9.24	0.001842	0.0	0.0	0.0	15.92	0.0	33.33	50.0	0.0	4.44	0.000139
specification	rhythm-absolute	3	0.0	0.0	0.0	14.71	0.002104	0.0	0.0	0.0	37.34	0.0	0.0	33.33	0.0	3.98	0.000119
specification	rhythm-relative	3	0.0	0.0	0.0	7.37	0.001193	66.67	0.0	0.0	29.33	0.0	33.33	0.0	0.0	8.57	0.00033
