Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	750	28.53	27.47
submodality	audio.mastermix.wav	250	31.6	28.8
submodality	symbolic.abc.txt	250	26.0	26.0
submodality	visual.short.png	250	28.0	27.6
piece_id	Anonymous_AusMeinesHerzensGrunde	78	23.08	20.51
piece_id	Bach_IchStehAnDeinerKrippe	66	28.79	24.24
piece_id	Crueger_AufAufMeinHerzMitFreuden	93	21.51	16.13
piece_id	Drese_JesuGehVoran	60	25.0	28.33
piece_id	Gesius_BefiehlDuDeineWege	96	39.58	34.38
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	66	21.21	21.21
piece_id	Jan_DuGrosserSchmerzensmann	75	36.0	34.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	63	26.98	28.57
piece_id	Vulpius_ChristusDerIstMeinLeben	84	35.71	35.71
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	69	23.19	30.43
is_nota_correct	0	600	25.17	19.0
is_nota_correct	1	150	42.0	61.33
meta-question_id	1	75	17.33	21.33
meta-question_id	10	51	29.41	25.49
meta-question_id	11	48	31.25	39.58
meta-question_id	2	75	28.0	18.67
meta-question_id	3	75	22.67	28.0
meta-question_id	4	75	48.0	36.0
meta-question_id	5	75	33.33	26.67
meta-question_id	6	75	40.0	42.67
meta-question_id	7	75	26.67	28.0
meta-question_id	8	75	17.33	18.67
meta-question_id	9	51	17.65	17.65
category	harmony	150	26.0	27.33
category	pitch	300	29.0	26.0
category	rhythm	300	29.33	29.0
subcategory	harmonic-recognition	150	26.0	27.33
subcategory	interval-recognition	150	35.33	32.0
subcategory	pitch-recognition	150	22.67	20.0
subcategory	proportion-recognition	150	22.0	23.33
subcategory	rhythmic-recognition	150	36.67	34.67
skill	cadence recognition	48	31.25	39.58
skill	chord recognition	51	29.41	25.49
skill	interval recognition	75	22.67	28.0
skill	interval statistics	75	48.0	36.0
skill	note length	75	33.33	26.67
skill	note length statistics	75	40.0	42.67
skill	pitch recognition	75	17.33	21.33
skill	pitch statistics	75	28.0	18.67
skill	rhythm pattern	75	26.67	28.0
skill	rhythm pattern statistics	75	17.33	18.67
skill	tonality recognition	51	17.65	17.65
rel/abs	absolute	351	29.63	27.07
rel/abs	relative	399	27.57	27.82
specification	harmony-absolute	51	29.41	25.49
specification	harmony-relative	99	24.24	28.28
specification	pitch-absolute	150	22.67	20.0
specification	pitch-relative	150	35.33	32.0
specification	rhythm-absolute	150	36.67	34.67
specification	rhythm-relative	150	22.0	23.33
