Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	75	38.67	34.67	26.67	29.33	44.0	28.0	29.33	16.0	17.33	41.33	33.33
submodality	audio.mastermix.wav	25	24.0	32.0	20.0	32.0	24.0	36.0	16.0	20.0	12.0	28.0	32.0
submodality	symbolic.abc.txt	25	52.0	36.0	36.0	32.0	72.0	32.0	28.0	8.0	16.0	60.0	44.0
submodality	visual.short.png	25	40.0	36.0	24.0	24.0	36.0	16.0	44.0	20.0	24.0	36.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	12	41.67	41.67	25.0	50.0	41.67	33.33	41.67	25.0	25.0	41.67	41.67
piece_id	Bach_IchStehAnDeinerKrippe	3	33.33	33.33	66.67	33.33	66.67	33.33	66.67	33.33	0.0	33.33	0.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	38.89	33.33	38.89	16.67	55.56	33.33	27.78	16.67	16.67	66.67	27.78
piece_id	Drese_JesuGehVoran	6	50.0	33.33	16.67	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67
piece_id	Gesius_BefiehlDuDeineWege	3	33.33	66.67	66.67	0.0	0.0	66.67	0.0	33.33	0.0	66.67	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	66.67	33.33	33.33	0.0	0.0	0.0	33.33	33.33	33.33	66.67
piece_id	Jan_DuGrosserSchmerzensmann	12	25.0	25.0	8.33	25.0	41.67	8.33	16.67	8.33	25.0	16.67	33.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	6	50.0	50.0	50.0	66.67	33.33	33.33	16.67	0.0	16.67	16.67	66.67
piece_id	Vulpius_ChristusDerIstMeinLeben	6	50.0	33.33	0.0	50.0	66.67	50.0	83.33	16.67	16.67	66.67	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	33.33	0.0	0.0	16.67	66.67	16.67	16.67	0.0	0.0	33.33	16.67
is_nota_correct	0	60	38.33	36.67	23.33	25.0	45.0	26.67	31.67	10.0	6.67	46.67	28.33
is_nota_correct	1	15	40.0	26.67	40.0	46.67	40.0	33.33	20.0	40.0	60.0	20.0	53.33
meta-question_id	1	9	33.33	33.33	0.0	33.33	44.44	55.56	22.22	22.22	22.22	44.44	22.22
meta-question_id	10	6	50.0	33.33	16.67	33.33	50.0	16.67	50.0	33.33	16.67	66.67	16.67
meta-question_id	11	3	0.0	33.33	0.0	0.0	33.33	0.0	0.0	33.33	0.0	0.0	66.67
meta-question_id	2	6	33.33	16.67	33.33	33.33	50.0	16.67	66.67	16.67	0.0	33.33	16.67
meta-question_id	3	9	44.44	11.11	33.33	0.0	44.44	0.0	22.22	11.11	22.22	33.33	22.22
meta-question_id	4	6	33.33	33.33	33.33	16.67	16.67	16.67	16.67	16.67	33.33	16.67	33.33
meta-question_id	5	9	88.89	77.78	33.33	66.67	55.56	33.33	44.44	0.0	11.11	55.56	55.56
meta-question_id	6	6	33.33	66.67	50.0	16.67	0.0	33.33	0.0	33.33	16.67	50.0	50.0
meta-question_id	7	9	0.0	22.22	44.44	33.33	77.78	44.44	11.11	11.11	11.11	55.56	55.56
meta-question_id	8	6	50.0	16.67	16.67	16.67	16.67	16.67	16.67	0.0	0.0	16.67	0.0
