Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	150	35.33	0.0	0.0	401.48	0.078463	30.67	0.0	0.0	2206.3	0.0	24.67	13.27	0.0	384.39	0.013255
submodality	audio.mastermix.wav	50	30.0	0.0	0.0	123.0	0.020544	30.0	0.0	0.0	270.41	0.0	28.0	8.33	0.0	114.37	0.00372
submodality	symbolic.abc.txt	50	42.0	0.0	0.0	144.18	0.028186	22.0	0.0	0.0	1357.7	0.0	20.0	20.0	0.0	148.12	0.005267
submodality	visual.short.png	50	34.0	0.0	0.0	134.31	0.029733	40.0	0.0	0.0	578.18	0.0	26.0	10.81	0.0	121.89	0.004268
piece_id	Anonymous_AusMeinesHerzensGrunde	15	53.33	0.0	0.0	37.23	0.008593	60.0	0.0	0.0	163.07	0.0	26.67	9.09	0.0	41.76	0.001462
piece_id	Bach_IchStehAnDeinerKrippe	18	50.0	0.0	0.0	46.88	0.008729	16.67	0.0	0.0	299.86	0.0	5.56	5.88	0.0	42.4	0.001451
piece_id	Crueger_AufAufMeinHerzMitFreuden	12	16.67	0.0	0.0	34.92	0.006836	25.0	0.0	0.0	76.0	0.0	16.67	20.0	0.0	33.38	0.001242
piece_id	Drese_JesuGehVoran	18	33.33	0.0	0.0	48.66	0.009596	33.33	0.0	0.0	343.91	0.0	11.11	18.75	0.0	39.39	0.001241
piece_id	Gesius_BefiehlDuDeineWege	18	27.78	0.0	0.0	46.8	0.010201	22.22	0.0	0.0	144.47	0.0	38.89	36.36	0.0	42.61	0.001603
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	6.67	0.0	0.0	38.43	0.007118	33.33	0.0	0.0	181.54	0.0	13.33	15.38	0.0	48.04	0.001496
