Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	1500	44.87	0.0	0.48	7407.65	1.498383	33.6	0.7	0.1	5858.4	0.212237
submodality	audio.mastermix.wav	500	31.4	0.0	0.58	2372.03	0.359657	30.8	0.87	0.29	2150.6	0.05162
submodality	symbolic.abc.txt	500	59.8	0.0	0.5	2535.48	0.590298	38.0	1.29	0.0	2098.75	0.092012
submodality	visual.short.png	500	43.4	0.0	0.35	2500.14	0.548428	32.0	0.0	0.0	1609.06	0.068604
piece_id	Anonymous_AusMeinesHerzensGrunde	162	39.51	0.0	2.04	757.93	0.174719	37.04	0.0	0.0	696.61	0.025243
piece_id	Bach_IchStehAnDeinerKrippe	165	47.88	0.0	0.0	809.6	0.163778	33.33	0.91	0.0	590.64	0.022928
piece_id	Crueger_AufAufMeinHerzMitFreuden	189	43.92	0.0	0.0	932.88	0.198002	36.51	0.83	0.0	782.08	0.030677
piece_id	Drese_JesuGehVoran	141	43.97	0.0	1.27	647.34	0.127264	36.88	1.12	0.0	596.7	0.018033
piece_id	Gesius_BefiehlDuDeineWege	138	42.03	0.0	0.0	655.8	0.143513	34.78	0.0	0.0	539.43	0.019535
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	141	47.52	0.0	1.35	720.05	0.138899	26.24	0.96	0.0	535.26	0.018818
piece_id	Jan_DuGrosserSchmerzensmann	144	44.44	0.0	0.0	724.93	0.145809	30.56	0.0	0.0	564.08	0.022278
piece_id	Telemann_DerLiebenSonneLichtUndPracht	141	53.19	0.0	0.0	742.32	0.15688	34.04	0.0	1.08	577.16	0.021736
