Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	750	45.47	0.0	0.0	2504.49	0.738404	31.33	6.6	0.58	8835.4	1.167648	40.0	0.22	0.0	14905.01	0.0	35.6	0.0	0.0	2364.95	0.103888
submodality	audio.mastermix.wav	250	30.0	0.0	0.0	755.68	0.176724	26.8	0.0	1.64	3793.96	1.024905	34.4	0.61	0.0	3337.64	0.0	28.8	0.0	0.0	966.34	0.025438
submodality	symbolic.abc.txt	250	63.2	0.0	0.0	857.39	0.291913	41.2	0.0	0.0	2204.41	0.073389	57.2	0.0	0.0	8603.43	0.0	46.0	0.0	0.0	823.5	0.046088
submodality	visual.short.png	250	43.2	0.0	0.0	891.42	0.269766	26.0	18.38	0.0	2837.03	0.069353	28.4	0.0	0.0	2963.95	0.0	32.0	0.0	0.0	575.1	0.032363
piece_id	Anonymous_AusMeinesHerzensGrunde	81	37.04	0.0	0.0	286.94	0.090779	28.4	5.17	1.72	775.63	0.163029	37.04	1.96	0.0	1883.0	0.0	23.46	0.0	0.0	272.94	0.012754
piece_id	Bach_IchStehAnDeinerKrippe	72	40.28	0.0	0.0	244.68	0.074711	26.39	11.32	0.0	1045.81	0.126578	37.5	0.0	0.0	1418.51	0.0	30.56	0.0	0.0	239.84	0.01002
piece_id	Crueger_AufAufMeinHerzMitFreuden	57	49.12	0.0	0.0	182.94	0.054788	35.09	2.7	0.0	499.63	0.101713	47.37	0.0	0.0	1471.26	0.0	35.09	0.0	0.0	163.83	0.007934
piece_id	Drese_JesuGehVoran	60	48.33	0.0	0.0	196.59	0.053578	28.33	4.65	0.0	501.24	0.074451	31.67	0.0	0.0	1211.81	0.0	45.0	0.0	0.0	185.74	0.007114
piece_id	Gesius_BefiehlDuDeineWege	84	47.62	0.0	0.0	286.41	0.090636	30.95	8.62	0.0	974.56	0.146599	36.9	0.0	0.0	1741.59	0.0	34.52	0.0	0.0	280.33	0.012125
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	54	51.85	0.0	0.0	166.72	0.051387	33.33	5.56	0.0	751.85	0.076197	42.59	0.0	0.0	1112.15	0.0	44.44	0.0	0.0	205.91	0.009601
