Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	750	33.73	0.0	0.0	2074.31	0.394258	24.8	13.48	0.0	2123.62	0.069536
submodality	audio.mastermix.wav	250	30.4	0.0	0.0	625.03	0.101052	27.2	3.3	0.0	609.72	0.018986
submodality	symbolic.abc.txt	250	31.6	0.0	0.0	722.57	0.14334	23.6	22.51	0.0	851.99	0.029321
submodality	visual.short.png	250	39.2	0.0	0.0	726.71	0.149865	23.6	14.14	0.0	661.91	0.021228
piece_id	Anonymous_AusMeinesHerzensGrunde	81	34.57	0.0	0.0	243.91	0.043123	28.4	10.34	0.0	245.18	0.008306
piece_id	Bach_IchStehAnDeinerKrippe	72	30.56	0.0	0.0	200.17	0.03728	25.0	22.22	0.0	193.69	0.006428
piece_id	Crueger_AufAufMeinHerzMitFreuden	57	22.81	0.0	0.0	178.32	0.03141	21.05	8.89	0.0	146.91	0.004829
piece_id	Drese_JesuGehVoran	60	36.67	0.0	0.0	165.3	0.031347	28.33	18.6	0.0	157.75	0.005511
piece_id	Gesius_BefiehlDuDeineWege	84	42.86	0.0	0.0	229.71	0.045967	20.24	17.91	0.0	224.63	0.00739
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	54	46.3	0.0	0.0	155.32	0.029336	33.33	11.11	0.0	163.34	0.005269
piece_id	Jan_DuGrosserSchmerzensmann	78	26.92	0.0	0.0	201.0	0.040544	29.49	14.55	0.0	220.88	0.007301
piece_id	Telemann_DerLiebenSonneLichtUndPracht	84	34.52	0.0	0.0	222.99	0.043772	23.81	9.38	0.0	242.38	0.007861
piece_id	Vulpius_ChristusDerIstMeinLeben	75	37.33	0.0	0.0	209.23	0.036514	18.67	13.11	0.0	211.53	0.006725
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	105	27.62	0.0	0.0	268.35	0.054965	22.86	9.88	0.0	317.32	0.009915
is_nota_correct	0	600	37.33	0.0	0.0	1656.92	0.314805	21.17	13.95	0.0	1676.28	0.054881
is_nota_correct	1	150	19.33	0.0	0.0	417.39	0.079452	39.33	10.99	0.0	447.34	0.014655
meta-question_id	1	75	36.0	0.0	0.0	195.79	0.039759	24.0	0.0	0.0	201.97	0.006977
meta-question_id	10	51	45.1	0.0	0.0	138.99	0.026256	19.61	34.15	0.0	144.93	0.004645
meta-question_id	11	48	20.83	0.0	0.0	130.37	0.02636	18.75	23.08	0.0	144.17	0.004187
meta-question_id	2	75	24.0	0.0	0.0	202.81	0.037984	20.0	1.67	0.0	184.06	0.006359
meta-question_id	3	75	33.33	0.0	0.0	201.12	0.043023	20.0	25.0	0.0	196.61	0.006624
meta-question_id	4	75	32.0	0.0	0.0	211.8	0.03819	25.33	7.14	0.0	202.17	0.006249
meta-question_id	5	75	37.33	0.0	0.0	229.36	0.038101	18.67	31.15	0.0	199.36	0.006291
meta-question_id	6	75	49.33	0.0	0.0	242.69	0.039397	49.33	7.89	0.0	207.59	0.00676
meta-question_id	7	75	49.33	0.0	0.0	190.89	0.042025	36.0	18.75	0.0	248.04	0.009228
meta-question_id	8	75	10.67	0.0	0.0	207.58	0.039875	10.67	0.0	0.0	251.54	0.00778
meta-question_id	9	51	31.37	0.0	0.0	122.89	0.023288	27.45	5.41	0.0	143.17	0.004434
category	harmony	150	32.67	0.0	0.0	392.26	0.075903	22.0	21.37	0.0	432.27	0.013267
category	pitch	300	31.33	0.0	0.0	811.53	0.158956	22.33	8.58	0.0	784.82	0.02621
category	rhythm	300	36.67	0.0	0.0	870.53	0.159398	28.67	14.49	0.0	906.53	0.030059
subcategory	harmonic-recognition	150	32.67	0.0	0.0	392.26	0.075903	22.0	21.37	0.0	432.27	0.013267
subcategory	interval-recognition	150	32.67	0.0	0.0	412.92	0.081213	22.67	16.38	0.0	398.78	0.012873
subcategory	pitch-recognition	150	30.0	0.0	0.0	398.6	0.077743	22.0	0.85	0.0	386.04	0.013337
subcategory	proportion-recognition	150	30.0	0.0	0.0	398.47	0.0819	23.33	7.83	0.0	499.58	0.017008
subcategory	rhythmic-recognition	150	43.33	0.0	0.0	472.06	0.077498	34.0	22.22	0.0	406.95	0.013051
skill	cadence recognition	48	20.83	0.0	0.0	130.37	0.02636	18.75	23.08	0.0	144.17	0.004187
skill	chord recognition	51	45.1	0.0	0.0	138.99	0.026256	19.61	34.15	0.0	144.93	0.004645
skill	interval recognition	75	33.33	0.0	0.0	201.12	0.043023	20.0	25.0	0.0	196.61	0.006624
skill	interval statistics	75	32.0	0.0	0.0	211.8	0.03819	25.33	7.14	0.0	202.17	0.006249
skill	note length	75	37.33	0.0	0.0	229.36	0.038101	18.67	31.15	0.0	199.36	0.006291
skill	note length statistics	75	49.33	0.0	0.0	242.69	0.039397	49.33	7.89	0.0	207.59	0.00676
skill	pitch recognition	75	36.0	0.0	0.0	195.79	0.039759	24.0	0.0	0.0	201.97	0.006977
skill	pitch statistics	75	24.0	0.0	0.0	202.81	0.037984	20.0	1.67	0.0	184.06	0.006359
skill	rhythm pattern	75	49.33	0.0	0.0	190.89	0.042025	36.0	18.75	0.0	248.04	0.009228
skill	rhythm pattern statistics	75	10.67	0.0	0.0	207.58	0.039875	10.67	0.0	0.0	251.54	0.00778
skill	tonality recognition	51	31.37	0.0	0.0	122.89	0.023288	27.45	5.41	0.0	143.17	0.004434
rel/abs	absolute	351	37.89	0.0	0.0	1009.65	0.181497	26.78	14.4	0.0	937.92	0.031033
rel/abs	relative	399	30.08	0.0	0.0	1064.66	0.212761	23.06	12.7	0.0	1185.7	0.038503
specification	harmony-absolute	51	45.1	0.0	0.0	138.99	0.026256	19.61	34.15	0.0	144.93	0.004645
specification	harmony-relative	99	26.26	0.0	0.0	253.26	0.049648	23.23	14.47	0.0	287.34	0.008622
specification	pitch-absolute	150	30.0	0.0	0.0	398.6	0.077743	22.0	0.85	0.0	386.04	0.013337
specification	pitch-relative	150	32.67	0.0	0.0	412.92	0.081213	22.67	16.38	0.0	398.78	0.012873
specification	rhythm-absolute	150	43.33	0.0	0.0	472.06	0.077498	34.0	22.22	0.0	406.95	0.013051
specification	rhythm-relative	150	30.0	0.0	0.0	398.47	0.0819	23.33	7.83	0.0	499.58	0.017008
