Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	750	34.0	0.0	0.0	2059.07	0.412645	22.53	12.56	0.0	2041.17	0.069668
submodality	audio.mastermix.wav	250	34.8	0.0	0.0	609.12	0.103665	21.6	4.08	0.0	596.88	0.019659
submodality	symbolic.abc.txt	250	31.6	0.0	0.0	735.76	0.148579	22.4	20.62	0.0	818.81	0.028889
submodality	visual.short.png	250	35.6	0.0	0.0	714.2	0.160401	23.6	13.09	0.0	625.48	0.021119
piece_id	Anonymous_AusMeinesHerzensGrunde	78	38.46	0.0	0.0	223.84	0.044048	24.36	16.95	0.0	195.72	0.006632
piece_id	Bach_IchStehAnDeinerKrippe	75	26.67	0.0	0.0	214.69	0.042941	30.67	17.31	0.0	213.34	0.007321
piece_id	Crueger_AufAufMeinHerzMitFreuden	81	32.1	0.0	0.0	221.5	0.044749	17.28	8.96	0.0	227.52	0.007855
piece_id	Drese_JesuGehVoran	81	35.8	0.0	0.0	219.21	0.045558	29.63	14.04	0.0	217.46	0.007207
piece_id	Gesius_BefiehlDuDeineWege	72	30.56	0.0	0.0	201.04	0.041512	13.89	12.9	0.0	176.06	0.00564
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	75	37.33	0.0	0.0	197.09	0.039174	21.33	10.17	0.0	204.75	0.007311
piece_id	Jan_DuGrosserSchmerzensmann	75	25.33	0.0	0.0	197.38	0.038199	13.33	6.15	0.0	215.11	0.007305
