Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	75	52.0	26.67	32.0	34.67	54.67	28.0	38.67	30.67	30.67	44.0	45.33
submodality	audio.mastermix.wav	25	40.0	16.0	40.0	24.0	44.0	20.0	20.0	40.0	28.0	40.0	28.0
submodality	symbolic.abc.txt	25	72.0	28.0	24.0	44.0	68.0	36.0	44.0	24.0	28.0	60.0	60.0
submodality	visual.short.png	25	44.0	36.0	32.0	36.0	52.0	28.0	52.0	28.0	36.0	32.0	48.0
piece_id	Anonymous_AusMeinesHerzensGrunde	18	44.44	22.22	5.56	16.67	44.44	16.67	16.67	16.67	11.11	38.89	27.78
piece_id	Bach_IchStehAnDeinerKrippe	3	66.67	66.67	33.33	33.33	66.67	66.67	33.33	33.33	0.0	33.33	33.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	83.33	33.33	66.67	33.33	66.67	33.33	33.33	33.33	33.33	50.0	50.0
piece_id	Drese_JesuGehVoran	3	33.33	33.33	33.33	0.0	66.67	33.33	0.0	33.33	33.33	0.0	33.33
piece_id	Gesius_BefiehlDuDeineWege	12	41.67	8.33	16.67	16.67	25.0	25.0	25.0	16.67	33.33	75.0	41.67
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	66.67	33.33	50.0	83.33	100.0	16.67	50.0	50.0	66.67	16.67	66.67
piece_id	Jan_DuGrosserSchmerzensmann	6	66.67	50.0	83.33	83.33	66.67	50.0	66.67	33.33	66.67	50.0	50.0
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	100.0	0.0	0.0	33.33	66.67	33.33	100.0	66.67	0.0	66.67	100.0
piece_id	Vulpius_ChristusDerIstMeinLeben	3	33.33	0.0	0.0	0.0	33.33	0.0	66.67	66.67	33.33	33.33	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	15	40.0	33.33	46.67	46.67	60.0	33.33	53.33	33.33	33.33	40.0	53.33
is_nota_correct	0	60	56.67	31.67	30.0	35.0	56.67	23.33	43.33	33.33	21.67	45.0	46.67
is_nota_correct	1	15	33.33	6.67	40.0	33.33	46.67	46.67	20.0	20.0	66.67	40.0	40.0
meta-question_id	1	9	33.33	33.33	33.33	22.22	55.56	22.22	11.11	11.11	44.44	33.33	33.33
meta-question_id	10	6	33.33	50.0	33.33	33.33	16.67	16.67	66.67	50.0	16.67	66.67	50.0
meta-question_id	11	3	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0.0	66.67	66.67
meta-question_id	2	6	66.67	16.67	16.67	50.0	66.67	0.0	16.67	0.0	16.67	50.0	33.33
