Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	300	30.33	28.33
submodality	audio.mastermix.wav	100	37.0	23.0
submodality	symbolic.abc.txt	100	29.0	36.0
submodality	visual.short.png	100	25.0	26.0
piece_id	Anonymous_AusMeinesHerzensGrunde	30	20.0	16.67
piece_id	Bach_IchStehAnDeinerKrippe	21	14.29	28.57
piece_id	Crueger_AufAufMeinHerzMitFreuden	39	23.08	23.08
piece_id	Drese_JesuGehVoran	33	30.3	27.27
piece_id	Gesius_BefiehlDuDeineWege	21	9.52	23.81
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	18	44.44	22.22
piece_id	Jan_DuGrosserSchmerzensmann	30	43.33	33.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	30	36.67	20.0
piece_id	Vulpius_ChristusDerIstMeinLeben	39	38.46	43.59
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	39	35.9	35.9
is_nota_correct	0	240	27.5	18.75
is_nota_correct	1	60	41.67	66.67
meta-question_id	1	30	26.67	16.67
meta-question_id	10	21	14.29	23.81
meta-question_id	11	18	33.33	22.22
meta-question_id	2	30	20.0	26.67
meta-question_id	3	30	23.33	23.33
meta-question_id	4	30	46.67	46.67
meta-question_id	5	30	36.67	20.0
meta-question_id	6	30	46.67	40.0
meta-question_id	7	30	36.67	50.0
meta-question_id	8	30	20.0	13.33
meta-question_id	9	21	23.81	23.81
category	harmony	60	23.33	23.33
category	pitch	120	29.17	28.33
category	rhythm	120	35.0	30.83
subcategory	harmonic-recognition	60	23.33	23.33
subcategory	interval-recognition	60	35.0	35.0
subcategory	pitch-recognition	60	23.33	21.67
subcategory	proportion-recognition	60	28.33	31.67
subcategory	rhythmic-recognition	60	41.67	30.0
skill	cadence recognition	18	33.33	22.22
skill	chord recognition	21	14.29	23.81
skill	interval recognition	30	23.33	23.33
skill	interval statistics	30	46.67	46.67
skill	note length	30	36.67	20.0
skill	note length statistics	30	46.67	40.0
skill	pitch recognition	30	26.67	16.67
skill	pitch statistics	30	20.0	26.67
skill	rhythm pattern	30	36.67	50.0
skill	rhythm pattern statistics	30	20.0	13.33
skill	tonality recognition	21	23.81	23.81
rel/abs	absolute	141	29.79	25.53
rel/abs	relative	159	30.82	30.82
specification	harmony-absolute	21	14.29	23.81
specification	harmony-relative	39	28.21	23.08
specification	pitch-absolute	60	23.33	21.67
specification	pitch-relative	60	35.0	35.0
specification	rhythm-absolute	60	41.67	30.0
specification	rhythm-relative	60	28.33	31.67
