Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	26.67	17.33
submodality	audio.mastermix.wav	25	20.0	12.0
submodality	symbolic.abc.txt	25	36.0	16.0
submodality	visual.short.png	25	24.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	12	25.0	25.0
piece_id	Bach_IchStehAnDeinerKrippe	3	66.67	0.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	38.89	16.67
piece_id	Drese_JesuGehVoran	6	16.67	16.67
piece_id	Gesius_BefiehlDuDeineWege	3	66.67	0.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	33.33
piece_id	Jan_DuGrosserSchmerzensmann	12	8.33	25.0
piece_id	Telemann_DerLiebenSonneLichtUndPracht	6	50.0	16.67
piece_id	Vulpius_ChristusDerIstMeinLeben	6	0.0	16.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	0.0	0.0
is_nota_correct	0	60	23.33	6.67
is_nota_correct	1	15	40.0	60.0
meta-question_id	1	9	0.0	22.22
meta-question_id	10	6	16.67	16.67
meta-question_id	11	3	0.0	0.0
meta-question_id	2	6	33.33	0.0
meta-question_id	3	9	33.33	22.22
meta-question_id	4	6	33.33	33.33
meta-question_id	5	9	33.33	11.11
meta-question_id	6	6	50.0	16.67
meta-question_id	7	9	44.44	11.11
meta-question_id	8	6	16.67	0.0
meta-question_id	9	6	16.67	50.0
category	harmony	15	13.33	26.67
category	pitch	30	23.33	20.0
category	rhythm	30	36.67	10.0
subcategory	harmonic-recognition	15	13.33	26.67
subcategory	interval-recognition	15	33.33	26.67
subcategory	pitch-recognition	15	13.33	13.33
subcategory	proportion-recognition	15	33.33	6.67
subcategory	rhythmic-recognition	15	40.0	13.33
skill	cadence recognition	3	0.0	0.0
skill	chord recognition	6	16.67	16.67
skill	interval recognition	9	33.33	22.22
skill	interval statistics	6	33.33	33.33
skill	note length	9	33.33	11.11
skill	note length statistics	6	50.0	16.67
skill	pitch recognition	9	0.0	22.22
skill	pitch statistics	6	33.33	0.0
skill	rhythm pattern	9	44.44	11.11
skill	rhythm pattern statistics	6	16.67	0.0
skill	tonality recognition	6	16.67	50.0
rel/abs	absolute	36	25.0	13.89
rel/abs	relative	39	28.21	20.51
specification	harmony-absolute	6	16.67	16.67
specification	harmony-relative	9	11.11	33.33
specification	pitch-absolute	15	13.33	13.33
specification	pitch-relative	15	33.33	26.67
specification	rhythm-absolute	15	40.0	13.33
specification	rhythm-relative	15	33.33	6.67
