Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
google/gemini-2.5-flash-lite	OVERALL	ALL	15	6	9	0	0	40.0	0.0	0.0	169.94	0.023954
google/gemini-2.5-flash-lite	submodality	audio.mastermix.wav	5	2	3	0	0	40.0	0.0	0.0	26.7	0.002806
google/gemini-2.5-flash-lite	submodality	symbolic.abc.txt	5	2	3	0	0	40.0	0.0	0.0	86.89	0.014044
google/gemini-2.5-flash-lite	submodality	visual.short.png	5	2	3	0	0	40.0	0.0	0.0	56.35	0.007105
google/gemini-2.5-flash-lite	piece_id	Anonymous_AusMeinesHerzensGrunde	3	0	3	0	0	0.0	0.0	0.0	15.24	0.001868
google/gemini-2.5-flash-lite	piece_id	Drese_JesuGehVoran	3	1	2	0	0	33.33	0.0	0.0	25.45	0.003348
google/gemini-2.5-flash-lite	piece_id	Gesius_BefiehlDuDeineWege	3	2	1	0	0	66.67	0.0	0.0	84.78	0.012162
google/gemini-2.5-flash-lite	piece_id	Jan_DuGrosserSchmerzensmann	3	2	1	0	0	66.67	0.0	0.0	33.04	0.005292
google/gemini-2.5-flash-lite	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	3	1	2	0	0	33.33	0.0	0.0	11.43	0.001284
google/gemini-2.5-flash-lite	is_nota_correct	0	12	6	6	0	0	50.0	0.0	0.0	108.63	0.014396
google/gemini-2.5-flash-lite	is_nota_correct	1	3	0	3	0	0	0.0	0.0	0.0	61.32	0.009558
google/gemini-2.5-flash-lite	meta-question_id	1	3	1	2	0	0	33.33	0.0	0.0	25.45	0.003348
google/gemini-2.5-flash-lite	meta-question_id	3	3	2	1	0	0	66.67	0.0	0.0	84.78	0.012162
google/gemini-2.5-flash-lite	meta-question_id	5	3	0	3	0	0	0.0	0.0	0.0	15.24	0.001868
google/gemini-2.5-flash-lite	meta-question_id	7	3	2	1	0	0	66.67	0.0	0.0	33.04	0.005292
google/gemini-2.5-flash-lite	meta-question_id	9	3	1	2	0	0	33.33	0.0	0.0	11.43	0.001284
google/gemini-2.5-flash-lite	category	harmony	3	1	2	0	0	33.33	0.0	0.0	11.43	0.001284
google/gemini-2.5-flash-lite	category	pitch	6	3	3	0	0	50.0	0.0	0.0	110.23	0.01551
google/gemini-2.5-flash-lite	category	rhythm	6	2	4	0	0	33.33	0.0	0.0	48.28	0.00716
google/gemini-2.5-flash-lite	subcategory	harmonic-recognition	3	1	2	0	0	33.33	0.0	0.0	11.43	0.001284
google/gemini-2.5-flash-lite	subcategory	interval-recognition	3	2	1	0	0	66.67	0.0	0.0	84.78	0.012162
google/gemini-2.5-flash-lite	subcategory	pitch-recognition	3	1	2	0	0	33.33	0.0	0.0	25.45	0.003348
google/gemini-2.5-flash-lite	subcategory	proportion-recognition	3	2	1	0	0	66.67	0.0	0.0	33.04	0.005292
google/gemini-2.5-flash-lite	subcategory	rhythmic-recognition	3	0	3	0	0	0.0	0.0	0.0	15.24	0.001868
google/gemini-2.5-flash-lite	skill	interval recognition	3	2	1	0	0	66.67	0.0	0.0	84.78	0.012162
google/gemini-2.5-flash-lite	skill	note length	3	0	3	0	0	0.0	0.0	0.0	15.24	0.001868
google/gemini-2.5-flash-lite	skill	pitch recognition	3	1	2	0	0	33.33	0.0	0.0	25.45	0.003348
google/gemini-2.5-flash-lite	skill	rhythm pattern	3	2	1	0	0	66.67	0.0	0.0	33.04	0.005292
google/gemini-2.5-flash-lite	skill	tonality recognition	3	1	2	0	0	33.33	0.0	0.0	11.43	0.001284
google/gemini-2.5-flash-lite	rel/abs	absolute	6	1	5	0	0	16.67	0.0	0.0	40.69	0.005217
google/gemini-2.5-flash-lite	rel/abs	relative	9	5	4	0	0	55.56	0.0	0.0	129.25	0.018738
google/gemini-2.5-flash-lite	specification	harmony-relative	3	1	2	0	0	33.33	0.0	0.0	11.43	0.001284
google/gemini-2.5-flash-lite	specification	pitch-absolute	3	1	2	0	0	33.33	0.0	0.0	25.45	0.003348
google/gemini-2.5-flash-lite	specification	pitch-relative	3	2	1	0	0	66.67	0.0	0.0	84.78	0.012162
google/gemini-2.5-flash-lite	specification	rhythm-absolute	3	0	3	0	0	0.0	0.0	0.0	15.24	0.001868
google/gemini-2.5-flash-lite	specification	rhythm-relative	3	2	1	0	0	66.67	0.0	0.0	33.04	0.005292
