Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	15	46.67	0.0	0.0	44.56	0.011614	40.0	11.11	0.0	122.06	0.022622	33.33	0.0	0.0	147.66	0.0	53.33	0.0	0.0	45.98	0.00197	26.67	0.0	0.0	125.5	0.016255	73.33	0.0	0.0	53.9	0.122292
submodality	audio.mastermix.wav	5	20.0	0.0	0.0	14.72	0.003039	60.0	0.0	0.0	24.23	0.020234	20.0	0.0	0.0	20.96	0.0	40.0	0.0	0.0	19.44	0.000487	0.0	0.0	0.0	36.03	0.004307	60.0	0.0	0.0	22.14	0.085977
submodality	symbolic.abc.txt	5	80.0	0.0	0.0	16.15	0.004677	40.0	0.0	0.0	24.14	0.000873	60.0	0.0	0.0	91.35	0.0	80.0	0.0	0.0	14.94	0.000843	60.0	0.0	0.0	27.82	0.004046	100.0	0.0	0.0	18.0	0.026163
submodality	visual.short.png	5	40.0	0.0	0.0	13.69	0.003898	20.0	25.0	0.0	73.69	0.001515	20.0	0.0	0.0	35.34	0.0	40.0	0.0	0.0	11.59	0.00064	20.0	0.0	0.0	61.65	0.007903	60.0	0.0	0.0	13.76	0.010152
piece_id	Crueger_AufAufMeinHerzMitFreuden	3	66.67	0.0	0.0	9.63	0.002133	66.67	0.0	0.0	10.85	0.005096	66.67	0.0	0.0	21.8	0.0	33.33	0.0	0.0	7.73	0.000314	33.33	0.0	0.0	30.47	0.003655	66.67	0.0	0.0	10.13	0.025505
piece_id	Drese_JesuGehVoran	3	0.0	0.0	0.0	10.23	0.002593	0.0	0.0	0.0	13.35	0.003706	0.0	0.0	0.0	30.34	0.0	66.67	0.0	0.0	10.78	0.000412	66.67	0.0	0.0	10.9	0.00116	66.67	0.0	0.0	10.55	0.02157
piece_id	Jan_DuGrosserSchmerzensmann	3	33.33	0.0	0.0	10.54	0.003116	33.33	50.0	0.0	78.93	0.005842	0.0	0.0	0.0	53.44	0.0	33.33	0.0	0.0	12.87	0.000624	0.0	0.0	0.0	52.33	0.007637	33.33	0.0	0.0	14.99	0.028243
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	33.33	0.0	0.0	7.71	0.002383	66.67	0.0	0.0	13.11	0.006217	33.33	0.0	0.0	26.36	0.0	33.33	0.0	0.0	8.45	0.000367	33.33	0.0	0.0	18.07	0.002139	100.0	0.0	0.0	10.37	0.03205
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	3	100.0	0.0	0.0	6.44	0.001389	33.33	0.0	0.0	5.82	0.001761	66.67	0.0	0.0	15.72	0.0	100.0	0.0	0.0	6.15	0.000253	0.0	0.0	0.0	13.74	0.001665	100.0	0.0	0.0	7.86	0.014925
is_nota_correct	0	12	50.0	0.0	0.0	37.55	0.009909	41.67	14.29	0.0	109.81	0.018276	33.33	0.0	0.0	127.88	0.0	50.0	0.0	0.0	38.9	0.001677	33.33	0.0	0.0	92.9	0.01148	75.0	0.0	0.0	44.6	0.097967
is_nota_correct	1	3	33.33	0.0	0.0	7.0	0.001704	33.33	0.0	0.0	12.25	0.004346	33.33	0.0	0.0	19.78	0.0	66.67	0.0	0.0	7.08	0.000292	0.0	0.0	0.0	32.6	0.004775	66.67	0.0	0.0	9.3	0.024325
meta-question_id	1	3	33.33	0.0	0.0	7.71	0.002383	66.67	0.0	0.0	13.11	0.006217	33.33	0.0	0.0	26.36	0.0	33.33	0.0	0.0	8.45	0.000367	33.33	0.0	0.0	18.07	0.002139	100.0	0.0	0.0	10.37	0.03205
meta-question_id	3	3	33.33	0.0	0.0	10.54	0.003116	33.33	50.0	0.0	78.93	0.005842	0.0	0.0	0.0	53.44	0.0	33.33	0.0	0.0	12.87	0.000624	0.0	0.0	0.0	52.33	0.007637	33.33	0.0	0.0	14.99	0.028243
meta-question_id	5	3	0.0	0.0	0.0	10.23	0.002593	0.0	0.0	0.0	13.35	0.003706	0.0	0.0	0.0	30.34	0.0	66.67	0.0	0.0	10.78	0.000412	66.67	0.0	0.0	10.9	0.00116	66.67	0.0	0.0	10.55	0.02157
meta-question_id	7	3	100.0	0.0	0.0	6.44	0.001389	33.33	0.0	0.0	5.82	0.001761	66.67	0.0	0.0	15.72	0.0	100.0	0.0	0.0	6.15	0.000253	0.0	0.0	0.0	13.74	0.001665	100.0	0.0	0.0	7.86	0.014925
meta-question_id	9	3	66.67	0.0	0.0	9.63	0.002133	66.67	0.0	0.0	10.85	0.005096	66.67	0.0	0.0	21.8	0.0	33.33	0.0	0.0	7.73	0.000314	33.33	0.0	0.0	30.47	0.003655	66.67	0.0	0.0	10.13	0.025505
category	harmony	3	66.67	0.0	0.0	9.63	0.002133	66.67	0.0	0.0	10.85	0.005096	66.67	0.0	0.0	21.8	0.0	33.33	0.0	0.0	7.73	0.000314	33.33	0.0	0.0	30.47	0.003655	66.67	0.0	0.0	10.13	0.025505
category	pitch	6	33.33	0.0	0.0	18.25	0.005498	50.0	33.33	0.0	92.04	0.012059	16.67	0.0	0.0	79.8	0.0	33.33	0.0	0.0	21.32	0.000991	16.67	0.0	0.0	70.4	0.009776	66.67	0.0	0.0	25.36	0.060292
category	rhythm	6	50.0	0.0	0.0	16.68	0.003982	16.67	0.0	0.0	19.17	0.005467	33.33	0.0	0.0	46.06	0.0	83.33	0.0	0.0	16.93	0.000665	33.33	0.0	0.0	24.64	0.002825	83.33	0.0	0.0	18.42	0.036495
subcategory	harmonic-recognition	3	66.67	0.0	0.0	9.63	0.002133	66.67	0.0	0.0	10.85	0.005096	66.67	0.0	0.0	21.8	0.0	33.33	0.0	0.0	7.73	0.000314	33.33	0.0	0.0	30.47	0.003655	66.67	0.0	0.0	10.13	0.025505
subcategory	interval-recognition	3	33.33	0.0	0.0	10.54	0.003116	33.33	50.0	0.0	78.93	0.005842	0.0	0.0	0.0	53.44	0.0	33.33	0.0	0.0	12.87	0.000624	0.0	0.0	0.0	52.33	0.007637	33.33	0.0	0.0	14.99	0.028243
subcategory	pitch-recognition	3	33.33	0.0	0.0	7.71	0.002383	66.67	0.0	0.0	13.11	0.006217	33.33	0.0	0.0	26.36	0.0	33.33	0.0	0.0	8.45	0.000367	33.33	0.0	0.0	18.07	0.002139	100.0	0.0	0.0	10.37	0.03205
subcategory	proportion-recognition	3	100.0	0.0	0.0	6.44	0.001389	33.33	0.0	0.0	5.82	0.001761	66.67	0.0	0.0	15.72	0.0	100.0	0.0	0.0	6.15	0.000253	0.0	0.0	0.0	13.74	0.001665	100.0	0.0	0.0	7.86	0.014925
subcategory	rhythmic-recognition	3	0.0	0.0	0.0	10.23	0.002593	0.0	0.0	0.0	13.35	0.003706	0.0	0.0	0.0	30.34	0.0	66.67	0.0	0.0	10.78	0.000412	66.67	0.0	0.0	10.9	0.00116	66.67	0.0	0.0	10.55	0.02157
skill	interval recognition	3	33.33	0.0	0.0	10.54	0.003116	33.33	50.0	0.0	78.93	0.005842	0.0	0.0	0.0	53.44	0.0	33.33	0.0	0.0	12.87	0.000624	0.0	0.0	0.0	52.33	0.007637	33.33	0.0	0.0	14.99	0.028243
skill	note length	3	0.0	0.0	0.0	10.23	0.002593	0.0	0.0	0.0	13.35	0.003706	0.0	0.0	0.0	30.34	0.0	66.67	0.0	0.0	10.78	0.000412	66.67	0.0	0.0	10.9	0.00116	66.67	0.0	0.0	10.55	0.02157
skill	pitch recognition	3	33.33	0.0	0.0	7.71	0.002383	66.67	0.0	0.0	13.11	0.006217	33.33	0.0	0.0	26.36	0.0	33.33	0.0	0.0	8.45	0.000367	33.33	0.0	0.0	18.07	0.002139	100.0	0.0	0.0	10.37	0.03205
skill	rhythm pattern	3	100.0	0.0	0.0	6.44	0.001389	33.33	0.0	0.0	5.82	0.001761	66.67	0.0	0.0	15.72	0.0	100.0	0.0	0.0	6.15	0.000253	0.0	0.0	0.0	13.74	0.001665	100.0	0.0	0.0	7.86	0.014925
skill	tonality recognition	3	66.67	0.0	0.0	9.63	0.002133	66.67	0.0	0.0	10.85	0.005096	66.67	0.0	0.0	21.8	0.0	33.33	0.0	0.0	7.73	0.000314	33.33	0.0	0.0	30.47	0.003655	66.67	0.0	0.0	10.13	0.025505
rel/abs	absolute	6	16.67	0.0	0.0	17.94	0.004976	33.33	0.0	0.0	26.46	0.009923	16.67	0.0	0.0	56.69	0.0	50.0	0.0	0.0	19.23	0.000779	50.0	0.0	0.0	28.97	0.003299	83.33	0.0	0.0	20.92	0.05362
rel/abs	relative	9	66.67	0.0	0.0	26.61	0.006638	44.44	20.0	0.0	95.6	0.012699	44.44	0.0	0.0	90.97	0.0	55.56	0.0	0.0	26.75	0.001191	11.11	0.0	0.0	96.54	0.012956	66.67	0.0	0.0	32.98	0.068672
specification	harmony-relative	3	66.67	0.0	0.0	9.63	0.002133	66.67	0.0	0.0	10.85	0.005096	66.67	0.0	0.0	21.8	0.0	33.33	0.0	0.0	7.73	0.000314	33.33	0.0	0.0	30.47	0.003655	66.67	0.0	0.0	10.13	0.025505
specification	pitch-absolute	3	33.33	0.0	0.0	7.71	0.002383	66.67	0.0	0.0	13.11	0.006217	33.33	0.0	0.0	26.36	0.0	33.33	0.0	0.0	8.45	0.000367	33.33	0.0	0.0	18.07	0.002139	100.0	0.0	0.0	10.37	0.03205
specification	pitch-relative	3	33.33	0.0	0.0	10.54	0.003116	33.33	50.0	0.0	78.93	0.005842	0.0	0.0	0.0	53.44	0.0	33.33	0.0	0.0	12.87	0.000624	0.0	0.0	0.0	52.33	0.007637	33.33	0.0	0.0	14.99	0.028243
specification	rhythm-absolute	3	0.0	0.0	0.0	10.23	0.002593	0.0	0.0	0.0	13.35	0.003706	0.0	0.0	0.0	30.34	0.0	66.67	0.0	0.0	10.78	0.000412	66.67	0.0	0.0	10.9	0.00116	66.67	0.0	0.0	10.55	0.02157
specification	rhythm-relative	3	100.0	0.0	0.0	6.44	0.001389	33.33	0.0	0.0	5.82	0.001761	66.67	0.0	0.0	15.72	0.0	100.0	0.0	0.0	6.15	0.000253	0.0	0.0	0.0	13.74	0.001665	100.0	0.0	0.0	7.86	0.014925
