Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-google/gemini-2.0-flash-lite-001	OVERALL	ALL	447	124	323	41	0	27.74	12.69	0.0	1435.19	0.040552
text-only-google/gemini-2.0-flash-lite-001	submodality	audio.mastermix.wav	149	41	108	3	0	27.52	2.78	0.0	470.05	0.012437
text-only-google/gemini-2.0-flash-lite-001	submodality	symbolic.musicxml	151	43	108	22	0	28.48	20.37	0.0	522.25	0.015158
text-only-google/gemini-2.0-flash-lite-001	submodality	visual.short.png	147	40	107	16	0	27.21	14.95	0.0	442.88	0.012957
text-only-google/gemini-2.0-flash-lite-001	piece_id	Anonymous_AusMeinesHerzensGrunde	43	11	32	2	0	25.58	6.25	0.0	148.56	0.003482
text-only-google/gemini-2.0-flash-lite-001	piece_id	Bach_IchStehAnDeinerKrippe	57	15	42	6	0	26.32	14.29	0.0	230.54	0.005829
text-only-google/gemini-2.0-flash-lite-001	piece_id	Crueger_AufAufMeinHerzMitFreuden	38	8	30	5	0	21.05	16.67	0.0	90.11	0.002871
text-only-google/gemini-2.0-flash-lite-001	piece_id	Drese_JesuGehVoran	29	9	20	2	0	31.03	10.0	0.0	72.0	0.002163
text-only-google/gemini-2.0-flash-lite-001	piece_id	Gesius_BefiehlDuDeineWege	47	14	33	4	0	29.79	12.12	0.0	152.71	0.004352
text-only-google/gemini-2.0-flash-lite-001	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	43	16	27	3	0	37.21	11.11	0.0	147.13	0.003701
text-only-google/gemini-2.0-flash-lite-001	piece_id	Jan_DuGrosserSchmerzensmann	43	9	34	2	0	20.93	5.88	0.0	136.63	0.004208
text-only-google/gemini-2.0-flash-lite-001	piece_id	Telemann_DerLiebenSonneLichtUndPracht	49	18	31	3	0	36.73	9.68	0.0	142.96	0.004367
text-only-google/gemini-2.0-flash-lite-001	piece_id	Vulpius_ChristusDerIstMeinLeben	63	17	46	8	0	26.98	17.39	0.0	205.36	0.00587
text-only-google/gemini-2.0-flash-lite-001	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	35	7	28	6	0	20.0	21.43	0.0	109.19	0.003709
text-only-google/gemini-2.0-flash-lite-001	is_nota_correct	0	360	88	272	32	0	24.44	11.76	0.0	1133.8	0.031863
text-only-google/gemini-2.0-flash-lite-001	is_nota_correct	1	87	36	51	9	0	41.38	17.65	0.0	301.38	0.008689
