Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	150	29.33	0.0	0.0	766.99	0.192303	32.0	0.0	0.0	508.11	0.044641
submodality	audio.mastermix.wav	50	42.0	0.0	0.0	264.2	0.045612	34.0	0.0	0.0	231.22	0.006682
submodality	symbolic.abc.txt	50	18.0	0.0	0.0	294.32	0.124478	34.0	0.0	0.0	157.01	0.032015
submodality	visual.short.png	50	28.0	0.0	0.0	208.47	0.022213	28.0	0.0	0.0	119.88	0.005944
piece_id	Anonymous_AusMeinesHerzensGrunde	15	20.0	0.0	0.0	80.48	0.018969	20.0	0.0	0.0	48.0	0.004465
piece_id	Bach_IchStehAnDeinerKrippe	18	11.11	0.0	0.0	86.85	0.023255	22.22	0.0	0.0	62.94	0.00565
piece_id	Crueger_AufAufMeinHerzMitFreuden	12	33.33	0.0	0.0	71.35	0.015572	33.33	0.0	0.0	45.07	0.003508
piece_id	Drese_JesuGehVoran	18	22.22	0.0	0.0	94.64	0.021575	27.78	0.0	0.0	54.65	0.005345
piece_id	Gesius_BefiehlDuDeineWege	18	33.33	0.0	0.0	106.25	0.023546	33.33	0.0	0.0	49.61	0.005325
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	6.67	0.0	0.0	66.83	0.020262	13.33	0.0	0.0	58.37	0.004653
piece_id	Jan_DuGrosserSchmerzensmann	15	26.67	0.0	0.0	70.68	0.019555	26.67	0.0	0.0	75.52	0.004313
piece_id	Telemann_DerLiebenSonneLichtUndPracht	9	66.67	0.0	0.0	53.45	0.011395	55.56	0.0	0.0	27.07	0.002554
piece_id	Vulpius_ChristusDerIstMeinLeben	9	55.56	0.0	0.0	32.69	0.011532	55.56	0.0	0.0	23.77	0.002654
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	21	42.86	0.0	0.0	103.77	0.026643	47.62	0.0	0.0	63.12	0.006174
is_nota_correct	0	120	24.17	0.0	0.0	604.55	0.163735	27.5	0.0	0.0	408.88	0.038752
is_nota_correct	1	30	50.0	0.0	0.0	162.44	0.028568	50.0	0.0	0.0	99.23	0.005889
meta-question_id	1	15	13.33	0.0	0.0	98.55	0.019617	13.33	0.0	0.0	48.96	0.004599
meta-question_id	10	9	44.44	0.0	0.0	44.26	0.011324	33.33	0.0	0.0	27.45	0.002661
meta-question_id	11	9	22.22	0.0	0.0	36.38	0.011107	11.11	0.0	0.0	32.42	0.002653
meta-question_id	2	15	13.33	0.0	0.0	66.72	0.020091	33.33	0.0	0.0	68.4	0.004806
meta-question_id	3	15	33.33	0.0	0.0	51.73	0.019739	33.33	0.0	0.0	45.22	0.004436
meta-question_id	4	15	60.0	0.0	0.0	68.51	0.01876	40.0	0.0	0.0	43.68	0.004332
meta-question_id	5	15	20.0	0.0	0.0	70.56	0.020334	26.67	0.0	0.0	50.99	0.004392
meta-question_id	6	15	33.33	0.0	0.0	85.53	0.017604	60.0	0.0	0.0	75.55	0.004455
meta-question_id	7	15	46.67	0.0	0.0	114.03	0.01966	53.33	0.0	0.0	44.77	0.004571
meta-question_id	8	15	26.67	0.0	0.0	56.02	0.019352	20.0	0.0	0.0	41.9	0.004334
meta-question_id	9	12	8.33	0.0	0.0	74.71	0.014716	16.67	0.0	0.0	28.77	0.003403
category	harmony	30	23.33	0.0	0.0	155.34	0.037146	20.0	0.0	0.0	88.64	0.008717
category	pitch	60	30.0	0.0	0.0	285.52	0.078207	30.0	0.0	0.0	206.27	0.018173
category	rhythm	60	31.67	0.0	0.0	326.13	0.07695	40.0	0.0	0.0	213.21	0.017751
subcategory	harmonic-recognition	30	23.33	0.0	0.0	155.34	0.037146	20.0	0.0	0.0	88.64	0.008717
subcategory	interval-recognition	30	46.67	0.0	0.0	120.25	0.038499	36.67	0.0	0.0	88.9	0.008768
subcategory	pitch-recognition	30	13.33	0.0	0.0	165.27	0.039708	23.33	0.0	0.0	117.36	0.009405
subcategory	proportion-recognition	30	36.67	0.0	0.0	170.05	0.039011	36.67	0.0	0.0	86.66	0.008904
subcategory	rhythmic-recognition	30	26.67	0.0	0.0	156.09	0.037939	43.33	0.0	0.0	126.54	0.008847
skill	cadence recognition	9	22.22	0.0	0.0	36.38	0.011107	11.11	0.0	0.0	32.42	0.002653
skill	chord recognition	9	44.44	0.0	0.0	44.26	0.011324	33.33	0.0	0.0	27.45	0.002661
skill	interval recognition	15	33.33	0.0	0.0	51.73	0.019739	33.33	0.0	0.0	45.22	0.004436
skill	interval statistics	15	60.0	0.0	0.0	68.51	0.01876	40.0	0.0	0.0	43.68	0.004332
skill	note length	15	20.0	0.0	0.0	70.56	0.020334	26.67	0.0	0.0	50.99	0.004392
skill	note length statistics	15	33.33	0.0	0.0	85.53	0.017604	60.0	0.0	0.0	75.55	0.004455
skill	pitch recognition	15	13.33	0.0	0.0	98.55	0.019617	13.33	0.0	0.0	48.96	0.004599
skill	pitch statistics	15	13.33	0.0	0.0	66.72	0.020091	33.33	0.0	0.0	68.4	0.004806
skill	rhythm pattern	15	46.67	0.0	0.0	114.03	0.01966	53.33	0.0	0.0	44.77	0.004571
skill	rhythm pattern statistics	15	26.67	0.0	0.0	56.02	0.019352	20.0	0.0	0.0	41.9	0.004334
skill	tonality recognition	12	8.33	0.0	0.0	74.71	0.014716	16.67	0.0	0.0	28.77	0.003403
rel/abs	absolute	69	23.19	0.0	0.0	365.62	0.08897	33.33	0.0	0.0	271.36	0.020913
rel/abs	relative	81	34.57	0.0	0.0	401.38	0.103333	30.86	0.0	0.0	236.75	0.023728
specification	harmony-absolute	9	44.44	0.0	0.0	44.26	0.011324	33.33	0.0	0.0	27.45	0.002661
specification	harmony-relative	21	14.29	0.0	0.0	111.08	0.025823	14.29	0.0	0.0	61.19	0.006056
specification	pitch-absolute	30	13.33	0.0	0.0	165.27	0.039708	23.33	0.0	0.0	117.36	0.009405
specification	pitch-relative	30	46.67	0.0	0.0	120.25	0.038499	36.67	0.0	0.0	88.9	0.008768
specification	rhythm-absolute	30	26.67	0.0	0.0	156.09	0.037939	43.33	0.0	0.0	126.54	0.008847
specification	rhythm-relative	30	36.67	0.0	0.0	170.05	0.039011	36.67	0.0	0.0	86.66	0.008904
