Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	300	34.67	0.0	0.0	756.75	0.165851	25.0	0.0	0.0	4806.44	0.0	23.0	12.55	0.0	785.15	0.027349
submodality	audio.mastermix.wav	100	35.0	0.0	0.0	222.15	0.041609	27.0	0.0	0.0	652.17	0.0	22.0	6.41	0.0	241.52	0.007906
submodality	symbolic.abc.txt	100	39.0	0.0	0.0	271.03	0.060031	19.0	0.0	0.0	2852.76	0.0	23.0	23.38	0.0	303.2	0.011258
submodality	visual.short.png	100	30.0	0.0	0.0	263.57	0.064211	29.0	0.0	0.0	1301.51	0.0	24.0	7.89	0.0	240.42	0.008185
piece_id	Anonymous_AusMeinesHerzensGrunde	45	33.33	0.0	0.0	117.95	0.024953	26.67	0.0	0.0	493.42	0.0	26.67	9.09	0.0	112.36	0.003927
piece_id	Bach_IchStehAnDeinerKrippe	39	28.21	0.0	0.0	102.38	0.022861	15.38	0.0	0.0	483.45	0.0	20.51	9.68	0.0	113.71	0.004238
piece_id	Crueger_AufAufMeinHerzMitFreuden	21	42.86	0.0	0.0	54.76	0.01205	57.14	0.0	0.0	245.49	0.0	23.81	18.75	0.0	56.87	0.002038
piece_id	Drese_JesuGehVoran	21	38.1	0.0	0.0	53.37	0.011335	28.57	0.0	0.0	530.25	0.0	23.81	6.25	0.0	58.06	0.001932
piece_id	Gesius_BefiehlDuDeineWege	33	36.36	0.0	0.0	78.98	0.017666	15.15	0.0	0.0	504.79	0.0	24.24	12.0	0.0	87.66	0.003203
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	12	25.0	0.0	0.0	28.27	0.00601	16.67	0.0	0.0	179.18	0.0	8.33	9.09	0.0	28.19	0.001013
piece_id	Jan_DuGrosserSchmerzensmann	39	35.9	0.0	0.0	100.36	0.020019	23.08	0.0	0.0	721.58	0.0	23.08	6.67	0.0	110.08	0.003447
piece_id	Telemann_DerLiebenSonneLichtUndPracht	27	22.22	0.0	0.0	66.3	0.015705	14.81	0.0	0.0	494.81	0.0	14.81	17.39	0.0	57.92	0.002075
piece_id	Vulpius_ChristusDerIstMeinLeben	18	55.56	0.0	0.0	39.89	0.009382	27.78	0.0	0.0	387.22	0.0	38.89	36.36	0.0	38.21	0.00135
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	45	35.56	0.0	0.0	114.48	0.025871	31.11	0.0	0.0	766.27	0.0	22.22	14.29	0.0	122.09	0.004127
is_nota_correct	0	240	37.92	0.0	0.0	601.89	0.131356	22.5	0.0	0.0	3900.53	0.0	20.83	10.53	0.0	626.31	0.022381
