Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	300	36.33	0.52	0.0	768.08	0.160778	25.67	0.0	0.0	3875.48	0.0	24.0	11.84	0.0	925.43	0.027592
submodality	audio.mastermix.wav	100	35.0	0.0	0.0	223.01	0.041224	25.0	0.0	0.0	568.69	0.0	23.0	5.19	0.0	280.23	0.007307
submodality	symbolic.abc.txt	100	37.0	1.59	0.0	285.7	0.058069	23.0	0.0	0.0	2211.05	0.0	26.0	17.57	0.0	363.73	0.012189
submodality	visual.short.png	100	37.0	0.0	0.0	259.38	0.061485	29.0	0.0	0.0	1095.75	0.0	23.0	12.99	0.0	281.46	0.008097
piece_id	Anonymous_AusMeinesHerzensGrunde	33	33.33	0.0	0.0	79.72	0.017652	24.24	0.0	0.0	429.21	0.0	18.18	18.52	0.0	77.99	0.002539
piece_id	Bach_IchStehAnDeinerKrippe	42	38.1	0.0	0.0	105.64	0.02418	26.19	0.0	0.0	646.05	0.0	33.33	14.29	0.0	128.71	0.003538
piece_id	Crueger_AufAufMeinHerzMitFreuden	30	30.0	0.0	0.0	82.61	0.016313	23.33	0.0	0.0	291.85	0.0	20.0	16.67	0.0	96.69	0.0028
piece_id	Drese_JesuGehVoran	30	33.33	0.0	0.0	78.42	0.017506	23.33	0.0	0.0	440.76	0.0	30.0	9.52	0.0	103.47	0.003344
piece_id	Gesius_BefiehlDuDeineWege	30	30.0	4.76	0.0	76.27	0.015448	13.33	0.0	0.0	493.91	0.0	20.0	12.5	0.0	86.82	0.002874
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	40.0	0.0	0.0	36.36	0.007992	0.0	0.0	0.0	114.9	0.0	0.0	13.33	0.0	59.34	0.001773
piece_id	Jan_DuGrosserSchmerzensmann	33	42.42	0.0	0.0	93.46	0.018756	21.21	0.0	0.0	408.88	0.0	21.21	11.54	0.0	86.41	0.003026
piece_id	Telemann_DerLiebenSonneLichtUndPracht	36	47.22	0.0	0.0	90.62	0.018418	36.11	0.0	0.0	343.48	0.0	25.0	11.11	0.0	96.99	0.002952
piece_id	Vulpius_ChristusDerIstMeinLeben	24	41.67	0.0	0.0	56.73	0.011673	29.17	0.0	0.0	261.34	0.0	29.17	5.88	0.0	93.82	0.001999
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	25.93	0.0	0.0	68.25	0.01284	48.15	0.0	0.0	445.1	0.0	29.63	0.0	0.0	95.17	0.002747
is_nota_correct	0	240	43.33	0.74	0.0	605.94	0.126916	22.5	0.0	0.0	2984.01	0.0	19.17	11.34	0.0	739.62	0.021939
is_nota_correct	1	60	8.33	0.0	0.0	162.14	0.033862	38.33	0.0	0.0	891.47	0.0	43.33	14.71	0.0	185.81	0.005653
meta-question_id	1	30	43.33	0.0	0.0	74.74	0.016334	23.33	0.0	0.0	609.26	0.0	20.0	0.0	0.0	147.88	0.003222
meta-question_id	10	21	33.33	0.0	0.0	52.7	0.010917	19.05	0.0	0.0	376.31	0.0	38.1	23.08	0.0	48.34	0.00169
meta-question_id	11	18	33.33	0.0	0.0	48.53	0.009906	27.78	0.0	0.0	135.91	0.0	27.78	46.15	0.0	38.16	0.001322
meta-question_id	2	30	20.0	4.17	0.0	72.99	0.01505	23.33	0.0	0.0	379.7	0.0	30.0	4.76	0.0	135.1	0.002295
meta-question_id	3	30	30.0	0.0	0.0	76.73	0.017101	6.67	0.0	0.0	305.4	0.0	3.33	13.79	0.0	107.08	0.002934
meta-question_id	4	30	46.67	0.0	0.0	74.98	0.014992	33.33	0.0	0.0	347.14	0.0	30.0	4.76	0.0	69.86	0.002469
meta-question_id	5	30	30.0	0.0	0.0	77.43	0.016799	26.67	0.0	0.0	313.62	0.0	16.67	28.0	0.0	63.85	0.002325
meta-question_id	6	30	56.67	0.0	0.0	79.26	0.016628	50.0	0.0	0.0	278.02	0.0	40.0	11.11	0.0	85.14	0.002768
meta-question_id	7	30	40.0	0.0	0.0	77.8	0.017247	13.33	0.0	0.0	424.57	0.0	33.33	15.0	0.0	96.52	0.003716
meta-question_id	8	30	23.33	0.0	0.0	81.11	0.015919	3.33	0.0	0.0	512.34	0.0	6.67	0.0	0.0	79.8	0.002932
meta-question_id	9	21	42.86	0.0	0.0	51.81	0.009883	66.67	0.0	0.0	193.21	0.0	23.81	0.0	0.0	53.7	0.001919
category	harmony	60	36.67	0.0	0.0	153.04	0.030706	38.33	0.0	0.0	705.43	0.0	30.0	21.43	0.0	140.2	0.00493
category	pitch	120	35.0	1.28	0.0	299.44	0.063477	21.67	0.0	0.0	1641.5	0.0	20.83	6.32	0.0	459.91	0.010921
category	rhythm	120	37.5	0.0	0.0	315.6	0.066594	23.33	0.0	0.0	1528.55	0.0	24.17	13.19	0.0	325.31	0.011741
subcategory	harmonic-recognition	60	36.67	0.0	0.0	153.04	0.030706	38.33	0.0	0.0	705.43	0.0	30.0	21.43	0.0	140.2	0.00493
