Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	18.67	29.33
submodality	audio.mastermix.wav	25	24.0	28.0
submodality	symbolic.abc.txt	25	12.0	28.0
submodality	visual.short.png	25	20.0	32.0
piece_id	Anonymous_AusMeinesHerzensGrunde	21	9.52	28.57
piece_id	Bach_IchStehAnDeinerKrippe	3	0.0	33.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	9	0.0	33.33
piece_id	Drese_JesuGehVoran	3	66.67	33.33
piece_id	Gesius_BefiehlDuDeineWege	6	16.67	16.67
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	66.67	50.0
piece_id	Jan_DuGrosserSchmerzensmann	3	33.33	66.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	25.0	33.33
piece_id	Vulpius_ChristusDerIstMeinLeben	3	33.33	0.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	9	0.0	11.11
is_nota_correct	0	60	15.0	20.0
is_nota_correct	1	15	33.33	66.67
meta-question_id	1	9	0.0	11.11
meta-question_id	10	6	16.67	33.33
meta-question_id	11	3	33.33	33.33
meta-question_id	2	6	50.0	33.33
meta-question_id	3	9	33.33	22.22
meta-question_id	4	6	50.0	33.33
meta-question_id	5	9	11.11	44.44
meta-question_id	6	6	0.0	66.67
meta-question_id	7	9	11.11	33.33
meta-question_id	8	6	0.0	0.0
meta-question_id	9	6	16.67	16.67
category	harmony	15	20.0	26.67
category	pitch	30	30.0	23.33
category	rhythm	30	6.67	36.67
subcategory	harmonic-recognition	15	20.0	26.67
subcategory	interval-recognition	15	40.0	26.67
subcategory	pitch-recognition	15	20.0	20.0
subcategory	proportion-recognition	15	6.67	20.0
subcategory	rhythmic-recognition	15	6.67	53.33
skill	cadence recognition	3	33.33	33.33
skill	chord recognition	6	16.67	33.33
skill	interval recognition	9	33.33	22.22
skill	interval statistics	6	50.0	33.33
skill	note length	9	11.11	44.44
skill	note length statistics	6	0.0	66.67
skill	pitch recognition	9	0.0	11.11
skill	pitch statistics	6	50.0	33.33
skill	rhythm pattern	9	11.11	33.33
skill	rhythm pattern statistics	6	0.0	0.0
skill	tonality recognition	6	16.67	16.67
rel/abs	absolute	36	13.89	36.11
rel/abs	relative	39	23.08	23.08
specification	harmony-absolute	6	16.67	33.33
specification	harmony-relative	9	22.22	22.22
specification	pitch-absolute	15	20.0	20.0
specification	pitch-relative	15	40.0	26.67
specification	rhythm-absolute	15	6.67	53.33
specification	rhythm-relative	15	6.67	20.0
