Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	300	44.33	31.67	29.33	37.0	39.0	23.0	36.33	18.67	30.67	39.33	35.33
submodality	audio.mastermix.wav	100	33.0	28.0	37.0	36.0	33.0	26.0	35.0	9.0	32.0	33.0	33.0
submodality	symbolic.abc.txt	100	59.0	29.0	25.0	51.0	54.0	21.0	43.0	20.0	32.0	52.0	44.0
submodality	visual.short.png	100	41.0	38.0	26.0	24.0	30.0	22.0	31.0	27.0	28.0	33.0	29.0
piece_id	Anonymous_AusMeinesHerzensGrunde	33	24.24	12.12	9.09	27.27	18.18	12.12	27.27	6.06	18.18	30.3	24.24
piece_id	Bach_IchStehAnDeinerKrippe	45	37.78	42.22	33.33	40.0	37.78	22.22	31.11	22.22	42.22	46.67	35.56
piece_id	Crueger_AufAufMeinHerzMitFreuden	12	41.67	16.67	33.33	25.0	16.67	33.33	41.67	8.33	16.67	33.33	8.33
piece_id	Drese_JesuGehVoran	30	56.67	30.0	23.33	46.67	36.67	36.67	40.0	20.0	30.0	43.33	36.67
piece_id	Gesius_BefiehlDuDeineWege	24	37.5	20.83	29.17	29.17	45.83	8.33	33.33	20.83	37.5	33.33	37.5
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	27	44.44	40.74	37.04	29.63	44.44	25.93	44.44	22.22	22.22	48.15	33.33
piece_id	Jan_DuGrosserSchmerzensmann	51	47.06	27.45	27.45	37.25	31.37	9.8	33.33	13.73	25.49	33.33	23.53
piece_id	Telemann_DerLiebenSonneLichtUndPracht	33	33.33	36.36	30.3	39.39	39.39	24.24	33.33	21.21	30.3	42.42	39.39
piece_id	Vulpius_ChristusDerIstMeinLeben	18	61.11	44.44	44.44	55.56	72.22	33.33	33.33	33.33	33.33	55.56	66.67
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	70.37	40.74	37.04	37.04	59.26	44.44	55.56	22.22	44.44	29.63	55.56
is_nota_correct	0	240	42.92	33.75	27.08	36.67	38.75	20.83	37.5	17.5	22.5	43.75	37.5
is_nota_correct	1	60	50.0	23.33	38.33	38.33	40.0	31.67	31.67	23.33	63.33	21.67	26.67
meta-question_id	1	30	33.33	10.0	23.33	26.67	16.67	10.0	23.33	13.33	13.33	30.0	40.0
meta-question_id	10	21	14.29	28.57	4.76	23.81	28.57	28.57	23.81	4.76	28.57	14.29	33.33
meta-question_id	11	18	16.67	33.33	27.78	22.22	27.78	33.33	27.78	16.67	16.67	33.33	11.11
meta-question_id	2	30	60.0	33.33	26.67	46.67	53.33	26.67	46.67	23.33	36.67	56.67	50.0
meta-question_id	3	30	46.67	23.33	30.0	26.67	26.67	26.67	23.33	10.0	36.67	33.33	20.0
meta-question_id	4	30	40.0	36.67	36.67	50.0	43.33	40.0	36.67	16.67	40.0	33.33	46.67
meta-question_id	5	30	53.33	56.67	33.33	46.67	50.0	13.33	43.33	30.0	26.67	53.33	36.67
meta-question_id	6	30	86.67	53.33	63.33	66.67	73.33	43.33	76.67	46.67	63.33	43.33	56.67
meta-question_id	7	30	46.67	36.67	40.0	46.67	46.67	16.67	43.33	20.0	23.33	43.33	43.33
meta-question_id	8	30	20.0	3.33	6.67	6.67	16.67	0.0	13.33	3.33	10.0	36.67	3.33
meta-question_id	9	21	52.38	33.33	19.05	33.33	38.1	19.05	33.33	14.29	38.1	47.62	38.1
category	harmony	60	28.33	31.67	16.67	26.67	31.67	26.67	28.33	11.67	28.33	31.67	28.33
category	pitch	120	45.0	25.83	29.17	37.5	35.0	25.83	32.5	15.83	31.67	38.33	39.17
category	rhythm	120	51.67	37.5	35.83	41.67	46.67	18.33	44.17	25.0	30.83	44.17	35.0
subcategory	harmonic-recognition	60	28.33	31.67	16.67	26.67	31.67	26.67	28.33	11.67	28.33	31.67	28.33
subcategory	interval-recognition	60	43.33	30.0	33.33	38.33	35.0	33.33	30.0	13.33	38.33	33.33	33.33
subcategory	pitch-recognition	60	46.67	21.67	25.0	36.67	35.0	18.33	35.0	18.33	25.0	43.33	45.0
subcategory	proportion-recognition	60	33.33	20.0	23.33	26.67	31.67	8.33	28.33	11.67	16.67	40.0	23.33
subcategory	rhythmic-recognition	60	70.0	55.0	48.33	56.67	61.67	28.33	60.0	38.33	45.0	48.33	46.67
skill	cadence recognition	18	16.67	33.33	27.78	22.22	27.78	33.33	27.78	16.67	16.67	33.33	11.11
skill	chord recognition	21	14.29	28.57	4.76	23.81	28.57	28.57	23.81	4.76	28.57	14.29	33.33
skill	interval recognition	30	46.67	23.33	30.0	26.67	26.67	26.67	23.33	10.0	36.67	33.33	20.0
skill	interval statistics	30	40.0	36.67	36.67	50.0	43.33	40.0	36.67	16.67	40.0	33.33	46.67
skill	note length	30	53.33	56.67	33.33	46.67	50.0	13.33	43.33	30.0	26.67	53.33	36.67
skill	note length statistics	30	86.67	53.33	63.33	66.67	73.33	43.33	76.67	46.67	63.33	43.33	56.67
skill	pitch recognition	30	33.33	10.0	23.33	26.67	16.67	10.0	23.33	13.33	13.33	30.0	40.0
skill	pitch statistics	30	60.0	33.33	26.67	46.67	53.33	26.67	46.67	23.33	36.67	56.67	50.0
skill	rhythm pattern	30	46.67	36.67	40.0	46.67	46.67	16.67	43.33	20.0	23.33	43.33	43.33
skill	rhythm pattern statistics	30	20.0	3.33	6.67	6.67	16.67	0.0	13.33	3.33	10.0	36.67	3.33
skill	tonality recognition	21	52.38	33.33	19.05	33.33	38.1	19.05	33.33	14.29	38.1	47.62	38.1
rel/abs	absolute	141	51.77	36.88	31.91	43.26	45.39	24.11	43.97	24.82	34.04	41.13	43.97
