Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	300	45.0	32.67	30.33	37.33	36.67	22.33	35.33	22.67	28.33	39.33	40.67
submodality	audio.mastermix.wav	100	30.0	27.0	37.0	26.0	34.0	22.0	32.0	19.0	23.0	31.0	39.0
submodality	symbolic.abc.txt	100	64.0	35.0	29.0	49.0	54.0	24.0	43.0	28.0	36.0	56.0	48.0
submodality	visual.short.png	100	41.0	36.0	25.0	37.0	22.0	21.0	31.0	21.0	26.0	31.0	35.0
piece_id	Anonymous_AusMeinesHerzensGrunde	30	13.33	13.33	20.0	16.67	16.67	20.0	3.33	6.67	16.67	23.33	23.33
piece_id	Bach_IchStehAnDeinerKrippe	21	38.1	42.86	14.29	47.62	33.33	14.29	52.38	33.33	28.57	28.57	33.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	39	51.28	41.03	23.08	23.08	38.46	33.33	38.46	20.51	23.08	46.15	30.77
piece_id	Drese_JesuGehVoran	33	63.64	36.36	30.3	39.39	42.42	21.21	36.36	9.09	27.27	39.39	42.42
piece_id	Gesius_BefiehlDuDeineWege	21	28.57	4.76	9.52	28.57	33.33	14.29	23.81	14.29	23.81	38.1	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	18	44.44	27.78	44.44	44.44	55.56	22.22	44.44	22.22	22.22	27.78	38.89
piece_id	Jan_DuGrosserSchmerzensmann	30	33.33	46.67	43.33	36.67	23.33	16.67	20.0	36.67	33.33	40.0	36.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	30	50.0	43.33	36.67	46.67	40.0	20.0	43.33	26.67	20.0	40.0	50.0
piece_id	Vulpius_ChristusDerIstMeinLeben	39	48.72	28.21	38.46	48.72	38.46	30.77	48.72	28.21	43.59	46.15	48.72
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	39	61.54	33.33	35.9	43.59	46.15	20.51	41.03	28.21	35.9	48.72	58.97
is_nota_correct	0	240	43.75	37.08	27.5	38.75	37.08	18.75	36.67	22.5	18.75	42.92	42.92
is_nota_correct	1	60	50.0	15.0	41.67	31.67	35.0	36.67	30.0	23.33	66.67	25.0	31.67
meta-question_id	1	30	23.33	36.67	26.67	20.0	36.67	30.0	10.0	20.0	16.67	30.0	40.0
meta-question_id	10	21	52.38	33.33	14.29	42.86	42.86	19.05	66.67	23.81	23.81	52.38	33.33
meta-question_id	11	18	27.78	33.33	33.33	27.78	27.78	27.78	22.22	22.22	22.22	33.33	38.89
meta-question_id	2	30	53.33	13.33	20.0	40.0	20.0	13.33	40.0	20.0	26.67	43.33	53.33
meta-question_id	3	30	20.0	16.67	23.33	26.67	33.33	13.33	23.33	3.33	23.33	43.33	23.33
meta-question_id	4	30	63.33	46.67	46.67	40.0	53.33	40.0	53.33	30.0	46.67	53.33	60.0
meta-question_id	5	30	56.67	40.0	36.67	46.67	40.0	16.67	43.33	13.33	20.0	53.33	40.0
meta-question_id	6	30	40.0	43.33	46.67	46.67	50.0	30.0	36.67	33.33	40.0	40.0	50.0
meta-question_id	7	30	50.0	53.33	36.67	66.67	33.33	16.67	46.67	40.0	50.0	30.0	43.33
meta-question_id	8	30	40.0	13.33	20.0	26.67	23.33	13.33	13.33	20.0	13.33	20.0	20.0
meta-question_id	9	21	71.43	28.57	23.81	19.05	42.86	28.57	38.1	23.81	23.81	33.33	42.86
category	harmony	60	51.67	31.67	23.33	30.0	38.33	25.0	43.33	23.33	23.33	40.0	38.33
category	pitch	120	40.0	28.33	29.17	31.67	35.83	24.17	31.67	18.33	28.33	42.5	44.17
category	rhythm	120	46.67	37.5	35.0	46.67	36.67	19.17	35.0	26.67	30.83	35.83	38.33
subcategory	harmonic-recognition	60	51.67	31.67	23.33	30.0	38.33	25.0	43.33	23.33	23.33	40.0	38.33
subcategory	interval-recognition	60	41.67	31.67	35.0	33.33	43.33	26.67	38.33	16.67	35.0	48.33	41.67
subcategory	pitch-recognition	60	38.33	25.0	23.33	30.0	28.33	21.67	25.0	20.0	21.67	36.67	46.67
subcategory	proportion-recognition	60	45.0	33.33	28.33	46.67	28.33	15.0	30.0	30.0	31.67	25.0	31.67
subcategory	rhythmic-recognition	60	48.33	41.67	41.67	46.67	45.0	23.33	40.0	23.33	30.0	46.67	45.0
skill	cadence recognition	18	27.78	33.33	33.33	27.78	27.78	27.78	22.22	22.22	22.22	33.33	38.89
skill	chord recognition	21	52.38	33.33	14.29	42.86	42.86	19.05	66.67	23.81	23.81	52.38	33.33
skill	interval recognition	30	20.0	16.67	23.33	26.67	33.33	13.33	23.33	3.33	23.33	43.33	23.33
skill	interval statistics	30	63.33	46.67	46.67	40.0	53.33	40.0	53.33	30.0	46.67	53.33	60.0
skill	note length	30	56.67	40.0	36.67	46.67	40.0	16.67	43.33	13.33	20.0	53.33	40.0
skill	note length statistics	30	40.0	43.33	46.67	46.67	50.0	30.0	36.67	33.33	40.0	40.0	50.0
skill	pitch recognition	30	23.33	36.67	26.67	20.0	36.67	30.0	10.0	20.0	16.67	30.0	40.0
skill	pitch statistics	30	53.33	13.33	20.0	40.0	20.0	13.33	40.0	20.0	26.67	43.33	53.33
skill	rhythm pattern	30	50.0	53.33	36.67	66.67	33.33	16.67	46.67	40.0	50.0	30.0	43.33
skill	rhythm pattern statistics	30	40.0	13.33	20.0	26.67	23.33	13.33	13.33	20.0	13.33	20.0	20.0
skill	tonality recognition	21	71.43	28.57	23.81	19.05	42.86	28.57	38.1	23.81	23.81	33.33	42.86
rel/abs	absolute	141	44.68	33.33	29.79	39.01	37.59	21.99	37.59	21.99	25.53	43.26	43.97
rel/abs	relative	159	45.28	32.08	30.82	35.85	35.85	22.64	33.33	23.27	30.82	35.85	37.74
specification	harmony-absolute	21	52.38	33.33	14.29	42.86	42.86	19.05	66.67	23.81	23.81	52.38	33.33
specification	harmony-relative	39	51.28	30.77	28.21	23.08	35.9	28.21	30.77	23.08	23.08	33.33	41.03
specification	pitch-absolute	60	38.33	25.0	23.33	30.0	28.33	21.67	25.0	20.0	21.67	36.67	46.67
specification	pitch-relative	60	41.67	31.67	35.0	33.33	43.33	26.67	38.33	16.67	35.0	48.33	41.67
specification	rhythm-absolute	60	48.33	41.67	41.67	46.67	45.0	23.33	40.0	23.33	30.0	46.67	45.0
specification	rhythm-relative	60	45.0	33.33	28.33	46.67	28.33	15.0	30.0	30.0	31.67	25.0	31.67
