Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	20.0	0.0	0.0	36.63	0.008128	40.0	0.0	0.0	236.39	0.0	20.0	0.0	0.0	53.35	0.001913
submodality	audio.mastermix.wav	5	20.0	0.0	0.0	10.68	0.002269	60.0	0.0	0.0	40.86	0.0	20.0	0.0	0.0	12.11	0.000414
submodality	symbolic.abc.txt	5	0.0	0.0	0.0	13.61	0.002859	20.0	0.0	0.0	113.55	0.0	0.0	0.0	0.0	23.52	0.000908
submodality	visual.short.png	5	40.0	0.0	0.0	12.34	0.003	40.0	0.0	0.0	81.99	0.0	40.0	0.0	0.0	17.71	0.000591
piece_id	Bach_IchStehAnDeinerKrippe	3	0.0	0.0	0.0	6.93	0.001355	66.67	0.0	0.0	60.43	0.0	33.33	0.0	0.0	13.23	0.000496
piece_id	Drese_JesuGehVoran	3	66.67	0.0	0.0	7.89	0.001764	0.0	0.0	0.0	29.1	0.0	0.0	0.0	0.0	8.67	0.000309
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	0.0	0.0	0.0	7.45	0.002002	33.33	0.0	0.0	33.97	0.0	33.33	0.0	0.0	10.57	0.000404
piece_id	Jan_DuGrosserSchmerzensmann	3	33.33	0.0	0.0	6.23	0.001246	100.0	0.0	0.0	61.45	0.0	33.33	0.0	0.0	10.71	0.000364
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	0.0	0.0	0.0	8.13	0.001761	0.0	0.0	0.0	51.44	0.0	0.0	0.0	0.0	10.16	0.00034
is_nota_correct	0	12	25.0	0.0	0.0	30.37	0.006756	25.0	0.0	0.0	196.14	0.0	16.67	0.0	0.0	44.91	0.001613
