Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	150	37.33	0.0	0.0	548.56	0.1516	31.33	0.97	0.0	1147.81	0.222497	33.33	0.0	0.0	2961.16	0.0	30.0	0.0	0.95	549.17	0.020144	36.0	0.0	0.0	2067.8	0.288021	35.33	1.03	0.0	558.39	1.278768
submodality	audio.mastermix.wav	50	26.0	0.0	0.0	171.68	0.036665	30.0	0.0	0.0	351.29	0.204954	26.0	0.0	0.0	652.69	0.0	20.0	0.0	2.5	264.68	0.00498	22.0	0.0	0.0	378.35	0.043392	32.0	0.0	0.0	234.14	0.884062
submodality	symbolic.abc.txt	50	48.0	0.0	0.0	193.24	0.059984	36.0	0.0	0.0	411.18	0.009987	54.0	0.0	0.0	1805.95	0.0	36.0	0.0	0.0	169.29	0.008688	54.0	0.0	0.0	834.58	0.122357	54.0	0.0	0.0	186.88	0.281838
submodality	visual.short.png	50	38.0	0.0	0.0	183.64	0.05495	28.0	2.78	0.0	385.34	0.007557	20.0	0.0	0.0	502.53	0.0	34.0	0.0	0.0	115.21	0.006477	32.0	0.0	0.0	854.88	0.122273	20.0	2.5	0.0	137.36	0.112867
piece_id	Anonymous_AusMeinesHerzensGrunde	6	0.0	0.0	0.0	21.87	0.005927	0.0	0.0	0.0	75.26	0.012516	0.0	0.0	0.0	212.25	0.0	0.0	0.0	0.0	20.43	0.001036	16.67	0.0	0.0	119.4	0.017207	0.0	0.0	0.0	26.34	0.066912
piece_id	Bach_IchStehAnDeinerKrippe	12	41.67	0.0	0.0	51.54	0.012786	33.33	0.0	0.0	43.55	0.019149	33.33	0.0	0.0	168.82	0.0	8.33	0.0	0.0	34.26	0.001413	25.0	0.0	0.0	180.18	0.024156	33.33	0.0	0.0	42.48	0.10817
piece_id	Crueger_AufAufMeinHerzMitFreuden	15	40.0	0.0	0.0	50.74	0.015461	46.67	0.0	0.0	167.15	0.02687	60.0	0.0	0.0	377.91	0.0	40.0	0.0	11.11	107.53	0.001798	33.33	0.0	0.0	225.43	0.030859	53.33	0.0	0.0	56.85	0.142983
piece_id	Drese_JesuGehVoran	21	19.05	0.0	0.0	75.93	0.020583	33.33	7.14	0.0	333.53	0.028481	38.1	0.0	0.0	380.36	0.0	38.1	0.0	0.0	72.72	0.002876	38.1	0.0	0.0	294.79	0.040702	23.81	0.0	0.0	74.0	0.161043
piece_id	Gesius_BefiehlDuDeineWege	18	44.44	0.0	0.0	65.7	0.018526	22.22	0.0	0.0	83.82	0.029458	33.33	0.0	0.0	412.75	0.0	44.44	0.0	0.0	58.83	0.002395	27.78	0.0	0.0	236.03	0.032749	44.44	0.0	0.0	75.98	0.17577
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	50.0	0.0	0.0	19.11	0.006141	16.67	0.0	0.0	33.52	0.007595	33.33	0.0	0.0	147.82	0.0	33.33	0.0	0.0	20.53	0.000928	50.0	0.0	0.0	59.13	0.00858	33.33	0.0	0.0	23.27	0.044845
