Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	1500	34.4	22.73
submodality	audio.mastermix.wav	500	30.4	22.2
submodality	symbolic.abc.txt	500	35.2	23.4
submodality	visual.short.png	500	37.6	22.6
piece_id	Anonymous_AusMeinesHerzensGrunde	150	36.67	18.67
piece_id	Bach_IchStehAnDeinerKrippe	129	31.01	20.16
piece_id	Crueger_AufAufMeinHerzMitFreuden	174	25.29	22.99
piece_id	Drese_JesuGehVoran	168	25.6	19.05
piece_id	Gesius_BefiehlDuDeineWege	192	40.1	20.31
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	138	28.26	18.12
piece_id	Jan_DuGrosserSchmerzensmann	165	32.73	24.24
piece_id	Telemann_DerLiebenSonneLichtUndPracht	135	44.44	34.07
piece_id	Vulpius_ChristusDerIstMeinLeben	117	41.88	28.21
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	132	41.67	24.24
is_nota_correct	0	1200	39.58	18.75
is_nota_correct	1	300	13.67	38.67
meta-question_id	1	150	26.0	27.33
meta-question_id	10	120	36.67	19.17
meta-question_id	11	120	24.17	17.5
meta-question_id	2	150	24.0	18.0
meta-question_id	3	150	30.0	12.67
meta-question_id	4	150	49.33	31.33
meta-question_id	5	150	45.33	20.67
meta-question_id	6	150	48.67	41.33
meta-question_id	7	150	40.67	26.0
meta-question_id	8	150	12.0	6.67
meta-question_id	9	60	48.33	35.0
category	harmony	300	34.0	21.67
category	pitch	600	32.33	22.33
category	rhythm	600	36.67	23.67
subcategory	harmonic-recognition	300	34.0	21.67
subcategory	interval-recognition	300	39.67	22.0
subcategory	pitch-recognition	300	25.0	22.67
subcategory	proportion-recognition	300	26.33	16.33
subcategory	rhythmic-recognition	300	47.0	31.0
skill	cadence recognition	120	24.17	17.5
skill	chord recognition	120	36.67	19.17
skill	interval recognition	150	30.0	12.67
skill	interval statistics	150	49.33	31.33
skill	note length	150	45.33	20.67
skill	note length statistics	150	48.67	41.33
skill	pitch recognition	150	26.0	27.33
skill	pitch statistics	150	24.0	18.0
skill	rhythm pattern	150	40.67	26.0
skill	rhythm pattern statistics	150	12.0	6.67
skill	tonality recognition	60	48.33	35.0
rel/abs	absolute	720	36.11	25.56
rel/abs	relative	780	32.82	20.13
specification	harmony-absolute	120	36.67	19.17
specification	harmony-relative	180	32.22	23.33
specification	pitch-absolute	300	25.0	22.67
specification	pitch-relative	300	39.67	22.0
specification	rhythm-absolute	300	47.0	31.0
specification	rhythm-relative	300	26.33	16.33
