Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	1500	34.4	0.3	0.0	4141.38	0.809985	22.73	12.51	0.0	4010.82	0.139416
submodality	audio.mastermix.wav	500	30.4	0.57	0.0	1260.3	0.209185	22.2	4.63	0.0	1244.83	0.041199
submodality	symbolic.abc.txt	500	35.2	0.31	0.0	1442.39	0.294026	23.4	21.41	0.0	1558.44	0.057452
submodality	visual.short.png	500	37.6	0.0	0.0	1438.69	0.306774	22.6	11.63	0.0	1207.55	0.040766
piece_id	Anonymous_AusMeinesHerzensGrunde	150	36.67	0.0	0.0	421.62	0.085192	18.67	15.57	0.0	380.24	0.012629
piece_id	Bach_IchStehAnDeinerKrippe	129	31.01	0.0	0.0	343.05	0.065667	20.16	11.65	0.0	340.18	0.011571
piece_id	Crueger_AufAufMeinHerzMitFreuden	174	25.29	0.0	0.0	475.81	0.09298	22.99	10.45	0.0	463.03	0.016169
piece_id	Drese_JesuGehVoran	168	25.6	0.0	0.0	460.07	0.090737	19.05	12.5	0.0	475.24	0.017596
piece_id	Gesius_BefiehlDuDeineWege	192	40.1	0.0	0.0	539.42	0.10349	20.31	9.8	0.0	518.84	0.018421
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	138	28.26	1.01	0.0	377.33	0.073906	18.12	15.93	0.0	362.34	0.013097
piece_id	Jan_DuGrosserSchmerzensmann	165	32.73	0.0	0.0	451.7	0.092869	24.24	12.0	0.0	464.04	0.015232
piece_id	Telemann_DerLiebenSonneLichtUndPracht	135	44.44	0.0	0.0	386.32	0.073534	34.07	13.48	0.0	367.32	0.012447
piece_id	Vulpius_ChristusDerIstMeinLeben	117	41.88	2.94	0.0	305.62	0.061186	28.21	13.1	0.0	300.84	0.010604
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	132	41.67	0.0	0.0	380.46	0.070424	24.24	12.0	0.0	338.75	0.011651
is_nota_correct	0	1200	39.58	0.41	0.0	3300.99	0.645463	18.75	12.31	0.0	3198.9	0.111535
is_nota_correct	1	300	13.67	0.0	0.0	840.39	0.164522	38.67	13.59	0.0	811.91	0.027881
meta-question_id	1	150	26.0	0.0	0.0	375.58	0.08247	27.33	0.0	0.0	425.49	0.013815
meta-question_id	10	120	36.67	0.0	0.0	333.98	0.063022	19.17	28.87	0.0	307.26	0.010762
meta-question_id	11	120	24.17	2.2	0.0	327.22	0.061572	17.5	31.31	0.0	284.54	0.009554
meta-question_id	2	150	24.0	0.0	0.0	394.73	0.077578	18.0	6.5	0.0	378.09	0.011641
meta-question_id	3	150	30.0	0.0	0.0	397.4	0.090633	12.67	19.08	0.0	402.45	0.013942
meta-question_id	4	150	49.33	0.0	0.0	474.36	0.078329	31.33	4.85	0.0	380.51	0.013043
meta-question_id	5	150	45.33	0.0	0.0	419.71	0.080031	20.67	22.69	0.0	366.03	0.012834
meta-question_id	6	150	48.67	0.0	0.0	456.49	0.080772	41.33	4.55	0.0	405.41	0.014018
meta-question_id	7	150	40.67	1.12	0.0	406.36	0.090599	26.0	12.61	0.0	491.24	0.018991
meta-question_id	8	150	12.0	0.0	0.0	420.88	0.078669	6.67	1.43	0.0	391.61	0.014644
meta-question_id	9	60	48.33	0.0	0.0	134.68	0.026311	35.0	2.56	0.0	178.18	0.006171
category	harmony	300	34.0	1.01	0.0	795.88	0.150905	21.67	25.53	0.0	769.99	0.026487
category	pitch	600	32.33	0.0	0.0	1642.07	0.329009	22.33	8.15	0.0	1586.54	0.052441
category	rhythm	600	36.67	0.26	0.0	1703.44	0.330071	23.67	10.26	0.0	1654.29	0.060488
subcategory	harmonic-recognition	300	34.0	1.01	0.0	795.88	0.150905	21.67	25.53	0.0	769.99	0.026487
subcategory	interval-recognition	300	39.67	0.0	0.0	871.76	0.168961	22.0	12.82	0.0	782.95	0.026985
subcategory	pitch-recognition	300	25.0	0.0	0.0	770.31	0.160048	22.67	3.45	0.0	803.59	0.025456
subcategory	proportion-recognition	300	26.33	0.45	0.0	827.24	0.169268	16.33	6.37	0.0	882.84	0.033636
subcategory	rhythmic-recognition	300	47.0	0.0	0.0	876.2	0.160803	31.0	14.98	0.0	771.44	0.026852
skill	cadence recognition	120	24.17	2.2	0.0	327.22	0.061572	17.5	31.31	0.0	284.54	0.009554
skill	chord recognition	120	36.67	0.0	0.0	333.98	0.063022	19.17	28.87	0.0	307.26	0.010762
skill	interval recognition	150	30.0	0.0	0.0	397.4	0.090633	12.67	19.08	0.0	402.45	0.013942
skill	interval statistics	150	49.33	0.0	0.0	474.36	0.078329	31.33	4.85	0.0	380.51	0.013043
skill	note length	150	45.33	0.0	0.0	419.71	0.080031	20.67	22.69	0.0	366.03	0.012834
skill	note length statistics	150	48.67	0.0	0.0	456.49	0.080772	41.33	4.55	0.0	405.41	0.014018
skill	pitch recognition	150	26.0	0.0	0.0	375.58	0.08247	27.33	0.0	0.0	425.49	0.013815
skill	pitch statistics	150	24.0	0.0	0.0	394.73	0.077578	18.0	6.5	0.0	378.09	0.011641
skill	rhythm pattern	150	40.67	1.12	0.0	406.36	0.090599	26.0	12.61	0.0	491.24	0.018991
skill	rhythm pattern statistics	150	12.0	0.0	0.0	420.88	0.078669	6.67	1.43	0.0	391.61	0.014644
skill	tonality recognition	60	48.33	0.0	0.0	134.68	0.026311	35.0	2.56	0.0	178.18	0.006171
rel/abs	absolute	720	36.11	0.0	0.0	1980.49	0.383873	25.56	12.5	0.0	1882.29	0.063071
rel/abs	relative	780	32.82	0.57	0.0	2160.89	0.426112	20.13	12.52	0.0	2128.52	0.076346
specification	harmony-absolute	120	36.67	0.0	0.0	333.98	0.063022	19.17	28.87	0.0	307.26	0.010762
specification	harmony-relative	180	32.22	1.64	0.0	461.9	0.087883	23.33	23.19	0.0	462.73	0.015725
specification	pitch-absolute	300	25.0	0.0	0.0	770.31	0.160048	22.67	3.45	0.0	803.59	0.025456
specification	pitch-relative	300	39.67	0.0	0.0	871.76	0.168961	22.0	12.82	0.0	782.95	0.026985
specification	rhythm-absolute	300	47.0	0.0	0.0	876.2	0.160803	31.0	14.98	0.0	771.44	0.026852
specification	rhythm-relative	300	26.33	0.45	0.0	827.24	0.169268	16.33	6.37	0.0	882.84	0.033636
