Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	150	26.67	25.33
submodality	audio.mastermix.wav	50	34.0	26.0
submodality	symbolic.abc.txt	50	28.0	26.0
submodality	visual.short.png	50	18.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	9	44.44	44.44
piece_id	Bach_IchStehAnDeinerKrippe	24	25.0	25.0
piece_id	Crueger_AufAufMeinHerzMitFreuden	30	36.67	33.33
piece_id	Gesius_BefiehlDuDeineWege	9	22.22	44.44
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	33.33	33.33
piece_id	Jan_DuGrosserSchmerzensmann	18	22.22	11.11
piece_id	Telemann_DerLiebenSonneLichtUndPracht	15	13.33	0.0
piece_id	Vulpius_ChristusDerIstMeinLeben	21	9.52	4.76
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	18	38.89	50.0
is_nota_correct	0	120	24.17	20.83
is_nota_correct	1	30	36.67	43.33
meta-question_id	1	15	20.0	13.33
meta-question_id	10	9	11.11	22.22
meta-question_id	11	9	11.11	11.11
meta-question_id	2	15	33.33	33.33
meta-question_id	3	15	26.67	6.67
meta-question_id	4	15	33.33	26.67
meta-question_id	5	15	26.67	13.33
meta-question_id	6	15	46.67	66.67
meta-question_id	7	15	46.67	40.0
meta-question_id	8	15	20.0	26.67
meta-question_id	9	12	0.0	8.33
category	harmony	30	6.67	13.33
category	pitch	60	28.33	20.0
category	rhythm	60	35.0	36.67
subcategory	harmonic-recognition	30	6.67	13.33
subcategory	interval-recognition	30	30.0	16.67
subcategory	pitch-recognition	30	26.67	23.33
subcategory	proportion-recognition	30	33.33	33.33
subcategory	rhythmic-recognition	30	36.67	40.0
skill	cadence recognition	9	11.11	11.11
skill	chord recognition	9	11.11	22.22
skill	interval recognition	15	26.67	6.67
skill	interval statistics	15	33.33	26.67
skill	note length	15	26.67	13.33
skill	note length statistics	15	46.67	66.67
skill	pitch recognition	15	20.0	13.33
skill	pitch statistics	15	33.33	33.33
skill	rhythm pattern	15	46.67	40.0
skill	rhythm pattern statistics	15	20.0	26.67
skill	tonality recognition	12	0.0	8.33
rel/abs	absolute	69	28.99	30.43
rel/abs	relative	81	24.69	20.99
specification	harmony-absolute	9	11.11	22.22
specification	harmony-relative	21	4.76	9.52
specification	pitch-absolute	30	26.67	23.33
specification	pitch-relative	30	30.0	16.67
specification	rhythm-absolute	30	36.67	40.0
specification	rhythm-relative	30	33.33	33.33
