Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	300	45.0	0.0	0.0	1039.39	0.30212	33.33	4.0	1.0	4276.52	0.503268	40.33	0.0	0.0	6279.88	0.0	37.0	0.0	0.0	964.67	0.042518	36.67	0.0	0.0	4318.6	0.578363	41.33	1.14	0.0	1153.95	2.64834
submodality	audio.mastermix.wav	100	30.0	0.0	0.0	326.71	0.071585	35.0	0.0	3.08	1444.2	0.426424	28.0	0.0	0.0	1338.46	0.0	32.0	0.0	0.0	400.04	0.010456	32.0	0.0	0.0	809.55	0.085682	40.0	0.0	0.0	497.15	1.847075
submodality	symbolic.abc.txt	100	63.0	0.0	0.0	353.61	0.119198	42.0	0.0	0.0	1071.38	0.038575	58.0	0.0	0.0	3421.23	0.0	47.0	0.0	0.0	335.69	0.018559	46.0	0.0	0.0	1888.38	0.275335	44.0	0.0	0.0	383.72	0.585735
submodality	visual.short.png	100	42.0	0.0	0.0	359.07	0.111337	23.0	10.39	0.0	1760.94	0.038269	35.0	0.0	0.0	1520.2	0.0	32.0	0.0	0.0	228.94	0.013503	32.0	0.0	0.0	1620.67	0.217346	40.0	3.33	0.0	273.08	0.21553
piece_id	Anonymous_AusMeinesHerzensGrunde	33	39.39	0.0	0.0	115.35	0.036134	42.42	10.53	5.26	977.42	0.086052	45.45	0.0	0.0	603.96	0.0	39.39	0.0	0.0	110.04	0.004858	33.33	0.0	0.0	466.35	0.06484	39.39	0.0	0.0	150.08	0.36519
piece_id	Bach_IchStehAnDeinerKrippe	42	52.38	0.0	0.0	149.67	0.042203	45.24	0.0	0.0	202.87	0.067867	45.24	0.0	0.0	931.23	0.0	54.76	0.0	0.0	132.96	0.005677	40.48	0.0	0.0	557.96	0.082239	42.86	0.0	0.0	171.64	0.396872
piece_id	Crueger_AufAufMeinHerzMitFreuden	30	40.0	0.0	0.0	103.86	0.03218	36.67	10.53	0.0	394.35	0.057027	50.0	0.0	0.0	586.7	0.0	20.0	0.0	0.0	109.33	0.005177	30.0	0.0	0.0	485.01	0.065702	36.67	5.26	0.0	123.36	0.294797
piece_id	Drese_JesuGehVoran	30	40.0	0.0	0.0	101.95	0.029778	30.0	4.76	0.0	427.93	0.039022	16.67	0.0	0.0	679.84	0.0	36.67	0.0	0.0	99.66	0.004242	36.67	0.0	0.0	346.83	0.04718	33.33	0.0	0.0	103.74	0.230357
piece_id	Gesius_BefiehlDuDeineWege	30	46.67	0.0	0.0	96.73	0.030553	30.0	0.0	0.0	335.42	0.051347	30.0	0.0	0.0	469.31	0.0	33.33	0.0	0.0	88.91	0.003924	40.0	0.0	0.0	440.38	0.053272	36.67	0.0	0.0	109.94	0.27034
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	40.0	0.0	0.0	51.73	0.015525	0.0	6.67	0.0	188.9	0.020856	13.33	0.0	0.0	626.33	0.0	20.0	0.0	0.0	44.88	0.00207	33.33	0.0	0.0	283.69	0.036276	53.33	0.0	0.0	55.63	0.123518
piece_id	Jan_DuGrosserSchmerzensmann	33	36.36	0.0	0.0	123.63	0.033159	21.21	3.85	0.0	495.88	0.053607	27.27	0.0	0.0	831.61	0.0	30.3	0.0	0.0	109.71	0.005099	27.27	0.0	0.0	580.07	0.072616	27.27	0.0	0.0	136.68	0.297295
piece_id	Telemann_DerLiebenSonneLichtUndPracht	36	50.0	0.0	0.0	131.68	0.039764	27.78	3.85	3.85	680.36	0.075705	50.0	0.0	0.0	628.86	0.0	47.22	0.0	0.0	135.99	0.005937	44.44	0.0	0.0	604.29	0.080165	50.0	0.0	0.0	146.15	0.395243
piece_id	Vulpius_ChristusDerIstMeinLeben	24	58.33	0.0	0.0	72.9	0.018832	37.5	0.0	0.0	253.9	0.027168	58.33	0.0	0.0	369.6	0.0	37.5	0.0	0.0	66.4	0.002756	41.67	0.0	0.0	224.0	0.025608	58.33	0.0	0.0	75.6	0.1442
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	44.44	0.0	0.0	91.91	0.023992	44.44	0.0	0.0	319.49	0.024617	55.56	0.0	0.0	552.42	0.0	33.33	0.0	0.0	66.78	0.002779	37.04	0.0	0.0	330.03	0.050465	44.44	6.67	0.0	81.13	0.130528
is_nota_correct	0	240	45.0	0.0	0.0	827.4	0.239276	31.25	3.03	1.21	3157.2	0.415936	38.33	0.0	0.0	5314.71	0.0	39.58	0.0	0.0	778.2	0.034431	39.58	0.0	0.0	3279.7	0.436201	42.92	0.73	0.0	931.04	2.204522
is_nota_correct	1	60	45.0	0.0	0.0	211.99	0.062844	41.67	8.57	0.0	1119.32	0.087332	48.33	0.0	0.0	965.17	0.0	26.67	0.0	0.0	186.47	0.008087	25.0	0.0	0.0	1038.91	0.142162	35.0	2.56	0.0	222.91	0.443817
meta-question_id	1	30	33.33	0.0	0.0	102.36	0.031545	33.33	0.0	5.0	684.03	0.064246	43.33	0.0	0.0	513.04	0.0	40.0	0.0	0.0	105.22	0.004825	36.67	0.0	0.0	399.7	0.049873	36.67	0.0	0.0	106.87	0.280165
meta-question_id	10	21	38.1	0.0	0.0	69.6	0.020758	23.81	0.0	0.0	282.8	0.032964	33.33	0.0	0.0	487.83	0.0	38.1	0.0	0.0	64.92	0.002898	23.81	0.0	0.0	332.18	0.037063	33.33	0.0	0.0	79.51	0.180643
meta-question_id	11	18	22.22	0.0	0.0	66.18	0.017874	55.56	0.0	0.0	139.25	0.031234	33.33	0.0	0.0	438.11	0.0	33.33	0.0	0.0	59.58	0.002614	27.78	0.0	0.0	226.19	0.02829	27.78	0.0	0.0	88.8	0.175825
meta-question_id	2	30	60.0	0.0	0.0	96.03	0.029167	30.0	4.76	0.0	536.74	0.050425	40.0	0.0	0.0	301.18	0.0	26.67	0.0	0.0	83.75	0.003307	53.33	0.0	0.0	227.06	0.02871	46.67	0.0	0.0	91.5	0.221193
meta-question_id	3	30	40.0	0.0	0.0	109.16	0.034218	16.67	12.0	0.0	496.09	0.05174	30.0	0.0	0.0	917.62	0.0	23.33	0.0	0.0	93.87	0.004318	26.67	0.0	0.0	572.29	0.086705	46.67	6.25	0.0	115.8	0.270332
