Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	aggregate-mistral	Qwen_Qwen3-Omni-30B-A3B-Thinking	google_gemini-2.0-flash-lite-001	google_gemini-2.5-flash-lite	aggregate-gpt-4o
OVERALL	ALL	300	45.0	33.33	40.33	37.0	36.67	41.33
submodality	audio.mastermix.wav	100	30.0	35.0	28.0	32.0	32.0	40.0
submodality	symbolic.abc.txt	100	63.0	42.0	58.0	47.0	46.0	44.0
submodality	visual.short.png	100	42.0	23.0	35.0	32.0	32.0	40.0
piece_id	Anonymous_AusMeinesHerzensGrunde	33	39.39	42.42	45.45	39.39	33.33	39.39
piece_id	Bach_IchStehAnDeinerKrippe	42	52.38	45.24	45.24	54.76	40.48	42.86
piece_id	Crueger_AufAufMeinHerzMitFreuden	30	40.0	36.67	50.0	20.0	30.0	36.67
piece_id	Drese_JesuGehVoran	30	40.0	30.0	16.67	36.67	36.67	33.33
piece_id	Gesius_BefiehlDuDeineWege	30	46.67	30.0	30.0	33.33	40.0	36.67
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	40.0	0.0	13.33	20.0	33.33	53.33
piece_id	Jan_DuGrosserSchmerzensmann	33	36.36	21.21	27.27	30.3	27.27	27.27
piece_id	Telemann_DerLiebenSonneLichtUndPracht	36	50.0	27.78	50.0	47.22	44.44	50.0
piece_id	Vulpius_ChristusDerIstMeinLeben	24	58.33	37.5	58.33	37.5	41.67	58.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	27	44.44	44.44	55.56	33.33	37.04	44.44
is_nota_correct	0	240	45.0	31.25	38.33	39.58	39.58	42.92
is_nota_correct	1	60	45.0	41.67	48.33	26.67	25.0	35.0
meta-question_id	1	30	33.33	33.33	43.33	40.0	36.67	36.67
meta-question_id	10	21	38.1	23.81	33.33	38.1	23.81	33.33
meta-question_id	11	18	22.22	55.56	33.33	33.33	27.78	27.78
meta-question_id	2	30	60.0	30.0	40.0	26.67	53.33	46.67
meta-question_id	3	30	40.0	16.67	30.0	23.33	26.67	46.67
meta-question_id	4	30	43.33	30.0	46.67	40.0	33.33	43.33
meta-question_id	5	30	46.67	33.33	36.67	30.0	36.67	36.67
meta-question_id	6	30	66.67	56.67	50.0	60.0	56.67	53.33
meta-question_id	7	30	50.0	46.67	40.0	46.67	30.0	50.0
meta-question_id	8	30	20.0	3.33	20.0	10.0	20.0	13.33
meta-question_id	9	21	71.43	47.62	76.19	66.67	57.14	66.67
category	harmony	60	45.0	41.67	48.33	46.67	36.67	43.33
category	pitch	120	44.17	27.5	40.0	32.5	37.5	43.33
category	rhythm	120	45.83	35.0	36.67	36.67	35.83	38.33
subcategory	harmonic-recognition	60	45.0	41.67	48.33	46.67	36.67	43.33
subcategory	interval-recognition	60	41.67	23.33	38.33	31.67	30.0	45.0
subcategory	pitch-recognition	60	46.67	31.67	41.67	33.33	45.0	41.67
subcategory	proportion-recognition	60	35.0	25.0	30.0	28.33	25.0	31.67
subcategory	rhythmic-recognition	60	56.67	45.0	43.33	45.0	46.67	45.0
skill	cadence recognition	18	22.22	55.56	33.33	33.33	27.78	27.78
skill	chord recognition	21	38.1	23.81	33.33	38.1	23.81	33.33
skill	interval recognition	30	40.0	16.67	30.0	23.33	26.67	46.67
skill	interval statistics	30	43.33	30.0	46.67	40.0	33.33	43.33
skill	note length	30	46.67	33.33	36.67	30.0	36.67	36.67
skill	note length statistics	30	66.67	56.67	50.0	60.0	56.67	53.33
skill	pitch recognition	30	33.33	33.33	43.33	40.0	36.67	36.67
skill	pitch statistics	30	60.0	30.0	40.0	26.67	53.33	46.67
skill	rhythm pattern	30	50.0	46.67	40.0	46.67	30.0	50.0
skill	rhythm pattern statistics	30	20.0	3.33	20.0	10.0	20.0	13.33
skill	tonality recognition	21	71.43	47.62	76.19	66.67	57.14	66.67
rel/abs	absolute	141	49.65	36.17	41.13	39.01	42.55	41.84
rel/abs	relative	159	40.88	30.82	39.62	35.22	31.45	40.88
specification	harmony-absolute	21	38.1	23.81	33.33	38.1	23.81	33.33
specification	harmony-relative	39	48.72	51.28	56.41	51.28	43.59	48.72
specification	pitch-absolute	60	46.67	31.67	41.67	33.33	45.0	41.67
specification	pitch-relative	60	41.67	23.33	38.33	31.67	30.0	45.0
specification	rhythm-absolute	60	56.67	45.0	43.33	45.0	46.67	45.0
specification	rhythm-relative	60	35.0	25.0	30.0	28.33	25.0	31.67
