Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	150	26.0	0.0	0.0	638.58	0.193153	22.67	0.86	0.0	585.01	0.043903
submodality	audio.mastermix.wav	50	28.0	0.0	0.0	213.59	0.044746	20.0	0.0	0.0	217.88	0.006795
submodality	symbolic.abc.txt	50	24.0	0.0	0.0	229.05	0.126028	20.0	2.5	0.0	187.89	0.031165
submodality	visual.short.png	50	26.0	0.0	0.0	195.94	0.022379	28.0	0.0	0.0	179.25	0.005944
piece_id	Anonymous_AusMeinesHerzensGrunde	15	13.33	0.0	0.0	46.87	0.018922	13.33	0.0	0.0	59.3	0.004352
piece_id	Bach_IchStehAnDeinerKrippe	15	26.67	0.0	0.0	74.41	0.019503	13.33	0.0	0.0	87.6	0.00438
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	16.67	0.0	0.0	89.79	0.023178	11.11	0.0	0.0	64.23	0.005246
piece_id	Drese_JesuGehVoran	18	16.67	0.0	0.0	78.91	0.023272	27.78	0.0	0.0	58.22	0.005202
piece_id	Gesius_BefiehlDuDeineWege	9	33.33	0.0	0.0	46.31	0.011862	22.22	0.0	0.0	36.59	0.002663
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	26.67	0.0	0.0	60.47	0.018943	20.0	0.0	0.0	53.41	0.004474
piece_id	Jan_DuGrosserSchmerzensmann	24	37.5	0.0	0.0	108.57	0.030983	25.0	5.56	0.0	77.16	0.006998
piece_id	Telemann_DerLiebenSonneLichtUndPracht	21	38.1	0.0	0.0	91.71	0.027215	42.86	0.0	0.0	61.61	0.006172
piece_id	Vulpius_ChristusDerIstMeinLeben	9	22.22	0.0	0.0	25.68	0.011796	11.11	0.0	0.0	67.87	0.00269
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	16.67	0.0	0.0	15.84	0.007479	33.33	0.0	0.0	19.02	0.001727
is_nota_correct	0	120	18.33	0.0	0.0	497.52	0.151834	10.83	0.0	0.0	497.49	0.034236
is_nota_correct	1	30	56.67	0.0	0.0	141.05	0.041319	70.0	11.11	0.0	87.52	0.009667
meta-question_id	1	15	13.33	0.0	0.0	81.52	0.019987	13.33	0.0	0.0	53.08	0.004358
meta-question_id	10	9	55.56	0.0	0.0	28.9	0.011079	33.33	0.0	0.0	29.39	0.002609
meta-question_id	11	9	22.22	0.0	0.0	40.9	0.011248	22.22	0.0	0.0	39.82	0.002605
meta-question_id	2	15	26.67	0.0	0.0	87.82	0.020044	26.67	9.09	0.0	45.97	0.004387
meta-question_id	3	15	6.67	0.0	0.0	43.39	0.019338	6.67	0.0	0.0	55.77	0.004472
meta-question_id	4	15	46.67	0.0	0.0	66.56	0.019062	46.67	0.0	0.0	89.46	0.004379
meta-question_id	5	15	40.0	0.0	0.0	60.56	0.019531	26.67	0.0	0.0	52.35	0.004425
meta-question_id	6	15	40.0	0.0	0.0	68.72	0.018853	26.67	0.0	0.0	69.62	0.004344
meta-question_id	7	15	20.0	0.0	0.0	42.3	0.019369	20.0	0.0	0.0	69.36	0.004525
meta-question_id	8	15	6.67	0.0	0.0	66.02	0.019513	20.0	0.0	0.0	40.76	0.004388
meta-question_id	9	12	16.67	0.0	0.0	51.88	0.015128	8.33	0.0	0.0	39.43	0.003412
category	harmony	30	30.0	0.0	0.0	121.68	0.037455	20.0	0.0	0.0	108.64	0.008625
category	pitch	60	23.33	0.0	0.0	279.29	0.078432	23.33	2.17	0.0	244.29	0.017596
category	rhythm	60	26.67	0.0	0.0	237.61	0.077266	23.33	0.0	0.0	232.08	0.017682
subcategory	harmonic-recognition	30	30.0	0.0	0.0	121.68	0.037455	20.0	0.0	0.0	108.64	0.008625
subcategory	interval-recognition	30	26.67	0.0	0.0	109.95	0.038401	26.67	0.0	0.0	145.23	0.008851
subcategory	pitch-recognition	30	20.0	0.0	0.0	169.34	0.040031	20.0	4.17	0.0	99.05	0.008745
subcategory	proportion-recognition	30	13.33	0.0	0.0	108.32	0.038882	20.0	0.0	0.0	110.11	0.008913
subcategory	rhythmic-recognition	30	40.0	0.0	0.0	129.29	0.038384	26.67	0.0	0.0	121.97	0.008769
skill	cadence recognition	9	22.22	0.0	0.0	40.9	0.011248	22.22	0.0	0.0	39.82	0.002605
skill	chord recognition	9	55.56	0.0	0.0	28.9	0.011079	33.33	0.0	0.0	29.39	0.002609
skill	interval recognition	15	6.67	0.0	0.0	43.39	0.019338	6.67	0.0	0.0	55.77	0.004472
skill	interval statistics	15	46.67	0.0	0.0	66.56	0.019062	46.67	0.0	0.0	89.46	0.004379
skill	note length	15	40.0	0.0	0.0	60.56	0.019531	26.67	0.0	0.0	52.35	0.004425
skill	note length statistics	15	40.0	0.0	0.0	68.72	0.018853	26.67	0.0	0.0	69.62	0.004344
skill	pitch recognition	15	13.33	0.0	0.0	81.52	0.019987	13.33	0.0	0.0	53.08	0.004358
skill	pitch statistics	15	26.67	0.0	0.0	87.82	0.020044	26.67	9.09	0.0	45.97	0.004387
skill	rhythm pattern	15	20.0	0.0	0.0	42.3	0.019369	20.0	0.0	0.0	69.36	0.004525
skill	rhythm pattern statistics	15	6.67	0.0	0.0	66.02	0.019513	20.0	0.0	0.0	40.76	0.004388
skill	tonality recognition	12	16.67	0.0	0.0	51.88	0.015128	8.33	0.0	0.0	39.43	0.003412
rel/abs	absolute	69	33.33	0.0	0.0	327.53	0.089494	24.64	1.92	0.0	250.42	0.020123
rel/abs	relative	81	19.75	0.0	0.0	311.05	0.103659	20.99	0.0	0.0	334.6	0.02378
specification	harmony-absolute	9	55.56	0.0	0.0	28.9	0.011079	33.33	0.0	0.0	29.39	0.002609
specification	harmony-relative	21	19.05	0.0	0.0	92.78	0.026376	14.29	0.0	0.0	79.25	0.006017
specification	pitch-absolute	30	20.0	0.0	0.0	169.34	0.040031	20.0	4.17	0.0	99.05	0.008745
specification	pitch-relative	30	26.67	0.0	0.0	109.95	0.038401	26.67	0.0	0.0	145.23	0.008851
specification	rhythm-absolute	30	40.0	0.0	0.0	129.29	0.038384	26.67	0.0	0.0	121.97	0.008769
specification	rhythm-relative	30	13.33	0.0	0.0	108.32	0.038882	20.0	0.0	0.0	110.11	0.008913
