Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	150	46.0	26.67	22.0	30.67	36.67	20.67	33.33	26.67	16.67	38.0	36.67
submodality	audio.mastermix.wav	50	32.0	26.0	20.0	30.0	28.0	28.0	20.0	38.0	18.0	24.0	34.0
submodality	symbolic.abc.txt	50	64.0	46.0	30.0	42.0	54.0	18.0	44.0	18.0	14.0	62.0	40.0
submodality	visual.short.png	50	42.0	8.0	16.0	20.0	28.0	16.0	36.0	24.0	18.0	28.0	36.0
piece_id	Anonymous_AusMeinesHerzensGrunde	3	66.67	33.33	0.0	66.67	100.0	66.67	33.33	0.0	0.0	0.0	33.33
piece_id	Bach_IchStehAnDeinerKrippe	21	42.86	23.81	9.52	28.57	42.86	23.81	23.81	23.81	14.29	47.62	47.62
piece_id	Crueger_AufAufMeinHerzMitFreuden	33	33.33	24.24	21.21	27.27	33.33	21.21	18.18	30.3	18.18	42.42	27.27
piece_id	Drese_JesuGehVoran	12	33.33	25.0	33.33	33.33	41.67	41.67	16.67	25.0	16.67	16.67	41.67
piece_id	Gesius_BefiehlDuDeineWege	15	60.0	20.0	33.33	46.67	40.0	6.67	66.67	26.67	46.67	46.67	40.0
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	9	66.67	0.0	11.11	33.33	44.44	33.33	66.67	0.0	22.22	33.33	33.33
piece_id	Jan_DuGrosserSchmerzensmann	15	33.33	26.67	33.33	33.33	20.0	13.33	20.0	33.33	6.67	33.33	13.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	12	58.33	58.33	25.0	33.33	33.33	8.33	50.0	25.0	0.0	25.0	41.67
piece_id	Vulpius_ChristusDerIstMeinLeben	18	50.0	33.33	27.78	22.22	33.33	22.22	38.89	44.44	22.22	38.89	50.0
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	12	58.33	25.0	8.33	16.67	33.33	8.33	33.33	16.67	0.0	50.0	41.67
is_nota_correct	0	120	45.0	31.67	20.83	27.5	34.17	21.67	35.83	22.5	12.5	39.17	39.17
is_nota_correct	1	30	50.0	6.67	26.67	43.33	46.67	16.67	23.33	43.33	33.33	33.33	26.67
meta-question_id	1	15	33.33	20.0	20.0	33.33	20.0	13.33	33.33	20.0	13.33	26.67	33.33
meta-question_id	10	9	66.67	66.67	22.22	33.33	55.56	0.0	44.44	55.56	0.0	44.44	33.33
meta-question_id	11	9	44.44	22.22	33.33	11.11	33.33	0.0	11.11	44.44	11.11	44.44	33.33
meta-question_id	2	15	40.0	26.67	33.33	33.33	46.67	46.67	40.0	46.67	26.67	53.33	66.67
meta-question_id	3	15	66.67	40.0	13.33	26.67	20.0	13.33	26.67	6.67	6.67	60.0	33.33
meta-question_id	4	15	53.33	13.33	13.33	20.0	33.33	20.0	33.33	13.33	6.67	33.33	33.33
meta-question_id	5	15	46.67	13.33	33.33	40.0	26.67	6.67	33.33	26.67	20.0	46.67	20.0
meta-question_id	6	15	46.67	26.67	26.67	20.0	40.0	6.67	53.33	26.67	20.0	33.33	46.67
meta-question_id	7	15	53.33	33.33	26.67	46.67	80.0	46.67	33.33	33.33	33.33	33.33	33.33
meta-question_id	8	15	6.67	26.67	0.0	20.0	13.33	13.33	6.67	6.67	13.33	0.0	13.33
meta-question_id	9	12	58.33	16.67	25.0	50.0	41.67	50.0	50.0	33.33	25.0	50.0	58.33
category	harmony	30	56.67	33.33	26.67	33.33	43.33	20.0	36.67	43.33	13.33	46.67	43.33
category	pitch	60	48.33	25.0	20.0	28.33	30.0	23.33	33.33	21.67	13.33	43.33	41.67
category	rhythm	60	38.33	25.0	21.67	31.67	40.0	18.33	31.67	23.33	21.67	28.33	28.33
subcategory	harmonic-recognition	30	56.67	33.33	26.67	33.33	43.33	20.0	36.67	43.33	13.33	46.67	43.33
subcategory	interval-recognition	30	60.0	26.67	13.33	23.33	26.67	16.67	30.0	10.0	6.67	46.67	33.33
subcategory	pitch-recognition	30	36.67	23.33	26.67	33.33	33.33	30.0	36.67	33.33	20.0	40.0	50.0
subcategory	proportion-recognition	30	30.0	30.0	13.33	33.33	46.67	30.0	20.0	20.0	23.33	16.67	23.33
subcategory	rhythmic-recognition	30	46.67	20.0	30.0	30.0	33.33	6.67	43.33	26.67	20.0	40.0	33.33
skill	cadence recognition	9	44.44	22.22	33.33	11.11	33.33	0.0	11.11	44.44	11.11	44.44	33.33
skill	chord recognition	9	66.67	66.67	22.22	33.33	55.56	0.0	44.44	55.56	0.0	44.44	33.33
skill	interval recognition	15	66.67	40.0	13.33	26.67	20.0	13.33	26.67	6.67	6.67	60.0	33.33
skill	interval statistics	15	53.33	13.33	13.33	20.0	33.33	20.0	33.33	13.33	6.67	33.33	33.33
skill	note length	15	46.67	13.33	33.33	40.0	26.67	6.67	33.33	26.67	20.0	46.67	20.0
skill	note length statistics	15	46.67	26.67	26.67	20.0	40.0	6.67	53.33	26.67	20.0	33.33	46.67
skill	pitch recognition	15	33.33	20.0	20.0	33.33	20.0	13.33	33.33	20.0	13.33	26.67	33.33
skill	pitch statistics	15	40.0	26.67	33.33	33.33	46.67	46.67	40.0	46.67	26.67	53.33	66.67
skill	rhythm pattern	15	53.33	33.33	26.67	46.67	80.0	46.67	33.33	33.33	33.33	33.33	33.33
skill	rhythm pattern statistics	15	6.67	26.67	0.0	20.0	13.33	13.33	6.67	6.67	13.33	0.0	13.33
skill	tonality recognition	12	58.33	16.67	25.0	50.0	41.67	50.0	50.0	33.33	25.0	50.0	58.33
rel/abs	absolute	69	44.93	27.54	27.54	31.88	36.23	15.94	40.58	33.33	17.39	40.58	40.58
rel/abs	relative	81	46.91	25.93	17.28	29.63	37.04	24.69	27.16	20.99	16.05	35.8	33.33
specification	harmony-absolute	9	66.67	66.67	22.22	33.33	55.56	0.0	44.44	55.56	0.0	44.44	33.33
specification	harmony-relative	21	52.38	19.05	28.57	33.33	38.1	28.57	33.33	38.1	19.05	47.62	47.62
specification	pitch-absolute	30	36.67	23.33	26.67	33.33	33.33	30.0	36.67	33.33	20.0	40.0	50.0
specification	pitch-relative	30	60.0	26.67	13.33	23.33	26.67	16.67	30.0	10.0	6.67	46.67	33.33
specification	rhythm-absolute	30	46.67	20.0	30.0	30.0	33.33	6.67	43.33	26.67	20.0	40.0	33.33
specification	rhythm-relative	30	30.0	30.0	13.33	33.33	46.67	30.0	20.0	20.0	23.33	16.67	23.33
