Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	15	6.67	20.0
submodality	audio.mastermix.wav	5	20.0	20.0
submodality	symbolic.abc.txt	5	0.0	40.0
submodality	visual.short.png	5	0.0	0.0
piece_id	Anonymous_AusMeinesHerzensGrunde	3	0.0	0.0
piece_id	Drese_JesuGehVoran	3	33.33	33.33
piece_id	Gesius_BefiehlDuDeineWege	3	0.0	33.33
piece_id	Jan_DuGrosserSchmerzensmann	3	0.0	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	3	0.0	0.0
is_nota_correct	0	12	8.33	16.67
is_nota_correct	1	3	0.0	33.33
meta-question_id	1	3	33.33	33.33
meta-question_id	3	3	0.0	33.33
meta-question_id	5	3	0.0	0.0
meta-question_id	7	3	0.0	33.33
meta-question_id	9	3	0.0	0.0
category	harmony	3	0.0	0.0
category	pitch	6	16.67	33.33
category	rhythm	6	0.0	16.67
subcategory	harmonic-recognition	3	0.0	0.0
subcategory	interval-recognition	3	0.0	33.33
subcategory	pitch-recognition	3	33.33	33.33
subcategory	proportion-recognition	3	0.0	33.33
subcategory	rhythmic-recognition	3	0.0	0.0
skill	interval recognition	3	0.0	33.33
skill	note length	3	0.0	0.0
skill	pitch recognition	3	33.33	33.33
skill	rhythm pattern	3	0.0	33.33
skill	tonality recognition	3	0.0	0.0
rel/abs	absolute	6	16.67	16.67
rel/abs	relative	9	0.0	22.22
specification	harmony-relative	3	0.0	0.0
specification	pitch-absolute	3	33.33	33.33
specification	pitch-relative	3	0.0	33.33
specification	rhythm-absolute	3	0.0	0.0
specification	rhythm-relative	3	0.0	33.33
