Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	33.33	0.0	0.0	50.87	0.015503	26.67	0.0	0.0	54.35	0.00232
submodality	audio.mastermix.wav	5	40.0	0.0	0.0	16.19	0.003774	20.0	0.0	0.0	23.13	0.000632
submodality	symbolic.abc.txt	5	20.0	0.0	0.0	19.06	0.006464	20.0	0.0	0.0	18.01	0.000991
submodality	visual.short.png	5	40.0	0.0	0.0	15.63	0.005265	40.0	0.0	0.0	13.22	0.000697
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	0.0	0.0	0.0	22.82	0.007328	0.0	0.0	0.0	25.44	0.001161
piece_id	Drese_JesuGehVoran	3	33.33	0.0	0.0	9.18	0.002701	66.67	0.0	0.0	9.98	0.000343
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	66.67	0.0	0.0	10.01	0.003165	33.33	0.0	0.0	11.6	0.000499
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	66.67	0.0	0.0	8.87	0.002309	33.33	0.0	0.0	7.33	0.000316
is_nota_correct	0	12	41.67	0.0	0.0	42.6	0.012988	33.33	0.0	0.0	45.0	0.002005
is_nota_correct	1	3	0.0	0.0	0.0	8.27	0.002516	0.0	0.0	0.0	9.35	0.000314
meta-question_id	1	3	66.67	0.0	0.0	10.01	0.003165	33.33	0.0	0.0	11.6	0.000499
meta-question_id	3	3	0.0	0.0	0.0	11.44	0.003657	0.0	0.0	0.0	11.74	0.00055
meta-question_id	5	3	33.33	0.0	0.0	9.18	0.002701	66.67	0.0	0.0	9.98	0.000343
meta-question_id	7	3	0.0	0.0	0.0	11.38	0.003672	0.0	0.0	0.0	13.7	0.000612
meta-question_id	9	3	66.67	0.0	0.0	8.87	0.002309	33.33	0.0	0.0	7.33	0.000316
category	harmony	3	66.67	0.0	0.0	8.87	0.002309	33.33	0.0	0.0	7.33	0.000316
category	pitch	6	33.33	0.0	0.0	21.44	0.006822	16.67	0.0	0.0	23.34	0.001049
category	rhythm	6	16.67	0.0	0.0	20.56	0.006373	33.33	0.0	0.0	23.68	0.000955
subcategory	harmonic-recognition	3	66.67	0.0	0.0	8.87	0.002309	33.33	0.0	0.0	7.33	0.000316
subcategory	interval-recognition	3	0.0	0.0	0.0	11.44	0.003657	0.0	0.0	0.0	11.74	0.00055
subcategory	pitch-recognition	3	66.67	0.0	0.0	10.01	0.003165	33.33	0.0	0.0	11.6	0.000499
subcategory	proportion-recognition	3	0.0	0.0	0.0	11.38	0.003672	0.0	0.0	0.0	13.7	0.000612
subcategory	rhythmic-recognition	3	33.33	0.0	0.0	9.18	0.002701	66.67	0.0	0.0	9.98	0.000343
skill	interval recognition	3	0.0	0.0	0.0	11.44	0.003657	0.0	0.0	0.0	11.74	0.00055
skill	note length	3	33.33	0.0	0.0	9.18	0.002701	66.67	0.0	0.0	9.98	0.000343
skill	pitch recognition	3	66.67	0.0	0.0	10.01	0.003165	33.33	0.0	0.0	11.6	0.000499
skill	rhythm pattern	3	0.0	0.0	0.0	11.38	0.003672	0.0	0.0	0.0	13.7	0.000612
skill	tonality recognition	3	66.67	0.0	0.0	8.87	0.002309	33.33	0.0	0.0	7.33	0.000316
rel/abs	absolute	6	50.0	0.0	0.0	19.18	0.005866	50.0	0.0	0.0	21.59	0.000842
rel/abs	relative	9	22.22	0.0	0.0	31.69	0.009637	11.11	0.0	0.0	32.77	0.001478
specification	harmony-relative	3	66.67	0.0	0.0	8.87	0.002309	33.33	0.0	0.0	7.33	0.000316
specification	pitch-absolute	3	66.67	0.0	0.0	10.01	0.003165	33.33	0.0	0.0	11.6	0.000499
specification	pitch-relative	3	0.0	0.0	0.0	11.44	0.003657	0.0	0.0	0.0	11.74	0.00055
specification	rhythm-absolute	3	33.33	0.0	0.0	9.18	0.002701	66.67	0.0	0.0	9.98	0.000343
specification	rhythm-relative	3	0.0	0.0	0.0	11.38	0.003672	0.0	0.0	0.0	13.7	0.000612
