Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	15	13.33	0.0	0.0	51.39	0.013555	20.0	0.0	0.0	164.27	0.02148	40.0	0.0	0.0	366.86	0.0	20.0	0.0	0.0	46.81	0.001937	26.67	0.0	0.0	156.3	0.020116	26.67	0.0	0.0	46.45	0.106443
submodality	audio.mastermix.wav	5	20.0	0.0	0.0	16.67	0.002939	20.0	0.0	0.0	22.81	0.017467	20.0	0.0	0.0	187.42	0.0	0.0	0.0	0.0	20.13	0.000464	20.0	0.0	0.0	51.35	0.006198	0.0	0.0	0.0	22.28	0.075925
submodality	symbolic.abc.txt	5	20.0	0.0	0.0	16.48	0.005219	20.0	0.0	0.0	14.58	0.000824	60.0	0.0	0.0	97.08	0.0	20.0	0.0	0.0	15.77	0.000821	40.0	0.0	0.0	59.54	0.008339	60.0	0.0	0.0	12.52	0.020013
submodality	visual.short.png	5	0.0	0.0	0.0	18.25	0.005397	20.0	0.0	0.0	126.88	0.00319	40.0	0.0	0.0	82.35	0.0	40.0	0.0	0.0	10.91	0.000652	20.0	0.0	0.0	45.41	0.005579	20.0	0.0	0.0	11.66	0.010505
piece_id	Jan_DuGrosserSchmerzensmann	3	0.0	0.0	0.0	9.84	0.002224	0.0	0.0	0.0	33.56	0.00491	0.0	0.0	0.0	11.56	0.0	0.0	0.0	0.0	7.35	0.000317	0.0	0.0	0.0	24.37	0.002827	0.0	0.0	0.0	7.99	0.022148
piece_id	Telemann_DerLiebenSonneLichtUndPracht	3	0.0	0.0	0.0	10.15	0.003598	33.33	0.0	0.0	16.73	0.006437	33.33	0.0	0.0	242.52	0.0	66.67	0.0	0.0	14.22	0.000631	33.33	0.0	0.0	39.95	0.005871	0.0	0.0	0.0	10.94	0.03157
piece_id	Vulpius_ChristusDerIstMeinLeben	6	33.33	0.0	0.0	19.27	0.004747	16.67	0.0	0.0	94.11	0.007984	50.0	0.0	0.0	61.39	0.0	16.67	0.0	0.0	17.37	0.000666	16.67	0.0	0.0	51.18	0.006253	33.33	0.0	0.0	18.36	0.036298
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	3	0.0	0.0	0.0	12.14	0.002985	33.33	0.0	0.0	19.87	0.002148	66.67	0.0	0.0	51.39	0.0	0.0	0.0	0.0	7.86	0.000322	66.67	0.0	0.0	40.8	0.005166	66.67	0.0	0.0	9.17	0.016428
is_nota_correct	0	12	8.33	0.0	0.0	40.81	0.010313	8.33	0.0	0.0	147.69	0.015064	33.33	0.0	0.0	135.33	0.0	16.67	0.0	0.0	37.03	0.001514	25.0	0.0	0.0	109.7	0.013858	25.0	0.0	0.0	36.14	0.075432
is_nota_correct	1	3	33.33	0.0	0.0	10.58	0.003242	66.67	0.0	0.0	16.59	0.006416	66.67	0.0	0.0	231.53	0.0	33.33	0.0	0.0	9.77	0.000423	33.33	0.0	0.0	46.6	0.006258	33.33	0.0	0.0	10.31	0.03101
meta-question_id	1	3	66.67	0.0	0.0	8.44	0.002211	33.33	0.0	0.0	5.88	0.002957	66.67	0.0	0.0	37.87	0.0	0.0	0.0	0.0	7.48	0.000301	0.0	0.0	0.0	34.12	0.004095	33.33	0.0	0.0	8.6	0.017388
meta-question_id	3	3	0.0	0.0	0.0	10.15	0.003598	33.33	0.0	0.0	16.73	0.006437	33.33	0.0	0.0	242.52	0.0	66.67	0.0	0.0	14.22	0.000631	33.33	0.0	0.0	39.95	0.005871	0.0	0.0	0.0	10.94	0.03157
meta-question_id	5	3	0.0	0.0	0.0	10.82	0.002536	0.0	0.0	0.0	88.23	0.005028	33.33	0.0	0.0	23.52	0.0	33.33	0.0	0.0	9.89	0.000365	33.33	0.0	0.0	17.06	0.002158	33.33	0.0	0.0	9.76	0.01891
meta-question_id	7	3	0.0	0.0	0.0	12.14	0.002985	33.33	0.0	0.0	19.87	0.002148	66.67	0.0	0.0	51.39	0.0	0.0	0.0	0.0	7.86	0.000322	66.67	0.0	0.0	40.8	0.005166	66.67	0.0	0.0	9.17	0.016428
meta-question_id	9	3	0.0	0.0	0.0	9.84	0.002224	0.0	0.0	0.0	33.56	0.00491	0.0	0.0	0.0	11.56	0.0	0.0	0.0	0.0	7.35	0.000317	0.0	0.0	0.0	24.37	0.002827	0.0	0.0	0.0	7.99	0.022148
