Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	1500	44.2	0.0	0.0	6725.26	1.505384	37.13	0.42	0.0	5340.07	0.210263
submodality	audio.mastermix.wav	500	31.8	0.0	0.0	2075.81	0.36102	30.0	0.29	0.0	2050.57	0.051373
submodality	symbolic.abc.txt	500	59.6	0.0	0.0	2274.39	0.58842	47.2	0.38	0.0	1896.67	0.09143
submodality	visual.short.png	500	41.2	0.0	0.0	2375.06	0.555943	34.2	0.61	0.0	1392.83	0.06746
piece_id	Anonymous_AusMeinesHerzensGrunde	171	37.43	0.0	0.0	839.34	0.194836	33.92	0.0	0.0	613.32	0.028182
piece_id	Bach_IchStehAnDeinerKrippe	150	40.67	0.0	0.0	743.2	0.149611	31.33	0.0	0.0	520.53	0.020088
piece_id	Crueger_AufAufMeinHerzMitFreuden	156	37.82	0.0	0.0	689.39	0.16897	29.49	0.91	0.0	605.33	0.02473
piece_id	Drese_JesuGehVoran	126	41.27	0.0	0.0	549.69	0.119515	37.3	0.0	0.0	469.27	0.017127
piece_id	Gesius_BefiehlDuDeineWege	135	40.74	0.0	0.0	557.02	0.142058	40.74	0.0	0.0	446.22	0.018526
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	135	52.59	0.0	0.0	631.37	0.130998	41.48	0.0	0.0	462.91	0.018626
piece_id	Jan_DuGrosserSchmerzensmann	150	44.67	0.0	0.0	703.48	0.154016	32.67	1.98	0.0	532.53	0.022424
