Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	750	28.67	0.19	0.0	2069.05	0.406394	21.47	13.07	0.0	2622.07	0.068754
submodality	audio.mastermix.wav	250	23.6	0.0	0.0	603.88	0.106278	20.4	5.53	0.0	802.3	0.019477
submodality	symbolic.abc.txt	250	33.2	0.0	0.0	744.52	0.146618	24.4	24.34	0.0	1000.33	0.028231
submodality	visual.short.png	250	29.2	0.56	0.0	720.65	0.153498	19.6	9.95	0.0	819.43	0.021046
piece_id	Anonymous_AusMeinesHerzensGrunde	90	36.67	0.0	0.0	269.21	0.048022	18.89	8.22	0.0	371.07	0.009969
piece_id	Bach_IchStehAnDeinerKrippe	75	21.33	0.0	0.0	199.86	0.041989	25.33	19.64	0.0	275.11	0.007284
piece_id	Crueger_AufAufMeinHerzMitFreuden	93	27.96	1.49	0.0	243.8	0.050848	17.2	12.99	0.0	322.46	0.007689
piece_id	Drese_JesuGehVoran	63	38.1	0.0	0.0	171.81	0.033912	20.63	18.0	0.0	228.98	0.005721
piece_id	Gesius_BefiehlDuDeineWege	78	25.64	0.0	0.0	244.84	0.042531	24.36	13.56	0.0	262.71	0.006806
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	84	22.62	0.0	0.0	215.85	0.044743	19.05	8.82	0.0	312.29	0.007695
piece_id	Jan_DuGrosserSchmerzensmann	69	24.64	0.0	0.0	200.25	0.040719	21.74	11.11	0.0	205.06	0.006282
piece_id	Telemann_DerLiebenSonneLichtUndPracht	78	30.77	0.0	0.0	203.66	0.040321	21.79	18.03	0.0	235.65	0.007047
piece_id	Vulpius_ChristusDerIstMeinLeben	48	37.5	0.0	0.0	122.75	0.024007	18.75	7.69	0.0	182.64	0.004166
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	72	25.0	0.0	0.0	197.02	0.039301	27.78	13.46	0.0	226.1	0.006097
is_nota_correct	0	600	32.0	0.25	0.0	1634.96	0.326182	16.83	12.63	0.0	2076.52	0.054909
is_nota_correct	1	150	15.33	0.0	0.0	434.09	0.080211	40.0	15.56	0.0	545.55	0.013845
meta-question_id	1	75	18.67	0.0	0.0	194.37	0.043517	18.67	0.0	0.0	221.36	0.006856
meta-question_id	10	51	27.45	0.0	0.0	140.09	0.026743	17.65	30.95	0.0	158.81	0.005349
meta-question_id	11	48	35.42	0.0	0.0	127.32	0.027261	20.83	34.21	0.0	136.75	0.003672
