Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_normal	google_gemini-3.1-flash-lite-preview_text-only	google_gemini-3.1-flash-lite-preview_white-noise	aggregate-mistral_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_normal	Qwen_Qwen3-Omni-30B-A3B-Thinking_text-only	google_gemini-2.0-flash-lite-001_normal	google_gemini-2.0-flash-lite-001_text-only	google_gemini-2.0-flash-lite-001_white-noise	google_gemini-2.5-flash-lite_normal	aggregate-gpt-4o_normal
OVERALL	ALL	300	44.33	29.67	27.67	32.0	38.0	26.0	38.33	22.67	25.67	34.67	33.33
submodality	audio.mastermix.wav	100	28.0	31.0	33.0	31.0	29.0	29.0	32.0	19.0	29.0	26.0	32.0
submodality	symbolic.abc.txt	100	59.0	28.0	24.0	43.0	55.0	20.0	47.0	26.0	20.0	45.0	41.0
submodality	visual.short.png	100	46.0	30.0	26.0	22.0	30.0	29.0	36.0	23.0	28.0	33.0	27.0
piece_id	Anonymous_AusMeinesHerzensGrunde	15	53.33	33.33	13.33	53.33	53.33	33.33	40.0	26.67	20.0	40.0	46.67
piece_id	Bach_IchStehAnDeinerKrippe	21	61.9	23.81	42.86	42.86	38.1	19.05	47.62	14.29	33.33	38.1	38.1
piece_id	Crueger_AufAufMeinHerzMitFreuden	42	52.38	35.71	38.1	30.95	64.29	35.71	47.62	26.19	35.71	40.48	42.86
piece_id	Drese_JesuGehVoran	27	40.74	14.81	11.11	0.0	37.04	25.93	18.52	18.52	18.52	33.33	33.33
piece_id	Gesius_BefiehlDuDeineWege	39	35.9	28.21	23.08	35.9	33.33	12.82	33.33	17.95	20.51	25.64	23.08
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	36	33.33	36.11	27.78	30.56	27.78	11.11	44.44	30.56	19.44	41.67	36.11
piece_id	Jan_DuGrosserSchmerzensmann	30	50.0	36.67	26.67	33.33	26.67	43.33	40.0	23.33	26.67	30.0	23.33
piece_id	Telemann_DerLiebenSonneLichtUndPracht	33	33.33	18.18	24.24	24.24	27.27	21.21	39.39	21.21	24.24	33.33	27.27
piece_id	Vulpius_ChristusDerIstMeinLeben	18	72.22	27.78	38.89	38.89	38.89	22.22	38.89	16.67	27.78	44.44	44.44
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	39	35.9	35.9	28.21	41.03	35.9	35.9	33.33	25.64	28.21	28.21	30.77
is_nota_correct	0	240	46.25	33.75	25.0	32.08	39.17	23.75	42.5	20.83	18.33	39.17	35.83
is_nota_correct	1	60	36.67	13.33	38.33	31.67	33.33	35.0	21.67	30.0	55.0	16.67	23.33
meta-question_id	1	30	26.67	13.33	26.67	16.67	30.0	20.0	36.67	26.67	26.67	20.0	20.0
meta-question_id	10	21	52.38	33.33	23.81	28.57	19.05	19.05	38.1	9.52	19.05	33.33	19.05
meta-question_id	11	18	27.78	27.78	22.22	33.33	27.78	27.78	16.67	16.67	22.22	27.78	33.33
meta-question_id	2	30	50.0	16.67	16.67	26.67	30.0	16.67	36.67	13.33	20.0	33.33	30.0
meta-question_id	3	30	20.0	10.0	16.67	33.33	26.67	13.33	33.33	20.0	26.67	16.67	6.67
meta-question_id	4	30	56.67	53.33	43.33	36.67	50.0	43.33	60.0	26.67	43.33	46.67	63.33
meta-question_id	5	30	76.67	33.33	30.0	46.67	50.0	13.33	33.33	23.33	23.33	43.33	46.67
meta-question_id	6	30	50.0	46.67	40.0	43.33	63.33	56.67	46.67	30.0	46.67	46.67	53.33
meta-question_id	7	30	46.67	33.33	40.0	43.33	33.33	20.0	46.67	40.0	26.67	46.67	33.33
meta-question_id	8	30	13.33	16.67	6.67	10.0	10.0	13.33	13.33	6.67	3.33	23.33	10.0
meta-question_id	9	21	71.43	47.62	38.1	33.33	80.95	47.62	57.14	33.33	19.05	42.86	52.38
category	harmony	60	51.67	36.67	28.33	31.67	43.33	31.67	38.33	20.0	20.0	35.0	35.0
category	pitch	120	38.33	23.33	25.83	28.33	34.17	23.33	41.67	21.67	29.17	29.17	30.0
category	rhythm	120	46.67	32.5	29.17	35.83	39.17	25.83	35.0	25.0	25.0	40.0	35.83
subcategory	harmonic-recognition	60	51.67	36.67	28.33	31.67	43.33	31.67	38.33	20.0	20.0	35.0	35.0
subcategory	interval-recognition	60	38.33	31.67	30.0	35.0	38.33	28.33	46.67	23.33	35.0	31.67	35.0
subcategory	pitch-recognition	60	38.33	15.0	21.67	21.67	30.0	18.33	36.67	20.0	23.33	26.67	25.0
subcategory	proportion-recognition	60	30.0	25.0	23.33	26.67	21.67	16.67	30.0	23.33	15.0	35.0	21.67
subcategory	rhythmic-recognition	60	63.33	40.0	35.0	45.0	56.67	35.0	40.0	26.67	35.0	45.0	50.0
skill	cadence recognition	18	27.78	27.78	22.22	33.33	27.78	27.78	16.67	16.67	22.22	27.78	33.33
skill	chord recognition	21	52.38	33.33	23.81	28.57	19.05	19.05	38.1	9.52	19.05	33.33	19.05
skill	interval recognition	30	20.0	10.0	16.67	33.33	26.67	13.33	33.33	20.0	26.67	16.67	6.67
