Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	15	33.33	0.0	0.0	37.6	0.008974	20.0	0.0	0.0	139.54	0.0	20.0	16.67	0.0	34.98	0.00125
submodality	audio.mastermix.wav	5	80.0	0.0	0.0	12.9	0.002347	0.0	0.0	0.0	14.05	0.0	0.0	20.0	0.0	10.94	0.000367
submodality	symbolic.abc.txt	5	20.0	0.0	0.0	13.23	0.003249	40.0	0.0	0.0	73.07	0.0	0.0	20.0	0.0	10.0	0.000379
submodality	visual.short.png	5	0.0	0.0	0.0	11.47	0.003379	20.0	0.0	0.0	52.42	0.0	60.0	0.0	0.0	14.03	0.000504
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	3	33.33	0.0	0.0	8.87	0.001997	33.33	0.0	0.0	33.37	0.0	33.33	50.0	0.0	6.4	0.000247
piece_id	Telemann_DerLiebenSonneLichtUndPracht	6	33.33	0.0	0.0	15.18	0.003747	16.67	0.0	0.0	61.44	0.0	16.67	20.0	0.0	12.81	0.000437
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	6	33.33	0.0	0.0	13.54	0.00323	16.67	0.0	0.0	44.72	0.0	16.67	0.0	0.0	15.77	0.000565
is_nota_correct	0	12	41.67	0.0	0.0	30.71	0.007262	8.33	0.0	0.0	109.15	0.0	8.33	18.18	0.0	28.76	0.001019
is_nota_correct	1	3	0.0	0.0	0.0	6.88	0.001713	66.67	0.0	0.0	30.39	0.0	66.67	0.0	0.0	6.22	0.00023
meta-question_id	1	3	33.33	0.0	0.0	8.17	0.001729	33.33	0.0	0.0	20.72	0.0	33.33	0.0	0.0	6.65	0.000225
