Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
google/gemini-2.0-flash-lite-001	OVERALL	ALL	218	81	137	0	0	37.16	0.0	0.0	646.87	0.158447
google/gemini-2.0-flash-lite-001	submodality	audio.mastermix.wav	76	25	51	0	0	32.89	0.0	0.0	295.03	0.008006
google/gemini-2.0-flash-lite-001	submodality	symbolic.musicxml	72	30	42	0	0	41.67	0.0	0.0	202.04	0.141952
google/gemini-2.0-flash-lite-001	submodality	visual.short.png	70	26	44	0	0	37.14	0.0	0.0	149.81	0.008489
google/gemini-2.0-flash-lite-001	piece_id	Anonymous_AusMeinesHerzensGrunde	32	10	22	0	0	31.25	0.0	0.0	112.6	0.030798
google/gemini-2.0-flash-lite-001	piece_id	Bach_IchStehAnDeinerKrippe	12	3	9	0	0	25.0	0.0	0.0	31.14	0.009011
google/gemini-2.0-flash-lite-001	piece_id	Crueger_AufAufMeinHerzMitFreuden	35	11	24	0	0	31.43	0.0	0.0	107.53	0.029518
google/gemini-2.0-flash-lite-001	piece_id	Drese_JesuGehVoran	15	6	9	0	0	40.0	0.0	0.0	42.38	0.007201
google/gemini-2.0-flash-lite-001	piece_id	Gesius_BefiehlDuDeineWege	18	8	10	0	0	44.44	0.0	0.0	46.32	0.011473
google/gemini-2.0-flash-lite-001	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	30	11	19	0	0	36.67	0.0	0.0	84.05	0.020185
google/gemini-2.0-flash-lite-001	piece_id	Jan_DuGrosserSchmerzensmann	11	3	8	0	0	27.27	0.0	0.0	32.76	0.007508
google/gemini-2.0-flash-lite-001	piece_id	Telemann_DerLiebenSonneLichtUndPracht	26	10	16	0	0	38.46	0.0	0.0	90.76	0.022692
google/gemini-2.0-flash-lite-001	piece_id	Vulpius_ChristusDerIstMeinLeben	21	15	6	0	0	71.43	0.0	0.0	53.98	0.011763
google/gemini-2.0-flash-lite-001	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	18	4	14	0	0	22.22	0.0	0.0	45.36	0.008296
google/gemini-2.0-flash-lite-001	is_nota_correct	0	180	72	108	0	0	40.0	0.0	0.0	525.39	0.131228
google/gemini-2.0-flash-lite-001	is_nota_correct	1	38	9	29	0	0	23.68	0.0	0.0	121.48	0.027218
google/gemini-2.0-flash-lite-001	meta-question_id	0	17	5	12	0	0	29.41	0.0	0.0	55.92	0.014604
google/gemini-2.0-flash-lite-001	meta-question_id	1	19	10	9	0	0	52.63	0.0	0.0	53.46	0.014175
