Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
aggregate-mistral	OVERALL	ALL	1133	391	742	1	0	34.51	0.13	0.0	6120.79	2.352165
aggregate-mistral	submodality	audio.mastermix.wav	382	111	271	1	0	29.06	0.37	0.0	1668.84	1.571224
aggregate-mistral	submodality	symbolic.musicxml	376	155	221	0	0	41.22	0.0	0.0	2649.14	0.745452
aggregate-mistral	submodality	visual.short.png	375	125	250	0	0	33.33	0.0	0.0	1802.8	0.035489
aggregate-mistral	piece_id	Anonymous_AusMeinesHerzensGrunde	121	47	74	0	0	38.84	0.0	0.0	879.04	0.348088
aggregate-mistral	piece_id	Bach_IchStehAnDeinerKrippe	98	29	69	0	0	29.59	0.0	0.0	556.49	0.216443
aggregate-mistral	piece_id	Crueger_AufAufMeinHerzMitFreuden	76	32	44	0	0	42.11	0.0	0.0	409.85	0.179392
aggregate-mistral	piece_id	Drese_JesuGehVoran	128	43	85	0	0	33.59	0.0	0.0	576.43	0.226598
aggregate-mistral	piece_id	Gesius_BefiehlDuDeineWege	127	45	82	0	0	35.43	0.0	0.0	551.8	0.294916
aggregate-mistral	piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	138	45	93	0	0	32.61	0.0	0.0	660.14	0.249504
aggregate-mistral	piece_id	Jan_DuGrosserSchmerzensmann	94	31	63	0	0	32.98	0.0	0.0	611.18	0.203004
aggregate-mistral	piece_id	Telemann_DerLiebenSonneLichtUndPracht	123	36	87	1	0	29.27	1.15	0.0	680.64	0.354765
aggregate-mistral	piece_id	Vulpius_ChristusDerIstMeinLeben	105	36	69	0	0	34.29	0.0	0.0	605.59	0.142814
aggregate-mistral	piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	123	47	76	0	0	38.21	0.0	0.0	589.62	0.136642
aggregate-mistral	is_nota_correct	0	900	302	598	1	0	33.56	0.17	0.0	4881.29	1.868359
aggregate-mistral	is_nota_correct	1	233	89	144	0	0	38.2	0.0	0.0	1239.5	0.483806
aggregate-mistral	meta-question_id	0	92	21	71	0	0	22.83	0.0	0.0	418.16	0.186592
aggregate-mistral	meta-question_id	1	98	50	48	0	0	51.02	0.0	0.0	338.96	0.199507
aggregate-mistral	meta-question_id	2	94	26	68	1	0	27.66	1.47	0.0	401.79	0.16909
aggregate-mistral	meta-question_id	3	90	58	32	0	0	64.44	0.0	0.0	621.37	0.187603
aggregate-mistral	meta-question_id	4	185	62	123	0	0	33.51	0.0	0.0	1054.09	0.402886
aggregate-mistral	meta-question_id	5	33	20	13	0	0	60.61	0.0	0.0	142.08	0.06943
aggregate-mistral	meta-question_id	6	154	18	136	0	0	11.69	0.0	0.0	786.62	0.319465
aggregate-mistral	meta-question_id	7	92	26	66	0	0	28.26	0.0	0.0	443.66	0.200099
aggregate-mistral	meta-question_id	8	200	90	110	0	0	45.0	0.0	0.0	1260.78	0.424723
aggregate-mistral	meta-question_id	9	95	20	75	0	0	21.05	0.0	0.0	653.27	0.192771
aggregate-mistral	category	harmony	387	136	251	0	0	35.14	0.0	0.0	2357.71	0.817594
aggregate-mistral	category	pitch	374	155	219	1	0	41.44	0.46	0.0	1780.28	0.742792
aggregate-mistral	category	rhythm	372	100	272	0	0	26.88	0.0	0.0	1982.8	0.79178
aggregate-mistral	subcategory	harmony-absolute	200	90	110	0	0	45.0	0.0	0.0	1260.78	0.424723
aggregate-mistral	subcategory	harmony-relative	187	46	141	0	0	24.6	0.0	0.0	1096.93	0.392871
aggregate-mistral	subcategory	pitch-absolute	190	71	119	0	0	37.37	0.0	0.0	757.12	0.386099
aggregate-mistral	subcategory	pitch-relative	184	84	100	1	0	45.65	1.0	0.0	1023.16	0.356693
aggregate-mistral	subcategory	rhythm-absolute	185	62	123	0	0	33.51	0.0	0.0	1054.09	0.402886
aggregate-mistral	subcategory	rhythm-relative	187	38	149	0	0	20.32	0.0	0.0	928.7	0.388894
aggregate-mistral	skill	cadence recognition	95	20	75	0	0	21.05	0.0	0.0	653.27	0.192771
aggregate-mistral	skill	chord recognition	200	90	110	0	0	45.0	0.0	0.0	1260.78	0.424723
aggregate-mistral	skill	interval recognition	94	26	68	1	0	27.66	1.47	0.0	401.79	0.16909
aggregate-mistral	skill	interval statistics	90	58	32	0	0	64.44	0.0	0.0	621.37	0.187603
aggregate-mistral	skill	note length	185	62	123	0	0	33.51	0.0	0.0	1054.09	0.402886
aggregate-mistral	skill	pitch recognition	92	21	71	0	0	22.83	0.0	0.0	418.16	0.186592
aggregate-mistral	skill	pitch statistics	98	50	48	0	0	51.02	0.0	0.0	338.96	0.199507
aggregate-mistral	skill	rhythm pattern	154	18	136	0	0	11.69	0.0	0.0	786.62	0.319465
aggregate-mistral	skill	time signature	33	20	13	0	0	60.61	0.0	0.0	142.08	0.06943
aggregate-mistral	skill	tonality recognition	92	26	66	0	0	28.26	0.0	0.0	443.66	0.200099
aggregate-mistral	rel/abs	absolute	575	223	352	0	0	38.78	0.0	0.0	3071.99	1.213707
aggregate-mistral	rel/abs	relative	558	168	390	1	0	30.11	0.26	0.0	3048.8	1.138458
