Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	75	26.67	22.67
submodality	audio.mastermix.wav	25	32.0	28.0
submodality	symbolic.abc.txt	25	24.0	16.0
submodality	visual.short.png	25	24.0	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	3	0.0	33.33
piece_id	Bach_IchStehAnDeinerKrippe	12	16.67	8.33
piece_id	Crueger_AufAufMeinHerzMitFreuden	6	16.67	33.33
piece_id	Drese_JesuGehVoran	3	0.0	0.0
piece_id	Gesius_BefiehlDuDeineWege	3	66.67	33.33
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	6	16.67	0.0
piece_id	Jan_DuGrosserSchmerzensmann	6	33.33	16.67
piece_id	Telemann_DerLiebenSonneLichtUndPracht	18	38.89	33.33
piece_id	Vulpius_ChristusDerIstMeinLeben	9	33.33	33.33
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	9	22.22	22.22
is_nota_correct	0	60	20.0	15.0
is_nota_correct	1	15	53.33	53.33
meta-question_id	1	9	11.11	22.22
meta-question_id	10	6	33.33	16.67
meta-question_id	11	3	33.33	0.0
meta-question_id	2	6	50.0	33.33
meta-question_id	3	9	22.22	11.11
meta-question_id	4	6	16.67	16.67
meta-question_id	5	9	33.33	33.33
meta-question_id	6	6	33.33	50.0
meta-question_id	7	9	33.33	11.11
meta-question_id	8	6	0.0	0.0
meta-question_id	9	6	33.33	50.0
category	harmony	15	33.33	26.67
category	pitch	30	23.33	20.0
category	rhythm	30	26.67	23.33
subcategory	harmonic-recognition	15	33.33	26.67
subcategory	interval-recognition	15	20.0	13.33
subcategory	pitch-recognition	15	26.67	26.67
subcategory	proportion-recognition	15	20.0	6.67
subcategory	rhythmic-recognition	15	33.33	40.0
skill	cadence recognition	3	33.33	0.0
skill	chord recognition	6	33.33	16.67
skill	interval recognition	9	22.22	11.11
skill	interval statistics	6	16.67	16.67
skill	note length	9	33.33	33.33
skill	note length statistics	6	33.33	50.0
skill	pitch recognition	9	11.11	22.22
skill	pitch statistics	6	50.0	33.33
skill	rhythm pattern	9	33.33	11.11
skill	rhythm pattern statistics	6	0.0	0.0
skill	tonality recognition	6	33.33	50.0
rel/abs	absolute	36	30.56	30.56
rel/abs	relative	39	23.08	15.38
specification	harmony-absolute	6	33.33	16.67
specification	harmony-relative	9	33.33	33.33
specification	pitch-absolute	15	26.67	26.67
specification	pitch-relative	15	20.0	13.33
specification	rhythm-absolute	15	33.33	40.0
specification	rhythm-relative	15	20.0	6.67
