Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview	google_gemini-2.0-flash-lite-001
OVERALL	ALL	750	28.67	22.8
submodality	audio.mastermix.wav	250	27.6	23.2
submodality	symbolic.abc.txt	250	29.6	21.2
submodality	visual.short.png	250	28.8	24.0
piece_id	Anonymous_AusMeinesHerzensGrunde	78	26.92	19.23
piece_id	Bach_IchStehAnDeinerKrippe	66	28.79	25.76
piece_id	Crueger_AufAufMeinHerzMitFreuden	90	31.11	20.0
piece_id	Drese_JesuGehVoran	51	33.33	33.33
piece_id	Gesius_BefiehlDuDeineWege	99	25.25	23.23
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	81	24.69	14.81
piece_id	Jan_DuGrosserSchmerzensmann	87	27.59	22.99
piece_id	Telemann_DerLiebenSonneLichtUndPracht	72	38.89	26.39
piece_id	Vulpius_ChristusDerIstMeinLeben	63	20.63	20.63
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	63	31.75	26.98
is_nota_correct	0	600	31.67	19.17
is_nota_correct	1	150	16.67	37.33
meta-question_id	1	75	20.0	17.33
meta-question_id	10	51	37.25	19.61
meta-question_id	11	48	31.25	31.25
meta-question_id	2	75	18.67	16.0
meta-question_id	3	75	29.33	8.0
meta-question_id	4	75	42.67	30.67
meta-question_id	5	75	30.67	25.33
meta-question_id	6	75	40.0	41.33
meta-question_id	7	75	33.33	26.67
meta-question_id	8	75	10.67	13.33
meta-question_id	9	51	23.53	23.53
category	harmony	150	30.67	24.67
category	pitch	300	27.67	18.0
category	rhythm	300	28.67	26.67
subcategory	harmonic-recognition	150	30.67	24.67
subcategory	interval-recognition	150	36.0	19.33
subcategory	pitch-recognition	150	19.33	16.67
subcategory	proportion-recognition	150	22.0	20.0
subcategory	rhythmic-recognition	150	35.33	33.33
skill	cadence recognition	48	31.25	31.25
skill	chord recognition	51	37.25	19.61
skill	interval recognition	75	29.33	8.0
skill	interval statistics	75	42.67	30.67
skill	note length	75	30.67	25.33
skill	note length statistics	75	40.0	41.33
skill	pitch recognition	75	20.0	17.33
skill	pitch statistics	75	18.67	16.0
skill	rhythm pattern	75	33.33	26.67
skill	rhythm pattern statistics	75	10.67	13.33
skill	tonality recognition	51	23.53	23.53
rel/abs	absolute	351	28.77	24.22
rel/abs	relative	399	28.57	21.55
specification	harmony-absolute	51	37.25	19.61
specification	harmony-relative	99	27.27	27.27
specification	pitch-absolute	150	19.33	16.67
specification	pitch-relative	150	36.0	19.33
specification	rhythm-absolute	150	35.33	33.33
specification	rhythm-relative	150	22.0	20.0
