Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price
OVERALL	ALL	750	28.67	0.56	0.0	2316.51	0.399865	22.8	12.78	0.0	2593.73	0.068208
submodality	audio.mastermix.wav	250	27.6	0.55	0.0	715.04	0.103509	23.2	3.65	0.0	861.17	0.02083
submodality	symbolic.abc.txt	250	29.6	0.57	0.0	818.99	0.146021	21.2	21.83	0.0	922.71	0.026412
submodality	visual.short.png	250	28.8	0.56	0.0	782.48	0.150336	24.0	12.63	0.0	809.86	0.020967
piece_id	Anonymous_AusMeinesHerzensGrunde	78	26.92	0.0	0.0	232.79	0.042375	19.23	15.87	0.0	252.28	0.006556
piece_id	Bach_IchStehAnDeinerKrippe	66	28.79	0.0	0.0	213.56	0.033782	25.76	8.16	0.0	254.31	0.006576
piece_id	Crueger_AufAufMeinHerzMitFreuden	90	31.11	0.0	0.0	278.19	0.049967	20.0	12.5	0.0	335.8	0.008143
piece_id	Drese_JesuGehVoran	51	33.33	0.0	0.0	155.88	0.027181	33.33	8.82	0.0	170.53	0.004426
piece_id	Gesius_BefiehlDuDeineWege	99	25.25	0.0	0.0	324.55	0.052921	23.23	9.21	0.0	352.87	0.009948
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	81	24.69	0.0	0.0	256.59	0.043503	14.81	20.29	0.0	283.54	0.007286
piece_id	Jan_DuGrosserSchmerzensmann	87	27.59	3.17	0.0	243.83	0.045206	22.99	14.93	0.0	278.09	0.008119
piece_id	Telemann_DerLiebenSonneLichtUndPracht	72	38.89	2.27	0.0	237.26	0.040706	26.39	9.43	0.0	251.83	0.006527
piece_id	Vulpius_ChristusDerIstMeinLeben	63	20.63	0.0	0.0	160.77	0.030295	20.63	16.0	0.0	200.27	0.005167
piece_id	Vulpius_DieHelleSonnLeuchtJetztHerfuer	63	31.75	0.0	0.0	213.1	0.033928	26.98	8.7	0.0	214.21	0.005461
is_nota_correct	0	600	31.67	0.49	0.0	1840.21	0.319414	19.17	12.58	0.0	2041.28	0.05405
is_nota_correct	1	150	16.67	0.8	0.0	476.3	0.080452	37.33	13.83	0.0	552.45	0.014158
meta-question_id	1	75	20.0	0.0	0.0	213.98	0.040488	17.33	0.0	0.0	225.33	0.006838
meta-question_id	10	51	37.25	0.0	0.0	160.93	0.027156	19.61	26.83	0.0	161.38	0.004784
meta-question_id	11	48	31.25	0.0	0.0	134.14	0.024757	31.25	33.33	0.0	108.21	0.00352
meta-question_id	2	75	18.67	1.64	0.0	233.43	0.039095	16.0	3.17	0.0	217.73	0.005662
meta-question_id	3	75	29.33	0.0	0.0	252.18	0.045061	8.0	36.23	0.0	245.93	0.006192
meta-question_id	4	75	42.67	0.0	0.0	221.55	0.036612	30.67	3.85	0.0	293.21	0.006535
meta-question_id	5	75	30.67	1.92	0.0	298.9	0.037934	25.33	17.86	0.0	265.42	0.007347
meta-question_id	6	75	40.0	0.0	0.0	231.47	0.042093	41.33	11.36	0.0	214.03	0.006867
meta-question_id	7	75	33.33	2.0	0.0	205.59	0.042286	26.67	10.91	0.0	282.58	0.00872
meta-question_id	8	75	10.67	0.0	0.0	218.64	0.039916	13.33	0.0	0.0	339.23	0.00722
meta-question_id	9	51	23.53	0.0	0.0	145.69	0.024467	23.53	5.13	0.0	240.68	0.004525
category	harmony	150	30.67	0.0	0.0	440.76	0.076379	24.67	21.24	0.0	510.26	0.012828
category	pitch	300	27.67	0.46	0.0	921.14	0.161256	18.0	11.79	0.0	982.2	0.025226
category	rhythm	300	28.67	0.93	0.0	954.61	0.162229	26.67	9.55	0.0	1101.27	0.030154
subcategory	harmonic-recognition	150	30.67	0.0	0.0	440.76	0.076379	24.67	21.24	0.0	510.26	0.012828
subcategory	interval-recognition	150	36.0	0.0	0.0	473.73	0.081673	19.33	22.31	0.0	539.13	0.012726
subcategory	pitch-recognition	150	19.33	0.83	0.0	447.41	0.079583	16.67	1.6	0.0	443.06	0.0125
subcategory	proportion-recognition	150	22.0	0.85	0.0	424.23	0.082202	20.0	5.0	0.0	621.81	0.01594
subcategory	rhythmic-recognition	150	35.33	1.03	0.0	530.37	0.080028	33.33	15.0	0.0	479.46	0.014214
skill	cadence recognition	48	31.25	0.0	0.0	134.14	0.024757	31.25	33.33	0.0	108.21	0.00352
skill	chord recognition	51	37.25	0.0	0.0	160.93	0.027156	19.61	26.83	0.0	161.38	0.004784
skill	interval recognition	75	29.33	0.0	0.0	252.18	0.045061	8.0	36.23	0.0	245.93	0.006192
skill	interval statistics	75	42.67	0.0	0.0	221.55	0.036612	30.67	3.85	0.0	293.21	0.006535
skill	note length	75	30.67	1.92	0.0	298.9	0.037934	25.33	17.86	0.0	265.42	0.007347
skill	note length statistics	75	40.0	0.0	0.0	231.47	0.042093	41.33	11.36	0.0	214.03	0.006867
skill	pitch recognition	75	20.0	0.0	0.0	213.98	0.040488	17.33	0.0	0.0	225.33	0.006838
skill	pitch statistics	75	18.67	1.64	0.0	233.43	0.039095	16.0	3.17	0.0	217.73	0.005662
skill	rhythm pattern	75	33.33	2.0	0.0	205.59	0.042286	26.67	10.91	0.0	282.58	0.00872
skill	rhythm pattern statistics	75	10.67	0.0	0.0	218.64	0.039916	13.33	0.0	0.0	339.23	0.00722
skill	tonality recognition	51	23.53	0.0	0.0	145.69	0.024467	23.53	5.13	0.0	240.68	0.004525
rel/abs	absolute	351	28.77	0.8	0.0	1138.71	0.186766	24.22	10.53	0.0	1083.9	0.031497
rel/abs	relative	399	28.57	0.35	0.0	1177.8	0.213099	21.55	14.7	0.0	1509.83	0.036711
specification	harmony-absolute	51	37.25	0.0	0.0	160.93	0.027156	19.61	26.83	0.0	161.38	0.004784
specification	harmony-relative	99	27.27	0.0	0.0	279.83	0.049224	27.27	18.06	0.0	348.89	0.008045
specification	pitch-absolute	150	19.33	0.83	0.0	447.41	0.079583	16.67	1.6	0.0	443.06	0.0125
specification	pitch-relative	150	36.0	0.0	0.0	473.73	0.081673	19.33	22.31	0.0	539.13	0.012726
specification	rhythm-absolute	150	35.33	1.03	0.0	530.37	0.080028	33.33	15.0	0.0	479.46	0.014214
specification	rhythm-relative	150	22.0	0.85	0.0	424.23	0.082202	20.0	5.0	0.0	621.81	0.01594
