Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	150	36.67	0.0	0.0	543.82	0.149848	34.67	4.08	0.0	1421.74	0.248207	36.0	0.0	0.0	3226.73	0.0	39.33	0.0	0.0	484.1	0.022212	38.0	0.0	0.0	2137.41	0.307701	38.67	1.09	0.0	563.03	1.353655
submodality	audio.mastermix.wav	50	22.0	0.0	0.0	161.62	0.038105	28.0	0.0	0.0	298.51	0.220724	28.0	0.0	0.0	566.57	0.0	28.0	0.0	0.0	198.45	0.005446	26.0	0.0	0.0	440.84	0.054594	38.0	0.0	0.0	243.35	0.942553
submodality	symbolic.abc.txt	50	48.0	0.0	0.0	184.14	0.057583	42.0	0.0	0.0	343.66	0.010106	52.0	0.0	0.0	1773.86	0.0	48.0	0.0	0.0	174.31	0.009935	54.0	0.0	0.0	864.92	0.133744	48.0	0.0	0.0	193.89	0.30216
submodality	visual.short.png	50	40.0	0.0	0.0	198.06	0.05416	34.0	12.12	0.0	779.58	0.017377	28.0	0.0	0.0	886.3	0.0	42.0	0.0	0.0	111.33	0.006831	34.0	0.0	0.0	831.65	0.119364	30.0	2.86	0.0	125.78	0.108942
piece_id	Anonymous_AusMeinesHerzensGrunde	15	33.33	0.0	0.0	51.55	0.015459	40.0	0.0	0.0	74.08	0.030526	60.0	0.0	0.0	414.39	0.0	40.0	0.0	0.0	50.76	0.002547	60.0	0.0	0.0	182.95	0.026502	60.0	0.0	0.0	66.46	0.170835
piece_id	Bach_IchStehAnDeinerKrippe	15	20.0	0.0	0.0	65.11	0.015933	26.67	0.0	0.0	68.29	0.024378	46.67	0.0	0.0	255.58	0.0	26.67	0.0	0.0	51.15	0.002136	46.67	0.0	0.0	250.99	0.035348	26.67	9.09	0.0	57.16	0.139622
piece_id	Crueger_AufAufMeinHerzMitFreuden	18	33.33	0.0	0.0	62.89	0.017749	38.89	0.0	0.0	136.92	0.031797	38.89	0.0	0.0	291.31	0.0	33.33	0.0	0.0	53.8	0.00261	50.0	0.0	0.0	225.45	0.031302	38.89	0.0	0.0	62.8	0.168988
piece_id	Drese_JesuGehVoran	18	27.78	0.0	0.0	63.38	0.016675	22.22	7.14	0.0	267.19	0.025695	33.33	0.0	0.0	329.85	0.0	38.89	0.0	0.0	54.44	0.002266	38.89	0.0	0.0	350.22	0.050959	27.78	0.0	0.0	63.12	0.131782
piece_id	Gesius_BefiehlDuDeineWege	9	22.22	0.0	0.0	28.32	0.00831	33.33	0.0	0.0	68.31	0.01474	33.33	0.0	0.0	141.09	0.0	55.56	0.0	0.0	27.17	0.001174	44.44	0.0	0.0	109.49	0.014508	22.22	0.0	0.0	32.8	0.083022
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	26.67	0.0	0.0	48.13	0.015479	26.67	18.18	0.0	337.04	0.024447	20.0	0.0	0.0	501.58	0.0	26.67	0.0	0.0	53.52	0.002523	6.67	0.0	0.0	242.96	0.035759	33.33	0.0	0.0	59.63	0.128522
