Criterion_Type	Criterion_Value	Total_Items	google_gemini-3.1-flash-lite-preview_Accuracy_Percent	google_gemini-3.1-flash-lite-preview_Unparsable_Percent	google_gemini-3.1-flash-lite-preview_Model_Error_Percent	google_gemini-3.1-flash-lite-preview_Total_Time_s	google_gemini-3.1-flash-lite-preview_Total_Price	aggregate-mistral_Accuracy_Percent	aggregate-mistral_Unparsable_Percent	aggregate-mistral_Model_Error_Percent	aggregate-mistral_Total_Time_s	aggregate-mistral_Total_Price	Qwen_Qwen3-Omni-30B-A3B-Thinking_Accuracy_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Unparsable_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Model_Error_Percent	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Time_s	Qwen_Qwen3-Omni-30B-A3B-Thinking_Total_Price	google_gemini-2.0-flash-lite-001_Accuracy_Percent	google_gemini-2.0-flash-lite-001_Unparsable_Percent	google_gemini-2.0-flash-lite-001_Model_Error_Percent	google_gemini-2.0-flash-lite-001_Total_Time_s	google_gemini-2.0-flash-lite-001_Total_Price	google_gemini-2.5-flash-lite_Accuracy_Percent	google_gemini-2.5-flash-lite_Unparsable_Percent	google_gemini-2.5-flash-lite_Model_Error_Percent	google_gemini-2.5-flash-lite_Total_Time_s	google_gemini-2.5-flash-lite_Total_Price	aggregate-gpt-4o_Accuracy_Percent	aggregate-gpt-4o_Unparsable_Percent	aggregate-gpt-4o_Model_Error_Percent	aggregate-gpt-4o_Total_Time_s	aggregate-gpt-4o_Total_Price
OVERALL	ALL	150	45.33	0.0	0.0	545.42	0.152376	30.67	0.96	2.88	1509.74	0.224362	35.33	0.0	0.0	3564.15	0.0	28.67	0.0	0.0	479.88	0.020915	30.67	0.0	0.0	2170.64	0.310169	30.67	0.0	0.0	583.44	1.35219
submodality	audio.mastermix.wav	50	32.0	0.0	0.0	167.95	0.036165	18.0	0.0	7.32	652.99	0.201908	26.0	0.0	0.0	954.26	0.0	28.0	0.0	0.0	197.58	0.005224	26.0	0.0	0.0	369.25	0.041543	30.0	0.0	0.0	244.74	0.933808
submodality	symbolic.abc.txt	50	60.0	0.0	0.0	194.03	0.061063	40.0	0.0	0.0	284.53	0.0103	60.0	0.0	0.0	1658.14	0.0	38.0	0.0	0.0	163.2	0.008963	42.0	0.0	0.0	918.03	0.140963	42.0	0.0	0.0	200.45	0.312157
submodality	visual.short.png	50	44.0	0.0	0.0	183.45	0.055149	34.0	3.03	0.0	572.23	0.012154	20.0	0.0	0.0	951.75	0.0	20.0	0.0	0.0	119.11	0.006729	24.0	0.0	0.0	883.36	0.127662	20.0	0.0	0.0	138.25	0.106225
piece_id	Anonymous_AusMeinesHerzensGrunde	12	33.33	0.0	0.0	50.83	0.013756	16.67	0.0	0.0	129.12	0.024776	33.33	0.0	0.0	549.27	0.0	41.67	0.0	0.0	38.56	0.001838	25.0	0.0	0.0	153.16	0.021694	33.33	0.0	0.0	46.02	0.1306
piece_id	Bach_IchStehAnDeinerKrippe	18	38.89	0.0	0.0	64.52	0.017933	38.89	9.09	0.0	228.18	0.031736	33.33	0.0	0.0	449.27	0.0	27.78	0.0	0.0	56.46	0.002435	38.89	0.0	0.0	271.01	0.039565	27.78	0.0	0.0	69.84	0.167708
piece_id	Crueger_AufAufMeinHerzMitFreuden	24	58.33	0.0	0.0	86.98	0.025025	16.67	0.0	10.0	267.91	0.032728	54.17	0.0	0.0	589.66	0.0	12.5	0.0	0.0	69.13	0.003225	25.0	0.0	0.0	301.95	0.042736	29.17	0.0	0.0	96.07	0.236402
piece_id	Drese_JesuGehVoran	6	50.0	0.0	0.0	22.3	0.006377	33.33	0.0	0.0	36.5	0.007517	50.0	0.0	0.0	124.21	0.0	50.0	0.0	0.0	23.38	0.000978	50.0	0.0	0.0	148.47	0.021073	83.33	0.0	0.0	24.98	0.049418
piece_id	Gesius_BefiehlDuDeineWege	24	50.0	0.0	0.0	88.62	0.025566	45.83	0.0	0.0	128.36	0.039361	37.5	0.0	0.0	332.88	0.0	41.67	0.0	0.0	75.32	0.003324	33.33	0.0	0.0	317.29	0.045682	37.5	0.0	0.0	91.06	0.220745
piece_id	Gesius_DuFriedensfuerstHerrJesuChrist	15	46.67	0.0	0.0	60.7	0.015768	53.33	0.0	0.0	70.84	0.019733	40.0	0.0	0.0	291.6	0.0	40.0	0.0	0.0	50.58	0.001961	26.67	0.0	0.0	269.69	0.038714	33.33	0.0	0.0	66.26	0.135595
